name,time,f,content,transmit,comment,praise,spiderTime
仲有最靓既猪腩肉Zzz,7分钟前,小米10S,广州又疫情了，同事说他们那儿昨天有人排队到凌晨两点，但是没有听到有人抱怨，看见有很多人企图在小红书引战，说医护迟到让ta排队久等了，但是评论都是各种理解支持医护人员的暖心话语，广州最棒！ ​,转发,1,5,2022-04-09
环球时报环球旅游,7分钟前,iPhone客户端,#黄渤梅婷小区拍戏遭业主驱赶#,转发,评论,赞,2022-04-09
蟹老板爱卖萌,8分钟前 转赞人数超过20,蟹老板爱卖萌超话,#等疫情结束后去吃顿火锅吧#,32,32,31,2022-04-09
狗勾夏發財,7分钟前,iPhone客户端,#黄渤梅婷新剧剧组致歉#,转发,1,4,2022-04-09
蛋饺肉丝姐姐KO,7分钟前,,#安徽新增6例本土确诊#,转发,评论,赞,2022-04-09
新民晚报新民网,7分钟前,微博 weibo.com,【上海新增本土1015+22609，坚持分类收治，提早介入轻症救治】,转发,评论,赞,2022-04-09
西南铁路,7分钟前,微博 weibo.com,#成铁微提示#,转发,评论,赞,2022-04-09
人气女王说话术,7分钟前,微博 weibo.com,“为情所困 不是感情 是疫情” ​,4,评论,12,2022-04-09
温江发布,7分钟前,微博 weibo.com,【温江区：织密公共交通防疫网】,转发,评论,1,2022-04-09
魅力虞城,7分钟前,nova 9 精彩由我摄定,#疫情防控#,转发,评论,赞,2022-04-09
考拉Blingling,7分钟前,iPhone客户端,#安徽5000余医护人员4255吨物资驰援上海#,转发,1,3,2022-04-09
湖北发布,7分钟前,微博 weibo.com,#江河湖北#,1,评论,1,2022-04-09
Evenevenx,8分钟前 转赞人数超过10,iPhone客户端,#广州疫情#,转发,评论,19,2022-04-09
山田孝之得不到的女人,7分钟前,HUAWEI P40 5G,从疫情到现在也算经历了一些波折，最开始的煤气灶坏了，因为疫情前发病的室友错过的囤粮，物资的短缺，花了100块跑腿费买的物资因为小区防疫人员和外卖衔接失误导致丢失的物资，我全都自己解决了,转发,评论,赞,2022-04-09
新快报,7分钟前,微博直播平台,#新快直播#,1,评论,10,2022-04-09
_三水草肃,7分钟前,iPhone 13 Pro,记录一些奇奇怪怪的可可爱爱。,转发,评论,赞,2022-04-09
愿远圆愿,7分钟前,HUAWEI P40 Pro 5G,#广州 疫情#,转发,1,6,2022-04-09
每日数码科技杂谈,7分钟前,,广州疫情严重，才解封半个月又重来，涉及9个人区！当晚连夜紧急核酸，一男子排队的举动亮了！,转发,评论,7,2022-04-09
,,,,,,,2022-04-09
一条沙发虫,7分钟前,HUAWEI Mate 30 5G,建议你们公开发布消息，要写“市人民政府”，而不是写“市政府”。,转发,1,赞,2022-04-09
杭州微博城事,7分钟前,HUAWEI Mate 30,【,转发,1,赞,2022-04-09
今日最新闻官方微博,7分钟前,微博直播平台,【4月9日广州市疫情防控新闻发布会】广州市政府新闻办于4月9日11:00，召开广州市疫情防控新闻发布会。邀请广州市卫健委、广州市商务局、白云区、广州市疾控中心相关负责同志通报广州市新冠肺炎疫情防控相关情况。（来源：珠江权威发布  广东台记者：林雪映  摄像：谢田子）时间：4月9日上午11:00  ​,转发,1,4,2022-04-09
小光小光暖暖内含光,7分钟前,Note 9 Pro 一亿像素,我真的没有想到，上海会这样子。我想的是以后读完博就去上海或者武汉，最后不考虑饮食习惯，去广州。,1,2,1,2022-04-09
南方都市报,7分钟前,微博直播平台,【广州市召开疫情防控新闻发布会】广州市人民政府新闻办公室于4月9日11:00，在广州市新闻发布厅召开广州市疫情防控新闻发布会（2022年总第36场）。将邀请市卫健委、市商务局、白云区、市疾控中心相关负责同志通报广州市新冠肺炎疫情防控相关情况。,转发,评论,4,2022-04-09
魔西倩,8分钟前 转赞人数超过4万,微博视频号,求救,4908,4510,38001,2022-04-09
海口直播12345,8分钟前,微博视频号,#关注海口疫情防控#,转发,评论,赞,2022-04-09
河北高速96122,8分钟前,新版微博 weibo.com,京哈高速(G1):,转发,评论,赞,2022-04-09
数码柯机,8分钟前,即刻笔记,荣耀官宣Earbuds 3 Pro真无线耳机，号称“一部有「温度」的科技产品”。机头部位增加了一个测温模块，可以通贴合用户耳朵实现测温，在疫情反复的当下很适合,转发,评论,赞,2022-04-09
南粤女声-,8分钟前,微博 weibo.com,#粤姐姐话你知#,转发,评论,赞,2022-04-09
达州发布,8分钟前,微博 weibo.com,【注意！,转发,评论,1,2022-04-09
上海地铁shmetro,8分钟前,微博 weibo.com,【地铁疫情防控交流专栏】为配合疫情防控工作需要，根据市疫情防控形势和轨道交通客流实际情况：2022年4月5日起至另有通知时止，上海轨道交通6号线、16号线运营时段为7:00——20:00，其他线路仍暂停运营。停运线路车站不办理进出站及换乘业务，提请市民乘客理解和支持。期间，有关于上海地铁的意见建议 ​,转发,1,1,2022-04-09
京报网_北京日报官方网站,8分钟前,微博 weibo.com,【100余人奋战，丰台区鹏润家园保障封控管控区居民生活】疫情就是命令，4月7日深夜，北京市丰台区太平桥街道快速响应、统筹部署鹏润家园小区疫情防控工作，连夜成立8个工作组，细化为综合协调、安全保障、核酸检测、生活服务、垃圾清运、物资保障、政策解答、人员转运等内容，抽调街道、社区干部、派出 ​,转发,评论,赞,2022-04-09
文旅吉林,8分钟前,新版微博 weibo.com,【,转发,评论,赞,2022-04-09
南昌经济技术开发区发布,8分钟前,微博 weibo.com,#英雄城同心战疫#,转发,评论,赞,2022-04-09
中国移动,8分钟前,微博 weibo.com,#战疫情“移”起行#,转发,评论,赞,2022-04-09
小红花测评,8分钟前,微博 weibo.com,#夏季如何给宝宝防晒#,转发,评论,赞,2022-04-09
南昌新建发布,8分钟前,微博 weibo.com,#新建动态#,转发,评论,赞,2022-04-09
北京大兴,8分钟前,微博 weibo.com,#小兴播报#,转发,评论,1,2022-04-09
中天電視亞洲台FUN,8分钟前,微博 weibo.com,【大甲妈遶境起驾了！疫情中信徒热情不减 小镇宛如不夜城】大甲镇澜宫（8日）深夜展开9天8夜遶境之旅，晚间庙方施放大型天灯，挂满8000个祈福卡冉冉升空祈求国泰民安；深夜11时一到，由马英九、台中市副市长黄国荣、镇澜宫董事长颜清标扶轿，大批信徒双手合十恭送妈祖出城，大甲小镇城宛如不夜城。 ​,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
广西新闻网,8分钟前,微博 weibo.com,【最新通知！,转发,评论,赞,2022-04-09
鞍山日报,8分钟前,微博 weibo.com,#辽宁好网民抗疫在行动#,转发,评论,赞,2022-04-09
宿迁之声,8分钟前,铀媒,#微广播#,转发,评论,赞,2022-04-09
中国吉林网,8分钟前,微博 weibo.com,#战疫攻坚进行时#,转发,评论,赞,2022-04-09
山西发布,8分钟前,微博 weibo.com,【致敬每一个忙碌的身影】近期，山西太原、晋中、临汾和运城相继发生输入性局部疫情，外防输入压力巨大，内防反弹任务繁重。此次疫情发生后，被划为管控区的小店街道立即启动应急预案，同步实施区域化、网格化、包联制等不同管控措施，力争在最短的时间内，构筑起一张疫情防控网。戳链接→,1,评论,赞,2022-04-09
北京市商务局,8分钟前,微博 weibo.com,【,转发,评论,赞,2022-04-09
寿县发布,8分钟前,微博 weibo.com,【县疫情防控指挥部召开工作会商会】4月7日晚，县委书记、县新冠肺炎疫情防控应急综合指挥部指挥长牛方括主持召开县疫情防控指挥部工作会商会，县领导李琼、王亚晖、牛斌、洪毅然、袁东、胡玉强、李景练、李家明、卢胜、邓祖洋、谢超、姚忠及县疫情防控应急处置“一办十二组”、寿春镇等负责同志参加会 ​,转发,评论,赞,2022-04-09
潮涌灯湖-南海桂城,8分钟前,微博 weibo.com,#疫情防控#,转发,评论,赞,2022-04-09
武汉机场楚天情,8分钟前,微博 weibo.com,#乘机小贴士#,转发,评论,赞,2022-04-09
Gaby1013,8分钟前,iPhone 12 Pro,#上海新增本土确诊1015例无症状22609例#,转发,2,2,2022-04-09
陕西网,8分钟前,Android,#陕西疫情快讯#,转发,评论,1,2022-04-09
meira333,8分钟前,罗一舟的萝卜粥,#广州核酸#,转发,1,5,2022-04-09
新浪福建,9分钟前 转赞人数超过70,微博视频号,#福建医疗队将接管上海世博方舱医院#,14,29,86,2022-04-09
每日经济新闻,8分钟前,搜狗高速浏览器,#江苏首个服务上海的方舱医院正式开舱#,转发,评论,2,2022-04-09
地产大婶,8分钟前,华为Mate30E Pro 5G,#上海疫情#,转发,2,2,2022-04-09
陆建华摄影,8分钟前,华为P50 Pocket,无锡疫情防控措施有所调整，据最新消息，商业综合体、超市、医疗卫生机构、公共交通、药店、建筑工地等暂不执行48小时核酸检测报告准入措施，凭门铃码绿码可进入。,转发,3,赞,2022-04-09
我去个嘞个嘞,8分钟前,iPhone客户端,#上海新增本土确诊1015例无症状22609例#,转发,2,5,2022-04-09
昆明轨道交通集团有限公司,8分钟前,三星A70绚丽U视屏,#注意啦！你的这些行为可能涉嫌违法！昆明地铁发布最新提示#,转发,评论,赞,2022-04-09
扬州交通广播,8分钟前,HUAWEI Mate30 Pro 5G,【清美公司回应将礼包中冷鲜肉替换为午餐肉：因小区内配送时间过长，冷鲜肉不允许断冷链配送】上海市消保委4月9日消息，昨日有多名消费者向上海市消保委反映清美公司团购套餐存在问题。清美公司4月9日回应称，关于部分消费者反映清美生鲜大礼包出现冷鲜肉被午餐肉替换的问题，因近期疫情原因，小区内配 ​,转发,评论,赞,2022-04-09
邊邊staylo,8分钟前,微博国际版,将逃避扰乱疫情防控的疫情防控的称之为英雄？,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
1034生活广播,8分钟前,新版微博 weibo.com,【保护自己 保卫城市--疫情防控 法库在行动：吉祥街道边门社区贴心服务送上门 居家隔离也温暖 】,转发,评论,赞,2022-04-09
江南刘捕头,9分钟前,微博 weibo.com,【上海：已建成方舱医院100多个 床位数达16万多】据上海4月9日疫情防控工作新闻发布会介绍，目前，全市已有8个定点医院，床位数8000余张，今明两天还有一批定点医院可以投入使用。已建成方舱医院100多个，床位数16万多。后续将根据疫情形势，进一步做好定点医院和方舱医院的资源储备。——啧啧，需要多 ​,1,评论,赞,2022-04-09
怡然自得_andy,9分钟前 转赞人数超过10,HUAWEI P40 Pro+ 5G,刚刚看完了,3,17,17,2022-04-09
达尔文的猫和狗,9分钟前 转赞人数超过60,微博视频号,上海封城一周，看看疫情之下，我和宠物的物资分别还剩多少,2,21,71,2022-04-09
布吉岛优秀代表,10分钟前 转赞人数超过10,荣耀V10 我AI的快,#上海新增本土确诊1015例无症状22609例#,转发,评论,15,2022-04-09
建德发布,9分钟前,微博 weibo.com,#17抗疫#,转发,评论,赞,2022-04-09
一只特立独行的狗___,9分钟前,荣耀30 5G,已经快一年没回家看外婆了,转发,评论,赞,2022-04-09
张晓楠,9分钟前,iPhone,知止而后有定 定而后能静 静而后能安 安而后能虑 虑而后能得——《大学》,转发,1,1,2022-04-09
健康广州,10分钟前 转赞人数超过30,360安全浏览器,#周知#,8,14,37,2022-04-09
王俊凯的strawberry,9分钟前,王俊凯恭喜发财,@hyq,转发,24,15,2022-04-09
敲敲敲敲吖,9分钟前,iPhone客户端,居家隔离第七天啦,转发,评论,赞,2022-04-09
扎哈克,9分钟前,iPhone客户端,#上海疫情#,1,1,2,2022-04-09
法职_庞九林律师,9分钟前,微博搜索,#这波新冠疫情还要持续多久#,转发,1,2,2022-04-09
三亚日报,9分钟前,微博 weibo.com,#三亚头条新闻#,转发,评论,赞,2022-04-09
肉包里面全是菜,9分钟前,vivo S9 极夜柔光自拍,#广州 疫情#,转发,评论,1,2022-04-09
香港沉默之聲,10分钟前 转赞人数超过10,,我们观察到白云区广园新村一带市况井然，请大家不信谣、不传谣，严格按照政府防控要求，不为国家添乱，广州加油！💪🏻,1,评论,15,2022-04-09
观察者网,10分钟前 转赞人数超过20,微博 weibo.com,【上海累计新冠感染人数前五位：浦东、闵行、徐汇、黄浦和嘉定】4月9日上午10:00，上海举行新冠肺炎疫情防控工作新闻发布会。上海市副市长、市疫情防控工作领导小组副组长宗明介绍，3月1日以来，我市已持续开展了多轮次核酸筛查或抗原检测。自4月4日以来，截至4月8日24时，累计筛查约9527万人次，已完 ​,6,16,23,2022-04-09
沈丘县融媒体中心,9分钟前,微博 weibo.com,#周口好网民#,转发,评论,赞,2022-04-09
海口直播12345,9分钟前,微博 weibo.com,#关注海口疫情防控#,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
水泊武松,9分钟前,vivo Y31s 千元5G,【最新吉林省疫情】截止到4月8日24时，全省新增治愈出院确诊病例1563例，其中长春市1212例、吉林市343例、四平市5例、延边州2例、白城市1例；新增解除隔离医学观察无症状感染者860例，其中长春市569例、吉林市289例、延边州1例、辽源市1例。长春市疫情是吉林省的重中之中！ ​,转发,评论,赞,2022-04-09
果然视频,9分钟前,微博 weibo.com,#4月8日济南新增本土病例情况#,转发,1,赞,2022-04-09
河北新闻广播,10分钟前,OPPO Reno6 Pro+ 5G,#关注河北疫情#,转发,评论,1,2022-04-09
信息时报,10分钟前,微博 weibo.com,【即日起，广园客运站、三元里客运招呼站暂停营运】9日上午，记者从广州市交通运输部门获悉，根据《广州市新型冠状病毒肺炎疫情防控指挥部通告》（第32号）文件要求，为配合做好疫情防控工作，自4月9日起，广园客运站、三元里客运招呼站暂时停运，具体恢复营运时间请留意客运站公众号信息。,转发,评论,赞,2022-04-09
深圳小天,11分钟前 转赞人数超过90,深圳小天超话,广州市民连夜排队有序做核酸,3,22,116,2022-04-09
China_達西先生,10分钟前,Redmi 9A,#上海新增本土确诊1015例无症状22609例#,转发,3,2,2022-04-09
山西城市频道,10分钟前,HUAWEI Mate 20 Pro,#直击山西疫情第一线#,转发,1,2,2022-04-09
每日数码科技杂谈,10分钟前,,现在疫情真的是太狡猾了，杭州、深圳、上海……广州，似乎将各大城市都搞了一个轮回，而且是一个又一个的轮回，这一点让人属实有点疑惑！,转发,1,赞,2022-04-09
泥滴岁王,11分钟前 转赞人数超过10,,你mua的～疫情再不结束，我朋友要把月老办事所做大做强发家致富了,转发,1,18,2022-04-09
大众日报,10分钟前,,【济南市卫生健康委信息发布（2022年4月8日0—24时）】,转发,评论,赞,2022-04-09
钱江晚报,10分钟前,微博 weibo.com,【,1,评论,赞,2022-04-09
lijia2021heng,10分钟前,HUAWEI P30 Pro,友人说：关注其他同类的命运并为之呐喊、伸出援手，这是人和动物的区别；公民自治、自觉、自发形成互助组织，这是现代文明社会的样子。面对无差别攻击的疫情，你可以质疑上海探索“躺平”，而我认为它是第一个站着迎敌的。 ​,转发,评论,1,2022-04-09
广州交通电台,10分钟前,微博 weibo.com,【目前，广州地铁二号线/八号线部分车站停止对外服务】4月9日运营时间起，,转发,评论,4,2022-04-09
爱喝奶茶的桃小妖,10分钟前,iPhone客户端,#上海新增本土确诊1015例无症状22609例#,转发,评论,10,2022-04-09
新浪广东,10分钟前,微博直播平台,#广州疫情#,1,10,5,2022-04-09
广州白云发布,10分钟前,新版微博 weibo.com,【致全区广大共产党员的动员令】,转发,评论,赞,2022-04-09
是u洗不是哟西,10分钟前,iPhone客户端,#广州疫情#,转发,2,10,2022-04-09
水京田心,10分钟前,iPhone客户端,这疫情真的好严重，就不出门添乱啦，等🐼买菜回家做饭。 ​,转发,3,1,2022-04-09
沈翰之,10分钟前,沈翰之超话,#等疫情结束后去吃顿火锅吧#,30,30,29,2022-04-09
中国大学生在线,10分钟前,周六小中哥HarmonyOS设备,#共抗疫情爱国力行#,转发,评论,1,2022-04-09
,,,,,,,2022-04-09
习五一,12分钟前 转赞人数超过20,,#上海疫情#,5,15,65,2022-04-09
龙卟叕,11分钟前,iPhone客户端,哈哈，现在的生活状态就是纯纯搞笑：出门折返的最大原因就是忘拿口罩，和人接触最担心的是成为密接，约好去哪里玩第一个问题是两码信息是否会变，抖音里面收藏了无数个旅游胜地命名都是疫情结束了再去，想留点纪念拍合照回头翻相册都戴着口罩😷。这么好的天气休息四天，两天市内游，两天室内游,转发,评论,赞,2022-04-09
八字比你多,12分钟前 转赞人数超过10,吃了吗HarmonyOS设备,#上海新增本土确诊1015例无症状22609例#,转发,评论,19,2022-04-09
鲁网潍坊,11分钟前,新版微博 weibo.com,#潍坊疫情#,转发,评论,赞,2022-04-09
湛泸剑,11分钟前,,#丽水疫情#,转发,评论,赞,2022-04-09
青季_长醉不愿醒,11分钟前,微博国际版,突然想起了疫情刚开始的时候去超市一篮一篮买口罩再寄给国内朋友的事儿。当时挺怕被超市和邮局的人说什么，但也什么都没被说。两三次后觉得不能再薅人家库存了就没再买了，我自己也没提前囤。后来有段时间这边口罩跟不上，大家好几个月里都小心翼翼搞库存等补货。,转发,评论,赞,2022-04-09
海口直播12345,11分钟前,微博视频号,#关注海口疫情防控#,转发,评论,赞,2022-04-09
不知道叫啥Z,11分钟前,HUAWEI Mate 40 Pro,#上海新增本土确诊1015例无症状22609例#,转发,2,3,2022-04-09
大孫旭,11分钟前,iPhone客户端,#上海新增本土确诊1015例无症状22609例#,转发,评论,2,2022-04-09
JK日常,11分钟前,,【无关jk】请问大家起初是怎么接受和父母分别的呢？  由于疫情影响妈妈换了一份工作，虽然在本地可是需要住宿，一次可能要一个半月都不能回家，回来了也只能待一个星期左右。我真的非常非常舍不得妈妈，这两天她还没有去我就已经在偷偷哭了。妈妈在决定之前其实也有问过我，但我们家是那种很含蓄的氛围 ​,转发,6,2,2022-04-09
洋浦政务,11分钟前,微博 weibo.com,三亚新增确诊病例2例、无症状感染者1例，无症状感染者转归确诊病例1例,转发,评论,赞,2022-04-09
兔叽的奥利奥扭不开,11分钟前,iPhone客户端,还是我大成都厉害,转发,1,3,2022-04-09
广州交通,12分钟前 转赞人数超过50,荣耀10 AI变色更潮美,#广州交通快讯#,47,3,14,2022-04-09
山西城市频道,11分钟前,HUAWEI Mate 20 Pro,#山西新增本土6例无症状5例#,转发,1,5,2022-04-09
植先生,12分钟前 转赞人数超过50,iPhone 12 Pro Max,#上海新增本土确诊1015例无症状22609例#,7,7,50,2022-04-09
rickyaoyao,11分钟前,,#上海健康码崩了#,转发,评论,3,2022-04-09
上海锵锵和鸣Phoenix,11分钟前,微博 HTML5 版,#上海消息#,转发,评论,赞,2022-04-09
4A广告网,13分钟前 转赞人数超过20,微博 weibo.com,【联名狂魔五菱，又又又对迪士尼下手了】说起跨界营销最最最出圈的汽车品牌，绝对绕不开｢五菱｣。疫情初期口罩短缺，五菱马上改造生产线生产口罩、捐赠物资，获得大众拍手称赞。地摊经济蔚然成风，五菱迅速推出豪华地摊车，成为诸多年轻人追捧的摆摊神器。螺蛳粉火遍全国，五菱跨界上线螺蛳粉界，在端 ​,29,10,30,2022-04-09
元气少女平儿,12分钟前,iPhone客户端,#人不傻X枉少年#,转发,1,赞,2022-04-09
ba哥专用,13分钟前 转赞人数超过1400,微博视频号,疫情期间，上海人都在居家隔离，彭于晏所在的小区夜间开演唱会，大家都在窗前呼喊解闷。有业主大喊彭于晏，结果彭于晏还回应道：准备好了吗！,246,191,2231,2022-04-09
,,,,,,,2022-04-09
KomorebiLam,13分钟前 转赞人数超过10,,这个在玲姐腾哥背后的小花一闪而过的小花 都能想象到现场这一期大圣放空有多可爱了,1,评论,20,2022-04-09
上海消防,12分钟前,微博 weibo.com,【疫情防控期间公共场所消毒要点】公共场所人流量大，是传染病传播和交叉感染的最佳场所，因此在疫情期间，一定要注意防疫消毒工作。关于公共场所的消毒要点，戳图学习~,1,评论,赞,2022-04-09
三湘都市报,13分钟前 转赞人数超过500,微博视频号,#湖南大学即将解封#,59,137,629,2022-04-09
珍珠奶绿去冰全糖,12分钟前,说废话专用机,#广州 疫情#,转发,评论,1,2022-04-09
晨光粉丝团,12分钟前,微博 weibo.com,爆笑宅家行为图鉴，晨妹为你在线揭秘！,转发,1,1,2022-04-09
红网,12分钟前,iPhone客户端,【长沙岳麓山风景名胜区麓山景区管理处发布麓山景区开放东门通告】广大市民朋友们、各位游客：为进一步做好新冠肺炎疫情防控工作，切实保障人民群众生命健康，根据上级疫情防控指挥部统一部署，麓山景区有序开放，实行网上预约、柔性管理，现将有关情况通告如下：,1,评论,赞,2022-04-09
河南新闻广播,12分钟前,微博视频号,【,转发,评论,2,2022-04-09
齐鲁晚报,12分钟前,微博 weibo.com,#4月8日济南新增本土病例情况#,3,6,4,2022-04-09
正宗啥都没了,12分钟前,微博国际版,#广州白云区开展全员核酸检测#,转发,5,赞,2022-04-09
蒙大拿自在哥,12分钟前,华为畅享10 Plus,武汉疫情之后，不断变异的新冠病毒似乎非常聪明，与既往的流行性呼吸类病毒不同，定期变异升版，越来越难以发现且感染力极强，延时加重病症诱发基础性病症转危，诡异的是老年人易中招。而多年前一些以合作科研名义的医卫组织提取过大国老年人的基因类医学样本（局座张召忠当年曾发出警告）。,转发,评论,赞,2022-04-09
想到你就满腔蜜意哈哈哈,12分钟前,HUAWEI Mate 20,#上海疫情#,1,评论,3,2022-04-09
雷希颖,12分钟前,HUAWEI Mate X2,求求有一些“高贵”的上海人，你们就配合一下吧,转发,8,11,2022-04-09
赵鹏飞,12分钟前,,#广州 疫情#,转发,2,7,2022-04-09
花开自在花开,12分钟前,iPhone客户端,听说魔都隔离人员被拉进本市核心区某酒店隔离，周边居民极度恐慌，连门窗都不敢开。,转发,评论,赞,2022-04-09
万花谷里的子衿花,12分钟前,iPhone客户端,我真的会恨上海疫情外溢和不作为,转发,评论,2,2022-04-09
沐月沁光,12分钟前,小米11 Pro,#长春新增本土确诊150例#,转发,评论,5,2022-04-09
狼狼狼狼狼狼狼七匹狼,12分钟前,360安全浏览器,国有五大行回应因疫情不能按时还房贷问题,转发,评论,赞,2022-04-09
卧佛东庄,13分钟前,HUAWEI Mate 40,上海防疫艰难时期，教师自发组织留学生生日派对似乎学校就没有责任啦？留学生办公室道歉一下教师就没有事儿啦？,转发,评论,1,2022-04-09
第一帮帮团,13分钟前,第一帮帮团超话,#逾期交房后承诺一再落空#,转发,评论,赞,2022-04-09
老抛,13分钟前,新版微博 weibo.com,吉林市本轮疫情的数据统计：每日新增阳性（当日确诊+当日无症状-当日无症状转确诊），累计阳性病例。 2022.03.02-2022.04.08（病例统计日期， 比公布日期晚一天）吉林市的社区传播从开始就很猛，野生病例统计意义不大。吉林市昨天宣布社会面清零，见到曙光了。,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
石玥十,13分钟前,华为手机,上海这次疫情丑态百出，是网络发达消息传播更加快速的原因其实每个城市这样的情况都大同小异？还是就是这座城市做的尤其的不好呢？柯基因为主人被拉去隔离了就被乱棒打死，只有本地人可以收到发放的菜，还有市民饿晕在路上，物价奇高外卖几个小时都没人接单，整个城市乱套好像末世大逃杀一样。,转发,评论,1,2022-04-09
盐盐是个小帅锅,13分钟前,Android,#上海新增本土确诊1015例无症状22609例#,转发,评论,2,2022-04-09
克总评车,13分钟前,iPhone 13 Pro Max(金色),据了解：隔壁小区昨天晚上有阳性出来遛狗，结果群情激愤，警察过来装摄像头门禁。,转发,评论,赞,2022-04-09
戟囂,13分钟前,Android,有时候深入骨髓的观念外化到行为语言习惯挺下头的,转发,评论,1,2022-04-09
三亚日报,13分钟前,微博 weibo.com,#三亚头条新闻#,转发,评论,赞,2022-04-09
六安发布,13分钟前,,【叶露中主持召开全市疫情应急处置调度会】4月8日晚，市委书记叶露中主持召开全市疫情应急处置调度会，就当前疫情防控各项重点工作进行部署。省政府副秘书长李必方出席会议。市领导王忠、李敏、刘洪洁等参加会议。会议以电视电话会议形式召开，金安区、裕安区在分会场收听收看会议。,转发,1,1,2022-04-09
旅行者喵号,13分钟前,iPhone 12 mini,#广州疫情#,转发,评论,11,2022-04-09
颍州晚报,13分钟前,新版微博 weibo.com,#安徽抗疫#,转发,评论,赞,2022-04-09
每日数码科技杂谈,13分钟前,,上海疫情通报出来了。,转发,评论,赞,2022-04-09
ffffflyice_,13分钟前,OPPO超视野全面屏R15,#上海疫情#,转发,评论,3,2022-04-09
一个芝士分子子,13分钟前,荣耀20 PRO,#广州疫情#,转发,评论,6,2022-04-09
庄志明律师,15分钟前 转赞人数超过20,360安全浏览器,先人后己，舍己为人，公而忘私……这些字眼，很长时间以来被一些网民嘲笑，诟病，他们认为人性就是应该首先为自己考虑，先人后己是不人性的。,16,12,39,2022-04-09
奔向乌托邦的小傻妞,14分钟前,iPhone客户端,我们天天抗原或核酸，阳性却不转走中。。,2,评论,赞,2022-04-09
偷日落孩儿,14分钟前,iPhone客户端,我真的会谢 本来有解封的苗头了 今天广州又严重起来了,转发,1,2,2022-04-09
半岛都市报,14分钟前,iPhone 13 Pro,【上海将再开展一次全员核酸检测，按风险程度分区阶梯式管理】4月9日上午10:00，上海举行疫情防控工作新闻发布会。上海市副市长、市疫情防控工作领导小组副组长宗明就新冠疫情区域防控和核酸筛查情况向大家作通报。,转发,评论,赞,2022-04-09
答案回眸,14分钟前,vivo AI智慧拍照X21,#上海新增本土确诊1015例无症状22609例#,转发,5,6,2022-04-09
lin_zhazhazhazha,14分钟前,林墨妈咪的iPhone XS,#广州 疫情#,转发,2,9,2022-04-09
凤梨日记本,14分钟前,iPhone客户端,如果上海被隔离在家的孕妈妈刚出月子呢？吃米汤？喝稀饭？如果没有收到zf发放的物资、没有团购就这样干饿着 2022真实版在这个已经基本实现全面小康时代荒野求生搞饥荒？是又回到老底子要吃树皮煮皮鞋的时代了吧,转发,评论,1,2022-04-09
Sleepbefore11,14分钟前,iPhone客户端,小区组织的各种团购我一直没有参加除了前些日子团了一次麦当劳！主要也是担心团来团去其一太麻烦志愿者其二增加风险！非到最后一刻还是不要行动比较稳妥！我就在群里看着其他居民把团购搞的如火如荼！我觉得大家为了解决民生问题也正常！可是看到有些小区居然团购可乐什么巴黎水之类的我tmd就无语了！ ​,转发,评论,赞,2022-04-09
轻舞红袖,14分钟前,微博 weibo.com,4月8日0—24时，吉林新增本土病例248例，其中长春市150例、吉林市87例，昨天官方宣布吉林市实现了社会面清零的目标，好消息，令人振奋，谁都想不到这波疫情会持续这么长时间，太煎熬了，就盼望着彻底解封的那一天了。 ​,转发,评论,赞,2022-04-09
,,,,,,,2022-04-09
平凡人生的2013,14分钟前,iPhone客户端,阳光明媚，春光无限，日子却不是常态。有种温水煮青蛙的感觉…无奈、纠结、焦虑、恐慌…希望由大变小…疫情何处是尽头？盼望着正常的生活,转发,1,赞,2022-04-09
京报网_北京日报官方网站,14分钟前,360安全浏览器,【,1,2,赞,2022-04-09
59yangLl嗯,14分钟前,iPhone客户端,陪了我十几年的人,转发,评论,1,2022-04-09
蓝色玩纸,14分钟前,Redmi 10X 全芯超越,#2022年4月9日广东省新冠肺炎疫情情况#,转发,评论,1,2022-04-09
mmmmengyun,14分钟前,OPPO R9s,#疫情防控#,7,19,56,2022-04-09
只可强求自己,14分钟前,微博国际版,#南通疫情#,转发,评论,赞,2022-04-09
Anonymus_,14分钟前,iPad Pro,#上海疫情#,2,1,5,2022-04-09
大房东V,15分钟前,iPhone 13,上海疫情，单日依旧两万多,转发,评论,3,2022-04-09
叫我28小哥哥呐,15分钟前,HUAWEI Mate 30,个别上海人是真的娇贵,转发,4,5,2022-04-09
上海消防,15分钟前,微博 weibo.com,#上海拟再开展一次全员核酸#,1,评论,赞,2022-04-09
Yhthql,15分钟前,iPhone,#广州 疫情#,转发,评论,3,2022-04-09
咸鱼茄子金属喵,15分钟前,,老家疫情刚冒头我就给家里买了一箱防疫物资寄回去，现在疫情都快结束了东西还没送到家人手上……,转发,3,赞,2022-04-09
福州校园,15分钟前,小粥捡的iPhone 11,#福建学子加入广场舞群聊#,转发,评论,1,2022-04-09
九七式中战车,15分钟前,OPPO随光而变R17,#广州 疫情#,转发,评论,2,2022-04-09
网信天津,15分钟前,搜狗高速浏览器,#你好天津#,转发,评论,赞,2022-04-09
