数据分析师,鄂尔多斯市巴音孟克纳源煤炭有限责任公司,采掘/冶炼/矿产,5-6k,66000.0,鄂尔多斯,大专及以上,经验不限
数据分析,某知名寿险股份有限公司,保险,25-35k,360000.0,北京,统招本科,3-5年
数据分析主管,浦发信用卡中心,银行,面议,-1,上海,统招本科,5-10年
数据分析专员（客服部）,同程数科,其他,6-10k·14薪,112000.0,苏州-工业园区,大专及以上,1-3年
数据分析经理,供应链电商平台,电商供应链,20-35k·14薪,385000.0,广州-荔湾区,大专及以上,3-5年
数据分析工程师,知名合资汽车公司,整车制造,16-20k,216000.0,北京,统招本科,5-10年
数据分析经理,广州未来一手网络科技有限公司,互联网/电商,20-35k·14薪,385000.0,广州,本科及以上,5-10年
数据分析,东方财富,沪深A股上市,15-30k·16薪,360000.0,上海-徐汇区,统招本科,3-5年
数据分析主管,漯河猛马商业连锁管理有限公司,酒水,6-8k,84000.0,漯河,大专及以上,3-5年
属地支持（数据分析岗）,广发信用卡中心,银行,8-15k,138000.0,佛山,统招本科,经验不限
图数据算法专家（数据分析及治理方向）,交通银行信用卡中心,银行,40-70k,660000.0,上海-浦东新区,统招本科,10年以上
供应链数据分析 (MJ000055),森马电商,互联网/电商,7-12k,114000.0,嘉兴-平湖,大专及以上,1-3年
数据分析岗（属地支持）,广发信用卡中心,银行,8-15k,138000.0,佛山-珠江新城,统招本科,经验不限
大数据分析师,国内一级整车厂,汽车研发,20-30k·16薪,400000.0,上海-嘉定区,统招本科,经验不限
数据分析负责人,梦饷集团,C轮,40-60k·14薪,700000.0,上海,统招本科,5-10年
数据分析总监,某知名特卖电商平台,电子商务,50-75k·16薪,1000000.0,广州,统招本科,5-10年
AI数据分析科学家-机器学习,西门子,仪器/电气/自动化,面议,-1,北京,本科及以上,经验不限
商业数据分析师（北京）,新浪微博,美股上市,10-16k·14薪,182000.0,北京-燕莎,本科及以上,1-3年
催收数据分析-高级专员,宝马汽车金融(中国)有限公司,汽车/摩托车,面议,-1,北京-燕莎,统招本科,1-3年
数据分析副总监,某知名互联网金融企业,互联网金融,35-45k·16薪,640000.0,上海-徐汇区,统招本科,经验不限
数据分析,上海某游戏公司,游戏产业,20-40k·14薪,420000.0,上海,统招本科,3-5年
数据分析,上海某游戏公司,游戏产业,20-40k·14薪,420000.0,上海,统招本科,3-5年
数据分析工程师,厦门厦顺铝箔有限公司,融资未公开,8-10k·13薪,117000.0,厦门-海沧区,统招本科,3-5年
数据分析,中诚信国际,基金/证券/投资,8-15k,138000.0,武汉-武昌区,本科及以上,1-3年
资深数据分析专家,日本快消品牌,服装纺织,60-80k·15薪,1050000.0,上海-徐汇区,统招本科,10年以上
数据分析专员,爱普生,电子/芯片/半导体,10-15k,150000.0,北京-红庙,本科及以上,1-3年
数据分析技术员,惠州光弘科技股份有限公司,沪深A股上市,6-8k,84000.0,惠州,学历不限,1-3年
数据分析,广发信用卡中心,银行,15-35k,300000.0,广州,统招本科,3-5年
数据分析经理,盛业资本,其他,20-30k·14薪,350000.0,深圳-福田区,本科及以上,5-10年
数据专员（数据分析方向）,迈瑞医疗,已上市,10-30k·15薪,300000.0,深圳-科技园,统招本科,经验不限
数据分析专员,上海锦马企业发展有限公司,融资未公开,6-10k,96000.0,上海,本科及以上,5-10年
销售运营中台（数据分析）,易买工品,B轮,25-35k,360000.0,上海-七宝,大专及以上,5-10年
数据分析专家,易买工品,B轮,20-30k,300000.0,上海-闵行区,本科及以上,3-5年
数据分析与挖掘,全球化加密金融智能服务独角兽,基金/证券/投资,40-70k·18薪,990000.0,深圳-南山区,统招本科,5-10年
销售数据分析,拟合未来,B轮,10-16k·14薪,182000.0,上海-徐泾,大专及以上,3-5年
高级数据分析经理（HR领域）,高途,美股上市,面议,-1,北京-西北旺,统招本科,5-10年
数据分析岗,某银行,银行,11-16k·13薪,175500.0,深圳,本科及以上,1-3年
2631YN-数据分析岗,平安国际融资租赁有限公司,基金/证券/投资,面议,-1,上海,学历不限,3-5年
数据分析副总监,某支付行业知名公司,支付,35-50k,510000.0,上海-徐汇区,本科及以上,5-10年
数据分析总监,迅雷,互联网/电商,50-80k·15薪,975000.0,深圳-南山区,统招本科,5-10年
数据分析岗,国内知名金融企业,保险,15-25k·15薪,300000.0,上海,统招本科,1-3年
数据分析,东方财富,沪深A股上市,15-30k·16薪,360000.0,上海-徐汇区,统招本科,3-5年
数据分析专员（跨境电商）,东方丝路(深圳)科技有限公司,融资未公开,10-15k,150000.0,深圳,统招本科,1-3年
数据挖掘/数据分析,某银行,银行,25-40k·13薪,422500.0,深圳,统招本科,1-3年
数据分析岗,世界五百强,银行,12-16k·16薪,224000.0,上海-浦东新区,统招本科,3-5年
数据分析岗,深圳某互联网金融科技公司,互联网+,25-35k·14薪,420000.0,深圳,本科及以上,3-5年
数据分析总监,某知名一线互联网公司,互联网/电商,50-80k·16薪,1040000.0,北京,统招本科,5-10年
数据分析经理,东呈集团,餐饮/酒旅/服务,10-15k·15薪,187500.0,广州,统招本科,1-3年
数据分析工程师,合资公司,汽车/摩托车,15-20k,210000.0,北京,本科及以上,5-10年
数据分析,某大型互联网平台,互联网招聘,30-60k·15薪,675000.0,杭州,统招本科,3-5年
人力数据分析专家,轩天,房地产服务,15-20k,210000.0,上海-长征,统招本科,1-3年
数字化解决方案&数据分析高级专员,博西家电,家具/家电,8-15k,138000.0,南京-建邺区,本科及以上,3-5年
数据分析总监 (MJ000048),中信百信银行股份有限公司,银行,40-70k·14薪,770000.0,北京,本科及以上,经验不限
数据分析专员,GPX,专业服务,7-8k,90000.0,上海,大专及以上,一年以下
数据分析工程师,武汉敏声新技术有限公司,B轮,15-30k,270000.0,苏州-工业园区,本科及以上,1-3年
数据分析工程师,武汉敏声新技术有限公司,B轮,15-30k,270000.0,武汉-洪山区,本科及以上,1-3年
人事行政专员（偏数据分析）,中原地产代理(深圳)有限公司,房地产服务,6-9k,90000.0,深圳-福田区,本科及以上,经验不限
数据分析专员,周生生,珠宝/玩具/工艺品,面议,-1,西安,大专及以上,经验不限
数据分析主管,河北天创管业有限公司,原材料加工,6-8k,84000.0,邯郸,大专及以上,5-10年
算法与数据分析专家,某知名互联网公司,互联网/电商,30-60k·14薪,630000.0,深圳-南山区,硕士及以上,1-3年
数据分析,某互联网保险公司,互联网+,18-35k·14薪,371000.0,深圳-南山区,统招本科,3-5年
数据分析,嘉驰国际,人力资源,7-8k·13薪,97500.0,深圳-福田区,学历不限,1-3年
财务数据分析经理（有四大审计，或酒店航空业背景优先，英语流利）,某跨国酒店管理集团,餐饮/酒旅/服务,23-26k·13薪,318500.0,上海,统招本科,3-5年
数据分析,某世界500强金融科技企业,互联网金融,25-50k·16薪,600000.0,上海,统招本科,经验不限
数据分析岗,某大型科技医疗平台,医疗服务,20-24k·16薪,352000.0,上海,统招本科,经验不限
电商数据分析,知名运动潮牌,服装纺织,15-20k·14薪,245000.0,上海,学历不限,1-3年
运营平台数据分析主管/经理,泉州某品牌电商投资有限公司,服装纺织,10-15k,150000.0,泉州-石狮,大专及以上,3-5年
数据分析助理,陆金申华,基金/证券/投资,6-8k·15薪,105000.0,上海,本科及以上,经验不限
大数据分析师,中国联通广东省分公司,通信业,15-25k·13薪,260000.0,广州,统招本科,1-3年
总行公司业务管理部——数据分析岗,厦门银行股份有限公司,沪深A股上市,12-24k,216000.0,厦门-思明区,统招本科,3-5年
0242UG-高净值客户数据分析岗,中国平安人寿保险股份有限公司,保险,面议,-1,上海,学历不限,1-3年
数据分析主管,广州奶糖派服装有限公司,服装纺织,15-25k,240000.0,广州,本科及以上,3-5年
数据分析,山东信义通铝业科技有限公司,批发零售,6-10k,96000.0,济南-历下区,本科及以上,1-3年
数据分析专家,某知名公司,互联网/电商,20-30k,300000.0,武汉-蔡甸区,统招本科,5-10年
大数据分析师,国内知名上市公司,电力,15-25k·15薪,300000.0,广州-越秀区,学历不限,3-5年
中高级开发人员（数据分析）(J10152),北京三维天地科技股份有限公司,计算机软件,11-20k,186000.0,武汉-关山,统招本科,3-5年
微观数据分析专家,良品铺子,批发零售,30-50k·14薪,560000.0,武汉-东西湖区,统招本科,5-10年
数据分析建模师,华坤道威,融资未公开,18-36k·14薪,378000.0,杭州,本科及以上,3-5年
数据分析建模,泰康在线财产保险股份有限公司,互联网/电商,15-30k·14薪,315000.0,北京-回龙观,统招本科,5-10年
数据分析专家,某大型食品股份有限公司,食品饮料,13-25k·14薪,266000.0,武汉-东西湖区,学历不限,3-5年
数据分析,山东开创云计算有限公司,A轮,6-11k,102000.0,济南,本科及以上,1-3年
财务数据分析助理,PWU朴物大美,A轮,4-6k·13薪,65000.0,广州,大专及以上,1-3年
数据分析主管(J10041),上海百秋,其他,6-8k,84000.0,上海,大专及以上,1-3年
数据分析岗,合众财产保险,保险,面议,-1,北京,统招本科,经验不限
数据分析高级/主任工程师,北京金风科创风电设备有限公司,新能源,15-25k,240000.0,北京,本科及以上,5-10年
临床数据统计,锐得麦医药,天使轮,20-30k,300000.0,上海-张江,本科及以上,3-5年
临床数据统计,锐得麦医药,天使轮,20-30k,300000.0,北京-红庙,本科及以上,3-5年
临床数据统计,锐得麦医药,天使轮,20-30k,300000.0,北京-红庙,硕士及以上,3-5年
临床数据统计,锐得麦医药,天使轮,20-30k,300000.0,上海-张江,硕士及以上,3-5年
药企数据分析（实习生）,海天医药,制药/生物工程,3-4k,42000.0,上海-龙华,学历不限,经验不限
数据分析专员,卡尔美(中国)有限公司,服装纺织,6-7k·13薪,84500.0,泉州-晋江,大专及以上,1-3年
大数据分析师,银行,银行,15-25k·20薪,400000.0,深圳-南山区,统招本科,3-5年
数据分析专员,伺动常客公共关系咨询(上海)有限公司,广告/市场/会展,7-10k,102000.0,上海-静安区,本科及以上,经验不限
数据分析专员（大数据）,欣和,快消品,5-10k,90000.0,烟台,本科及以上,一年以下
商业数据分析,国茂股份,沪深A股上市,6-12k·13薪,117000.0,常州-武进区,统招本科,1-3年
CRM数据分析,汉堡王,餐饮/酒旅/服务,8-13k·13薪,136500.0,上海,本科及以上,1-3年
数据分析专家（周末双休 入职六险一金）,某知名企业,互联网+,20-30k,300000.0,武汉-蔡甸区,统招本科,5-10年
数据分析专家+六险一金,某知名公司,互联网+,20-30k,300000.0,武汉-蔡甸区,统招本科,5-10年
数据分析专家,国内知名公司,互联网+,20-30k,300000.0,武汉,统招本科,5-10年
数据分析工程师,芯视界(北京)科技有限公司,B轮,15-30k·13薪,292500.0,北京-海淀区,硕士及以上,经验不限
数据分析经理,润都股份,沪深A股上市,15-20k,210000.0,广州,本科及以上,5-10年
数据分析工程师,毕马威中国 KPMG China,专业服务,10-25k·13薪,227500.0,上海-静安区,本科及以上,经验不限
商业数据分析专家,轩天,房地产服务,20-30k,300000.0,上海-长宁区,硕士及以上,3-5年
数据分析专员(5VX2),博泰车联网,车联网,6-12k·13薪,117000.0,武汉-汉南区,本科及以上,3-5年
数据分析,伺动常客公共关系咨询(上海)有限公司,广告/市场/会展,10-16k,156000.0,上海-静安区,本科及以上,一年以下
速递-数据分析专员,递四方,D轮,8-13k,126000.0,深圳-福永,本科及以上,1-3年
经营数据分析岗,某养老保险股份有限公司,保险,10-15k·16薪,200000.0,上海-浦东新区,硕士及以上,经验不限
经营数据分析岗,国内知名金融企业,保险,10-15k·16薪,200000.0,上海,统招本科,3-5年
数据分析,上海寿全斋贸易有限公司,电子商务,20-30k,300000.0,上海-漕河泾,大专及以上,3-5年
高级CRM数据分析师/数据分析经理（SQL）,蓝色光标,沪深A股上市,8-15k,138000.0,上海-五里桥,本科及以上,5-10年
数据分析,全国前五券商公司,基金/证券/投资,20-30k·20薪,500000.0,南京,硕士及以上,5-10年
数据分析,某知名证券公司,互联网/电商,20-30k·20薪,500000.0,南京,硕士及以上,3-5年
数据分析专员,中企云链(北京)金融信息服务有限公司,互联网金融,5-7k·13薪,78000.0,天津-滨海新区,统招本科,经验不限
数据分析管理,上海唐豪投资咨询有限公司,互联网/电商,5-10k,90000.0,上海-岳阳,统招本科,经验不限
报表管理（数据分析）,泰康资产,基金/证券/投资,面议,-1,北京-金融街,统招本科,3-5年
数据分析主管,嫚熙控股(广州)有限公司,互联网/电商,8-12k,120000.0,广州-新市,大专及以上,3-5年
CRM数据分析经理(SQL),蓝色光标,沪深A股上市,15-25k·13薪,260000.0,上海-五里桥,本科及以上,3-5年
数据分析开发工程师,腾讯,已上市,面议,-1,深圳-科技园,统招本科,3-5年
员工关系专家（数据分析向） (MJ002093),米哈游,游戏产业,20-30k,300000.0,上海-徐汇区,统招本科,5-10年
数据分析经理,JR,互联网/电商,40-45k·15薪,637500.0,上海,统招本科,3-5年
数据分析岗,平安银行中山分行,银行,10-15k,150000.0,中山,本科及以上,3-5年
数据分析,陶术生物,制药/生物工程,6-8k·13薪,91000.0,上海,统招本科,1-3年
销售数据分析（双休）,佛山市顺德金桢富企业管理咨询有限公司,贸易/进出口,12-15k,162000.0,佛山-顺德区,大专及以上,3-5年
成本分析经理（数据分析）,韵达速递,交通/物流/运输,10-15k·13薪,162500.0,东莞-清溪镇,大专及以上,3-5年
数据分析专员,欣和,快消品,5-8k,78000.0,沈阳,本科及以上,3-5年
数据分析岗 (MJ000404),中信百信银行股份有限公司,银行,15-30k,270000.0,北京-小关,本科及以上,3-5年
数据分析经理（农村金融运营经理）,某银行,银行,26-35k,366000.0,上海,统招本科,5-10年
数据分析,上海龙湖商业地产,房地产/建筑,20-25k·13薪,292500.0,上海,统招本科,1-3年
企业风险管理-大数据分析经理,致同会计师事务所（特殊普通合伙）广州分所,会计/审计,10-20k,180000.0,广州-天河区,统招本科,1-3年
数据分析事业部技术总监,国内某互联网上市公司,计算机软件,65-80k,870000.0,杭州-滨江区,统招本科,5-10年
数据分析,某知名游戏公司,游戏产业,25-50k,450000.0,北京,本科及以上,1-3年
数据分析总监,一手,电子商务,80-100k,1080000.0,广州-荔湾区,统招本科,5-10年
数据分析,上海某科技有限公司,IT服务,25-35k,360000.0,上海-普陀区,统招本科,3-5年
数据分析DBA,某大型新能源上市集团,新能源,16-24k·14薪,280000.0,北京,统招本科,3-5年
数据分析工程师,康希诺生物股份公司,已上市,8-11k·14薪,133000.0,天津-滨海新区,统招本科,5-10年
算法与数据分析专家,奈百勒,A轮,30-60k·14薪,630000.0,深圳-南山区,统招本科,3-5年
运营主管（偏数据分析方向）,易初明通机电设备(四川)有限公司,机械/机电/重工,6-8k,84000.0,成都-龙泉驿区,本科及以上,3-5年
运营经理（偏数据分析方向）,易初明通机电设备(四川)有限公司,机械/机电/重工,6-8k,84000.0,成都-龙泉驿区,本科及以上,3-5年
品类运营/运营数据分析(J10666),林氏木业,B轮,8-12k,120000.0,佛山-南海区,本科及以上,3-5年
电商数据分析专员/经理,上海点正互联网科技有限公司,电子商务,10-20k,180000.0,上海-虹桥,大专及以上,3-5年
大数据统计分析平台业务负责人（Venus）,国内知名汽车企业,汽车/摩托车,80-100k·15薪,1350000.0,北京,本科及以上,5-10年
大数据统计分析平台业务负责人（Venus）,国内知名汽车企业,汽车/摩托车,80-100k·15薪,1350000.0,北京,本科及以上,5-10年
数据分析专家+入职购买六险一金+周末双休,某知名公司,互联网/电商,20-30k,300000.0,武汉-蔡甸区,统招本科,5-10年
0242T1-数据分析岗,平安人寿新渠道事业部,保险,12-18k·16薪,240000.0,上海-曹路,学历不限,1-3年
数据分析经理,上海长为数据技术有限公司,IT服务,20-40k,360000.0,上海-浦东新区,硕士及以上,10年以上
数据分析工程师,国内知名互联网公司,互联网+,30-60k·16薪,720000.0,深圳,本科及以上,3-5年
数据分析事业部技术副总/技术总监,税务行业已上市公司,计算机软件,50-80k·15薪,975000.0,杭州-滨江区,本科及以上,10年以上
数据分析,某知名电商公司,互联网/电商,20-40k·14薪,420000.0,上海-普陀区,统招本科,3-5年
数据分析与建模,某大型上市公司控股的工业互联网公司,冶金工业,15-25k,240000.0,南京-浦口区,本科及以上,3-5年
数据风控团队-数据分析经理,无锡某民营银行,银行,15-25k·14薪,280000.0,无锡-锡山区,统招本科,3-5年
数据分析专家,中国知名的互联网公司,互联网/电商,40-50k·14薪,630000.0,深圳,统招本科,3-5年
数据分析专家,AL,互联网/电商,40-50k·19薪,855000.0,北京,大专及以上,经验不限
数据分析负责人,晶赞科技,C轮,25-35k,360000.0,上海,本科及以上,5-10年
数据分析工程师,中国电研,已上市,10-15k,150000.0,广州,硕士及以上,1-3年
HR数据分析/人力资源数据分析,高途,美股上市,12-20k·14薪,224000.0,北京-海淀区,统招本科,1-3年
