智慧物联网安全开发工程师,7-10k,南京-浦口区,1-3年,统招本科,工作职责:1、负责安全平台、安全产品、安全工具的研发与代码维护，参与安全架构设计和解决方案2、参与企业内部自动化安全能力构建3、开源安全软件和工具研究4、嵌入式主控板的硬件升级改进5、根据业务需要，制定项目计划，开发或组织开发资源推动项目实施任职资格:1、开发语言不限，至少熟悉一门开发语言2、深刻理解计算机原理，有良好的数据结构以及算法基础3、热爱编程，有较强的学习能力，强烈的求知欲，进取心，及时关注和学习业界最新的技术4、了解硬件PCB设计软件，了解嵌入式系统元器件选型5、具备良好的沟通能力和团队协作能力，能适应较高强度工作
物联网行业专家,30-60k,苏州,经验不限,硕士及以上,1、 负责组织制定项目的技术方案编写；2、 配合客户经理完成与用户的技术交流、技术方案宣讲、应用系统演示等工作；3、 配合部门领导完成物联网、人工智能、新能源、储能等领域的方案编写，项目进度管理；4、 负责软件/硬件设计、架构设计、需求分析及产品的持续创新。1、 全日制硕士及以上学历，理工科背景，有多年方案、项目、产品落地经验；2、 有对需求、市场进行分析洞察的能力；3、 有云计算、大数据、人工智能、物联网、新能源、储能等相关领域经验；4、 熟悉与物联网相关的传感器、通讯技术。
物联网开发工程师_RBAC/ATMO,薪资面议,苏州,5-10年,硕士及以上,"Company Description：1、 深入博世全自动生产线，了解精益生产过程，使用数字化技术，提升产品工艺和设备性能，。Go deep into Bosch automatic production line, understand the production process, using advanced digital technology to improve product process and machine performance.2、 设计和开发工业物联和数据采集的解决方案，提升设备的智能化程度；Responsible for designing and developing industrial IoT and data collection solutions, to improve the level of intelligence for device;3、 负责工业物联网平台软件的核心组件的设计和开发（B/S架构，Web应用开发）；Responsible for the design and development of the core components of the IIoT platform software (B/S architecture, Web application development);4、 设计和开发IIOT通讯层，实现工业设备的互联，挖掘数据的潜在价值；Design and develop the IIoT communication modules, for realizing the interconnection of industrial devices , and explore the potential value of equipment data.5、 基于Saas平台和Scada平台，实现设备数据的边缘处理和数据驱动的生产维护；Based on the Saas platform and Scada platform, responsible for the tasks like edge processing of equipment data, and realizing data-driven production and maintenance.Job Description：1、硕士及以上学历，计算机科学与技术、软件工程、信息管理、工业自动化、机械自动化类相关专业;Master's degree or above, major in computer science and technology, software engineering, information management, industrial automation, mechanical automation2、三年及以上IOT相关软件开发经验，精通Node.js，JavaScript，C/C# 等技术中至少一种；Three years or more of IOT related software development experience, proficient in at least one of Node.js, JavaScript, C/C#.3、熟悉OPC，MQTT，TCP/UDP，Modbus等各种网络协议，熟悉和了解各种工业总线协议；Familiar with various network protocols such as OPC, MQTT, TCP/UDP, Modbus, etc., familiar with industrial bus protocols4、有使用IOT硬件（例如树莓派，Arduino，STM32等）开发经验者优先；Having development experience on using IOT hardware is preferred (such as Raspberry Pi, Arduino, STM32, etc.)5、深刻理解物联网平台架构设计，熟悉物联网平台生态。Deeply understand the architecture design of the Internet of Things platform, be familiar with the ecosystem of the Internet of Things platform.6、良好的英文书面表达和口语沟通能力Good written and oral communication skills in English"
物联网（IoT）软件开发工程师,20-33k·15薪,南京-秦淮区,5-10年,统招本科,岗位职责：1.	负责IoT边缘端和IoT云端的研发工作，包括设备接入、设备管理，协议解析、协议转换，规则引擎等；2.	参与IoT系统及相关设备的后端设计，为相关解决方案中的技术支撑；3.	3、熟悉物联网领域中智能制造等专业的数据采集，了解相关数据的采集方式或通信协议以及主要应用方向。任职要求： 1.	全日制统招211/985大学本科及以上学历，5年以上工作经验，计算机及相关专业教育背景； 2.	Java基础扎实，熟悉JVM调优，熟悉Spring Cloud、Dubbo等服务架构，拥有Golang语言开发经验者优先；3.	有分布式系统设计开发经验 ，熟悉常见的协议、架构、存储、缓存、消息中间件等分布式技术；4.	熟悉Linux操作系统，掌握开发调试工具和软件性能调优方法者优先；5.	熟悉常见的物联网通信协议以及工业通信协议，如MQTT、COAP、MODBUS、PRIFINET、NB-IOT、HTTP、TCP、UDP协议等；6.	对物联网、工业互联网、智能制造等领域的设备接入、数据采集、协议转换、设备管理等方面有实际开发经验者优先；7.	具有高度的责任心，具有较强的适应能力和良好的沟通协作能力，能够独立分析和解决问题；
工业物联网(IIOT)工程师,15-20k·15薪,常州-金坛区,3-5年,本科及以上,"职责描述：• 参与并制定生产现场相关设备数采的技术标准，规范设备供应商底层数据采集相关接口• 数据采集及管理: 负责从设备PLC，上位机和现场的智能传感器等底层设备，收集过程，设备和运营等数据，并应用相关工业物联网，边缘计算和数据库技术，对数据进行收集，清理，传输和存储• 数据展示及应用：     1）利用相关SCADA和BI等工具，数据分析和可视化组件，快速开发监控界面，看板，报表及APP等数据驱动的应用系统     2）利用收集和清理后的数据，聚焦当前运营过程中的业务痛点，开发相应的快赢“数字化应用场景”，快速支持质量和交付的要求（如设备易损件寿命监控，工装夹具的全生命周期管控...)     3）和数据挖掘和算法工程师组成相关项目小组，开发基于大数据和机器学习等技术的“数据应用系统”（如设备预测性维护，基于生产数据的能耗优化...)• 和相关IT同事配合，维护数据采集系统，确保数据安全和相关工业物联网 (IIOT) 网络安全• 对工厂其他业务部门提供底层数采系统，数据库维护，查询及简单开发的提供相关技术支持任职要求：• 本科及以上学历，英语四级以上；• 自动化，信息技术、计算机，数字化和智能造制造等相关专业者优先；• 有工业/生产领域数字化，智能制造项目实施经验相关专业者优先， 如MES底层数采，SCADA系统，自动化，数字化工厂项目 • 掌握SIEMENS PLC STEP-7等PLC编程语言，至少3年的PLC 编程或自动化设计调试经验• 了解基本的工业以太网，和工业物联网相关知识, 从现场设备的PLC和智能传感器等收集底层过程/设备数据，并能对数据进行清理，传输，存储, 对相关过程进行目视化和监控.至少2年的相关领域项目经验，并有相关成功实施案例• 掌握相关的IOT技术和协议，如OPC UA,Webservice,Modbus,MQTT...• 熟悉相关数据分析和目视化，比如Node-Red /Kepware/ Kingview / Grafana/ PowerBI等软件…)• 掌握至少一种数据库知识和至少3年的应用经验，比如 SQLsever, MySQL，InfluxDB, MongoDB…• 了解相关HMI技术,比如Wonderware InTouch/ SIMATIC WinCC / Proface"
物联网项目经理,18-26k·15薪,苏州,3-5年,本科及以上,任职要求：1、具有交通、工地、智慧城市、节能环保、安防监控其中一个行业应用经验，熟悉其中一个行业领域技术和方案；2、在系统集成公司或者大型企业（1万人以上规模）有3年以上软件和硬件系统集成经验，熟悉软件架构，物联网云平台、行业终端者优先；3、具备1年以上项目管理经验，团队管理经验优先；4、熟悉通信、物联网云平台、物联网行业终端等其中一项的技术及产品；5、逻辑思维力强，有良好的项目计划能力，拥有良好的团队协作和沟通能力，能主动积极的去解决问题，能承受较大的工作压力；6、技术理解力强，对任何新兴技术充满渴望，创造性强，执行能力优异；具备很高的商业敏感度，清楚如何发现市场机会，了解竞争差异化的重要性；7、熟悉交通、物流、智慧城市、节能环保、安防监控行业领域应用者优先；8、优秀者可做合伙人并分配股权；岗位职责：1、负责行业（交通、物流、智慧城市、节能环保、安防监控等行业）解决方案技术整合，为市场提供行业领先的解决方案；2、负责售前技术交流，配合市场人员完成项目签单；3、负责以项目为单位的客户需求分析以及相关方案和产品规划；4、周期对行业领域的对标厂商新技术、新产品进行深入研究以及竞争分析；5、负责项目中相关的技术管理。
密码/安全工程师（物联网）,15-20k·14薪,无锡,5-10年,硕士及以上,岗位职责:1、完成密码安全相关产品的设计、认证工作；2、深入研究密码算法，完成相关课题研究工作；3、配合部门进行相应的技术支撑及保障工作；4、研究物联网操作系统底层，以及网络通信机制。任职资格:1、具备扎实的密码学理论知识如常见的密码算法、密码协议、密钥管理等；2、具有一定密码学的实际应用经验，了解常见了密码产品并知道其加密实现原理，可以进行密码使用数据采集、分析等工作；3、了解目前主流的密码产品及其应用环境；4、熟练掌握密码技术在网络通信、数据库、存储、身份验证、物联网终端等方面应用；5、熟悉多种物联网操作系统，了解内存工作机制和网络通信机制。
物联网市场经理,11-20k·14薪,南京,1-3年,统招本科,职责描述：1、负责公司物联网相关业务销售。2、负责所在区域的渠道客户开拓工作，跟系统集成商客户建立良好合作关系。3、负责实施公司安排的销售计划与目标，完成销售指标。4、收集行业相关信息和动态，为公司提供决策支持。任职要求：1、本科及以上学历，掌握基本营销知识与技能，乐于拼搏，富有激情。2、有弱电或安防体系或IT商业等系统集成商渠道销售经历优先。3、有较强的沟通能力，具备良好的客户开拓、服务能力。4、有物联网行业项目拓展经验优先。5、能适应工作压力和敢于面对挑战，有良好的客户群体关系。6、具有敏锐的市场洞察力，超强的执行力，对物联网感兴趣。
物联网软件工程师,13-18k·14薪,南京,经验不限,统招本科,岗位职责:1、	完成项目相关文档编写需求设计，概要设计，详细设计等；2、	开发iot平台相关模块编码工作，并完成自测；3、	线上问题定位分析和解决。任职资格:后端开发：1. 计算机、通信、电子、物理、数学相关专业，一类本科及以上学历，通信或者计算机行业工作3年及以上；2、在IOT物联网公司有实际的项目经验，从事过IOT设备数据与云端大数据系统的对接工作；3、了解物联网基本知识、技术体系以及相关理论，如MQTT/COPA等物联网主流协议、TCP/IP协议等；4、熟悉 JavaScript，CSS，HTML5，可以独立实现网页前后端开发，熟悉RESTful API开发设计；精通Java编程，熟悉JVM原理和多线程技术；5、 熟悉Docker、Kubernetes、Kaa、MySQL/MariaDB、MongoDB等常用架构和开源软件；6. 有大数据平台搭建经验和大数据分析能力相关能力优先考虑；7. 具备出色的学习、沟通和协调能力，有良好的团队协作意识。
物联网开发工程师,15-25k,南京-雨花台区,经验不限,本科及以上,岗位职责：1、物联网相关领域的安全研究；2、物联网安全应用的原型开发验证；任职资格：1、信息安全、计算机科学或计算机网络等相关方向;2、熟悉C/Python等编程语言；3、熟悉Linux平台上的开发技能；4、物联网相关应用主流技术，有树莓派、嵌入式系统开发经验优先；5、有车联网安全经验者优先考虑；6、有智能设备破解经验者优先考虑；7、了解网络安全，熟悉各类安全产品者优先考虑；
产品经理/产品总监（电力物联网）,21-33k,南京,10年以上,本科及以上,工作职责：1、聚焦电力、物联网等相关技术研究，负责把握总体技术方向，监督技术研究及技术管理活动，制定和实施研究院中长期战略决策。2、负责组织新技术的规划、研发及应用，并对技术选型和具体技术问题进行关键性指导和把关，完成各项集团级前沿技术预判及项目开发至闭环。3、 负责研发管理，整合、协调、统筹与开发相关的内外部资源，建立项目管理体系、技术评估、规划、引导等规范体系， 知识产权（IP）战略布局制定等。4、 负责探索、跟踪国际、国内前沿技术发展趋势， 组织团队进?技术趋势分析、技术产品化、市场化策略、监管政策研究等工作，为公司研究院的前沿研究方向提供战略思考与建议。5、负责团队的日常管理工作，包括团队组建、技术氛围和考核指标等。任职要求：1、硕士及以上学历，计算机、通信等相关专业优先；2、 五年以上技术团队管理经验，十年以上工作经验，精通电力、物联网等方向的技术研究；3、 对电力、物联网、大数据、云计算等其中两个以上行业具有深刻了解，对国际、国内市场及发展方向有较深刻洞察；4、突出的管理、沟通、协调能力，强大的资源整合能力，制度建设能力，能够有效地组织和推进跨职能、跨团队的项目合作。微信分享
销售经理/总监（物联网，智慧城市）,10-15k,南京,3-5年,本科及以上,1. 负责以物联网业务背景开展智慧城市，智慧社区，智慧园区项目的市场管理及营销销售，开发政府及行业大客户需求，完成项目对接，谈判，合同及最终落地的营销管理，系统的搭建完善营销制度，规范营销流程；2. 建设和管理营销团队，打造出有战斗力，有成功渴望的营销队伍；3. 把握公司产品的市场状况，为公司产品的市场定位、产品组合提供科学的决策依据；4. 协调公司内部资源，组织技术交流、方案制作、合同签订、项目收款等销售服务工作；5. 拟定年度的销售计划并监督实施，督导各大区域完成公司指定的销售目标，确保销售目标达成。任职要求：1. 本科以上学历，3年以上物联网、智慧城市、网络传输行业公司市场销售总监/分公司总经理的岗位经验；2. 有相关渠道销售，以及大客户项目销售实战经验；3. 具备合伙人心态，强烈的事业心，敏锐的市场直觉，坚决的推进能力，勇于创新和颠覆的激情与勇气；4.有通信网络行业、物联网行业、云计算、智慧城市、智慧社区、智慧园区项目行业者优先考虑。
物联网集成开发工程师,15-20k,南京,1-3年,本科及以上,职责描述：1、负责物联网管理平台核心代码编写，承担关键技术攻关任务；2、负责智慧园区、智慧校园等相关物联网系统信息集成的开发工作；3、负责物联网产品硬件选型、集成、调试、审查工作；4、负责相关软件的需求分析、设计工作等。任职要求：1、计算机、信息工程等相关专业，统招本科及以上学历；2、熟悉嵌入式开发、网络协议分析及测试等技术；3、熟悉NB-IoT、ZigBee、WiFi和蓝牙技术等无线通信技术；4、熟悉OPC/Modbus/BACnet等系统集成协议，熟悉高并发、高性能的分布式系统的设计及应用；5、具有在GIS、智慧城市等相关开发经验者优先；6、具有较强的责任感、具备独立开展工作的能力；7、能适应工作需要的出差。
Java开发工程师（物联网方向）,10-15k,南京-雨花台区,1-3年,本科及以上,负责公司智慧城市业务物联网管理平台的研发工作；在现有平台基础上，改进并提高平台可支持的并发性能，数据解析速度；项目的需求分析，概要设计，详细设计，技术文档的编写任职要求：本科及以上学历；2年以上智慧城市、物联网等领域技术实施，开发经验熟悉高并发，高性能的分布式系统的设计、应用及调优；如缓存技术、服务器优化、技术处理、平台负载均衡，系统性能调优等技术熟悉J2EE规范，熟练使用Spring，Spring Boot等开源框架熟练使用Unix/Linux操作系统常用命令熟练使用Redis，Postgresql，MQ等常用的中间件和R2DBC关系型数据库熟练使用常用的设计模式，注重代码质量与可维护性熟悉主流的物联网通信协议具有较强的分析问题和解决问题的能力具有良好的沟通表达能力和较强的团队合作意识
 物联网 中级硬件工程师（双休/建邺区）,15-20k,南京-建邺区,3-5年,本科及以上,任职要求；1、本科以上学历，计算机、通信、电子、自动化等相关专业；2、具有嵌入式硬件产品开发能力，独立开发过几款嵌入式产品；3、熟练使用AD或者Cadence开发工具，熟练使用办公室软件4、熟悉电路基础、数字电路、模拟电路等专业知识，具有有较强的动手能力；5、熟练掌握C51系列、AVR、MSP430等系列的单片机硬件开发，熟悉ARM硬件架构6、勤奋、踏实、有耐心、有韧性，有较强的团队合作精神，有较强的分析力、理解力、沟通能力 及较好的学习能力。岗位职责1、负责数据采集设备的硬件升级，负责监控摄像头的硬件开发和集成2、配合结构工程师完成加油机主控模块的硬件开发，PCB设计，BOM整理3、根据公司评审后的总体方案，进行器件选型和原理图设计，完成硬件开发文档；4、负责加工后的硬件电路板的板级测试和验证工作，需专门测试人员测试时，要提交相关说明文件和测试报告；5、配合驱动工程师调试，参与系统联调；
物联网测试工程师,20-25k·13薪,南京-江宁区,10年以上,本科及以上,工作职责：1. 根据物联网产品需求和研发设计，制作测试方案和测试用例，搭建测试环境，执行测试方案，保障项目质量；2. 跟踪定位产品软件中的缺陷或问题，积极推动解决。产出测试报告，暴露风险、度量研发过程质量；3. 跟踪项目的发布过程和发布后的线上问题，为质量结果负责，做好项目沉淀与复盘；4. 通过优化流程或技术创新，努力提升研发的质量和效率。任职要求： 1. 具备软件测试基础能力，能够独立承担项目测试设计与执行工作；2. 掌握主流的自动化测试技术，具备自动化设计、开发实战经验；3. 对微服务架构，服务化测试方法有一定的理解和实战经验，有互联网产品测试经验优先；4. 有云服务产品设计、开发经验者优先；5. 具备良好的沟通协调能力和团队合作精神、良好的学习、动手以及解决问题的能力。
销售（数字农业、物联网、智慧城市）,10-12k,南京,3-5年,学历不限,职责描述：1.  负责所在区域的政府、企业在数字农业、物联网、现代农业相关商机线索的挖掘，以及相关商务活动；2.  传递有效商机，配合售前、产品开发，推动项目签单，达成业绩指标；3.  配合售前、市场运营团队，在所在区域拓展客户渠道，提升公司知名度和影响力；4.  协助项目执行，负责合同回款，维护客户关系。任职要求：1.  大专及以上学历，三年以上政府客户销售经验；2.  对数字农业、物联网行业有一定了解，具备良好的政府人脉；3.  有数字农业大型信息化项目销售经验，有相关业界知名企业工作履历者优先；4.  具备互联网思维，有持续的学习力和创新意识，快速响应，具备抗压能力。
区域销售经理（数字农业、物联网）,8-12k,无锡,5-10年,学历不限,职责描述：1.  负责所在区域的政府、企业在数字农业、物联网、现代农业、数字乡村相关商机线索的挖掘，以及相关商务活动；2.  传递有效商机，配合售前、产品开发，推动项目签单，达成业绩指标；3.  配合售前、市场运营团队，在所在区域拓展客户渠道，提升公司知名度和影响力；4.  协助项目执行，负责合同回款，维护客户关系。任职要求：1.  大专及以上学历，三年以上政府客户销售经验；2.  对数字农业、物联网行业有一定了解，具备良好的政府人脉；3.  有大型信息化项目销售经验，有相关业界知名企业工作履历者优先；4.  具备互联网思维，有持续的学习力和创新意识，快速响应，具备抗压能力。
销售（数字农业、物联网、智慧城市）,10-12k,常州,3-5年,学历不限,职责描述：1.  负责所在区域的政府、企业在数字农业、物联网、现代农业相关商机线索的挖掘，以及相关商务活动；2.  传递有效商机，配合售前、产品开发，推动项目签单，达成业绩指标；3.  配合售前、市场运营团队，在所在区域拓展客户渠道，提升公司知名度和影响力；4.  协助项目执行，负责合同回款，维护客户关系。任职要求：1.  大专及以上学历，三年以上政府客户销售经验；2.  对数字农业、物联网行业有一定了解，具备良好的政府人脉；3.  有数字农业大型信息化项目销售经验，有相关业界知名企业工作履历者优先；4.  具备互联网思维，有持续的学习力和创新意识，快速响应，具备抗压能力。
研究员（物联网实验室）,薪资面议,南京,经验不限,硕士及以上,岗位职责：1、负责产品规划，需求调研，业务逻辑梳理，需求分析，原型设计，项目推进，产品上线体验，产品迭代的相关工作经验；2、了解物联网领域国内外相关硬件产品供应商，有厂商资源优先；3、制作完善产品手册等对外的各类技术/演示文档；岗位要求：1、硕士及以上学历，计算机、通信工程、微电子等相关专业，1年及以上相关领域工作经验；2、熟练掌握原型设计工具（Axure RP、VISIO）等 ，物联网项目开发经验优先；3、具有物理网传感器相关项目经验，包括温度、加速度、振动、红外等不同种类的传感器以及其应用范围；了解RFID、WiFi、蓝牙、Zigbee、NB-IOT、LoRa等技术应用场景4、良好的人际沟通能力、团队协作能力，较好的英语阅读能力；
区域销售经理（数字农业、物联网）,8-12k,苏州,5-10年,学历不限,职责描述：1.  负责所在区域的政府、企业在数字农业、物联网、现代农业、数字乡村相关商机线索的挖掘，以及相关商务活动；2.  传递有效商机，配合售前、产品开发，推动项目签单，达成业绩指标；3.  配合售前、市场运营团队，在所在区域拓展客户渠道，提升公司知名度和影响力；4.  协助项目执行，负责合同回款，维护客户关系。任职要求：1.  大专及以上学历，三年以上政府客户销售经验；2.  对数字农业、物联网行业有一定了解，具备良好的政府人脉；3.  有大型信息化项目销售经验，有相关业界知名企业工作履历者优先；4.  具备互联网思维，有持续的学习力和创新意识，快速响应，具备抗压能力。
招聘专员---物联网、软件方向（苏州/上海）,10-15k·13薪,苏州,经验不限,本科及以上,"Company Description：我们的团队： * 一群年轻而友爱的小伙伴 * 我们在工作中挥洒激情 * 我们在玩耍中积聚热情我们的使命： * 为公司挖掘人才 * 为人才匹配梦想 * 做最专业的人才官期待的你： * 热心技术、珍惜人才 * 持续学习，不断精进 * 关注物联网、大数据、软件行业的技术发展和人才动向 * 拥有自动化、通信、计算机或机械电子类技术背景工作内容： * 与HR BP和招聘负责人合作，了解招聘需求、业务策略和对应聘者的要求 * 挖掘有效渠道，触及和吸引候选人，为博世智能化、互联化发展匹配最佳人才 * 用有见地的市场和专业信息与招聘经理共创合理的招聘方法和决策 * 与候选人保持良好的沟通，在整个过程中注重创造最佳候选人体验Additional Information：欢迎关注我们的微信、B站、领英官方账号，获取更多博世咨询及互动。微信：微信搜索【博世中国人才苑】公众号，获取博世最新最全的招聘信息、部门介绍、公司活动等，亦可在这里与我们留言互动。加入我们，一起打造物联未来！B站：B公司正式入驻二次元B站啦！快来关注入华111载的萌新UP主【博世中国人才苑】！来《B公司的云课堂》一起提升职场软技能，和B公司这家物联网公司一起打造物联世界吧！领英：领英搜索关注【博世中国】官方账号，这里有最新最全的博世动态、招聘信息等资讯。在领英与我们连接无限机会，一起走好职业发展的每一步。Welcome to follow our WeChat, bilibili and LinkedIn official account to get more information and interaction with Bosch.WeChat: Search for “博世中国人才苑”to get the latest and most comprehensive information on Bosch's recruitment, department introduction, company activities, etc. You can also leave a message with us here. Join us in building the future of IoT!bilibili: Bosch has officially entered bilibili! Follow the newest blogger “博世中国人才苑” ! Come to our cloud classroom to improve yourself and build a connected world with this IoT company!LinkedIn: Follow the official account “Bosch china” , where you can find the latest and most complete Bosch news, job information. More opportunities are waiting for you ! Connect with us via LinkedIn, and let’s manager your careers together."
电梯物联网项目经理,6-8k,盐城,3-5年,大专及以上,工作内容：1、根据现有项目（电梯紧急报警物联网）进展，协调项目研发进展方面的技术工作；2、协助研发及运营团队确保项目进度；3、判别项目商业技术风险，维护客户供应商关系；4、产品上线后市场规划，定价策略，推广及产品生命周期管理和订单维护；5、定期汇报项目进度及领导分派的其他任务。任职要求：1、电梯，物业，物联网等相关专业专科及以上学历；2、了解电梯及维保和物业方面相关知识；3、熟练的沟通协调能力，可以跟进和推进项目进展；4、有较好的自我管理能力，应变沟通交流能力，良好的普通话；5、有1年以上项目管理或产品经理经验优先；6、有产品生命周期管理，定价，营销推广相关经验。
区域销售经理（数字农业、物联网）,8-12k,南京,5-10年,学历不限,职责描述：1.  负责所在区域的政府、企业在数字农业、物联网、现代农业、数字乡村相关商机线索的挖掘，以及相关商务活动；2.  传递有效商机，配合售前、产品开发，推动项目签单，达成业绩指标；3.  配合售前、市场运营团队，在所在区域拓展客户渠道，提升公司知名度和影响力；4.  协助项目执行，负责合同回款，维护客户关系。任职要求：1.  大专及以上学历，三年以上政府客户销售经验；2.  对数字农业、物联网行业有一定了解，具备良好的政府人脉；3.  有大型信息化项目销售经验，有相关业界知名企业工作履历者优先；4.  具备互联网思维，有持续的学习力和创新意识，快速响应，具备抗压能力。
物联网开发工程师,20-30k·13薪,南京-江宁区,5-10年,本科及以上,职责描述：工作内容：新联研究院博士后工作站，物联网管理平台开发任职要求：1、一本院校全日制本科及以上学历2、计算机相关专业3、五年以上工作经验4、熟悉面向对象编程思想5、熟悉java编程语言6、熟悉IoT物联网架构7、熟悉tcp/udp、mqtt等通讯协议8、熟悉netty、mina、redis、kafka、mysql任职要求：
物联网系统集成工程师,6-10k·14薪,苏州-相城区,1-3年,大专及以上,职责描述：1、参与智慧工地、智慧农业、智能制造等物联网相关项目的集成工作，配合项目经理完成新项目技术分析与评估；2、能够独立自主进行嵌入式硬件选型、集成、调试；配合项目经理完成产品系统测试、性能测试、稳定性测试等；3、负责项目实施、测试、调试，跟踪项目质量并形成相应分析报告；4、负责指导用户产品使用，并协助用户解决使用中出现的技术问题；5、配合项目经理完成新项目需求调研、技术方案编制等工作；6、公司安排的其它工作；职位要求：1、计算机、物联网、电子信息、通讯、自动化等相关专业，大专及以上学历，1年及以上工作经验；2、熟悉光电传感器、温湿度、压力、气体、流量、烟感、噪声、电流等传感器的特性、用途；3、了解嵌入式系统、无线传感器网络、4G/3G/GPRS/GSM无线网络、低功耗WiFi无线网络和RFID和蓝牙技术；4、了解C或C++语言编程、调试、软件测试和维护；5、具备良好的沟通与协调能力，有较强学习能力和团队合作意识;6、能接受必要的出差与加班任务；
市场经理（物联网）,8-10k·14薪,无锡,5-10年,硕士及以上,岗位职责:1、负责公司产品在市场的销售及推广；2、根据市场营销计划，完成销售任务； 3、管理和维护客户关系；4、收集整理相关市场和产品的发展趋势、需求变化以及客户反馈；5、编写和制作与物联网相关的整体解决方案；6、能够适应长期出差任务。任职资格:1、从事市场开发工作三年以上；2、熟练操作各类电脑办公软件，擅长PPT的制作及演示；3、具有较好的管理、沟通和处理问题的能力，有良好的谈判技巧，责任心强，抗压性强。4、具备良好的工作责任心和团队合作意识；5、有信息化、物联网行业经验者优先。
电梯物联网项目经理,6-10k,盐城,1-3年,大专及以上,职责描述：1、根据现有项目（电梯紧急报警物联网）进展，协调项目研发进展方面的技术工作；2、协助研发及运营团队确保项目进度；3、判别项目商业技术风险，维护客户供应商关系；4、产品上线后市场规划，定价策略，推广及产品生命周期管理和订单维护；5、定期汇报项目进度及领导分派的其他任务。任职要求：1、电梯，物业，物联网等相关专业专科及以上学历；2、了解电梯及维保和物业方面相关知识；3、熟练的沟通协调能力，可以跟进和推进项目进展；4、有较好的自我管理能力，应变沟通交流能力，良好的普通话；5、有1年以上项目管理或产品经理经验优先；6、有产品生命周期管理，定价，营销推广相关经验。
物联网工程师,6-8k,淮安,经验不限,统招本科,岗位职责：1.负责物联网相关系统与平台研发、项目技术方案支撑；2.负责上级分配的其他工作。岗位要求：1.通信、计算机、电子等相关专业全日制本科及以上；2.具有物联网相关项目工作经验；待遇：五险一金工作地点：淮安市空港产业园工作时间：早9：00—12：00，13：00——17：00，每周6天工作制。
物联网工程师（集团岗位）,8-12k,连云港,3-5年,本科及以上,岗位内容：1、协助研发、产品等部门完成家用及商用物联网系统建设和运营2、主动学习新技术、新应用，共创推广任职资格：1、性别不限，25-35岁，本科及以上，物联网及相关专业2、2年以上工作经验，有家电类IOT、远程控制系统相关经验优先
物联网工程师,16-21k·15薪,扬州,3-5年,统招本科,职责描述：1、负责物联网接入方案的设计和优化；2、根据公司要求，对项目方案进行修改、维护与升级；3、具有Lora，NB-IOT，Zigbee，wifi ，RFID等开发经验者优先考虑。任职要求：1、电子，计算机，自动化或相关专业；1、精通物联网接入方案；2、广泛了解物联网端与边缘的相关技术，可以构建设备物联的网络系统；3、有嵌入式系统经验者优先；4、责任心强，有良好的沟通能力和团队协作精神。
CTO-物联网,70-80k,南京-建邺区,5-10年,本科及以上,工作地点：青岛组织结构：新IoT软件平台搭建中，计划40-50人，目前已有不到20人。汇报对象：CEO面试方式：电话+现场岗位职责：1.根据组织发展战略，全面负责公司系统的技术方向研究、难点攻破和总体规划，参与重大技术决策和方案的制定；2.负责技术团队的建设，监督及指导，制定技术团队的培训计划及绩效评估标准，有效提升技术团队水平；3.主导技术项目的评估、规划、决策，审核总体技术方案，管理项目进度、预算及项目风险，对技术团队产出的质量和效率负责；4.全面支持平台日常安全运营、系统维护、升级，确保系统在高并发场景下的性能优势，解决系统潜在的技术风险；5.负责制定技术开发规范、运维规范，安全规范，故障处理等技术团队工作规范和工作流程，并监督、跟踪开发过程中规范落地情况；6.负责协调技术团队与公司其他部门的工作，为业务发展提供全面的技术支持，助力公司战略目标的实现。岗位要求：1.本科及以上学历，计算机科学与技术类相关专业；2.8年以上技术总监任职经验，100人以上团队管理经验，具有大型政府、智慧城市类项目设计实施经验者优先；3.5年以上分布式、高并发、高可用大型系统架构设计与开发经历，在软件开发、平台建设、项目管理等方面有丰富经验；4.精通java、设计模式、面向对象思想、微服务架构，精通Spring Boot、Spring Cloud，深刻理解其原理和实现机制；5.精通主流数据库（包括但不限于Oracle/MySQL/PostgreSQL/Greenplum/MongoDB），有丰富的SQL开发调优经验，有大数据处理经验；6.精通大数据领域解决方案，具备该领域全面的技术积累，包括但不限于Hadoop、Spark、Flink等，精通数据仓库建模和设计、海量数据处理与分析，有数据中台项目经验者优先；7.精通数据挖掘技术，精通TensorFlow深度学习开源框架，有大型政府数据挖掘、数据分析相关项目经验者优先；8.具备主导、培训整体技术研发团队的能力和经验，能够独立完成目标分解和难点攻关，可带领团队高效达成项目目标，并助力团队成长；9.具备极强的内驱力与责任心，对技术市场具有一定的敏锐度，能及时掌握市场最新技术发展动态，对公司技术发展能提供决策性的建议；10.具备极佳的分析、解决问题能力与沟通协调能力，擅长资源管理与资源调度，高效完成项目目标。项目方向：国内头部物联网数字社区/园区生态平台，公司以物联网、人工智能、5G、区块链等技术为依托，拥有自主研发的IoT物联平台和IOC智能运营中心，可链接智慧场景软硬件和智能产品与标准化插件接入。目前，公司主动与用户交互，从用户痛点出发，打造数字建筑、数字消防、数字车库、数字海绵城市、数字安防、数字服务、数字照明、数字环境、数字电梯等32+数字社区园区场景解决方案，可广泛应用于社区、园区、商场、酒店、学校等全行业、全业态，并能够根据用户需求的变化而不断迭代升级。
