物联网工程师,12-22k·15薪,南京,3-5年,统招本科,职责：1、熟悉通信模组底层接口，负责模组的应用层软件设计，包括蓝牙、WIFI、4G等无线通信模块。2、负责设备控制器与通信模组的软硬件交互接口设计。3、基于物联网产品的问题定位、分析及解决。4、独立、高质量地完成嵌入式软件开发、调试与验证，负责嵌入式软件开发流程、规范的编制、完善与优化。职位要求：1、本科及以上学历，计算机、信号处理、电子工程/通信系统；2、熟悉物联网的系统架构及通用通信协议，有MQTT、CoAP等物联网领域协议开发经验；3、熟练使用FreeRTOS、RT-thread、uCOS等至少一种嵌入式操作系统下的软件开发；4、有BLE、WIFI、4G等无线产品或模组开发经验；5、熟悉基础网络协议，有TCP/ UDP和Socket编程经验；6、熟练使用UART、485、IIC、SPI等通信接口的软硬件设计。6、熟练使用Eclipse GCC、IAR、KEIL等开发环境
物联网软件工程师,10-15k·15薪,无锡,经验不限,本科及以上,岗位职责：1、负责嵌入式应用软件系统（物联网设备系统）开发，参与上位机软件开发和维护；2、参与产品设计方案设计，相关文档撰写；3、根据设计方案编制工作计划、完成编码、自测及总结工作；4、解决产品在测试、生产和应用过程中的技术问题；5、完成其它与此岗位相关的任务。任职要求：1. 电子信、通信类、计算机、自动化相关专业，本科以上学历，3年以上工作经验，有电梯控制行业经验优先；2. 熟练使用C/C++语言，有扎实的编程基础和丰富的编程经验；3. 熟练掌握CAN、SPI、I2C、UART等至少一种接口协议，熟悉通信协议，如modbus、tcp、mqtt等；4. 学习能力强，品德优良，对物联网技术研发有浓厚兴趣；5. 具有良好的团队合作精神与高度的责任心。
物联网开发及标准化工程师,薪资面议,无锡-滨湖区,3-5年,统招本科,"职责描述：1. 负责物联网服务应用平台产品研发，提供技术支持；2. 负责公司物联网终端接入物联网平台与应用的架构设计，包含体系、标准制定、功能模块设计、详细设计和功能开发等；3. 负责物联网数据采集层、数据传输层，云服务层、业务应用层的数据传输协议以及接口规范定义及云平台架构搭建，并制定产品解决方案；4. 负责物联网传输加密方案制定和物联网网络安全构架设计；5. 参与软件需求设计，参与应用需求实现软件构架设计、功能规划和相关接口开发设计、详细设计；6. 解决工程项目中遇到的问题，进行系统功能优化，安全等保证系统安全、稳定和快速运行。任职要求：1. 学历要求：全日制本科以上学历，计算机、软件工程、管理信息系统或电子工程等相关专业；2. 工作年限要求：3年以上物联网应用的相关项目经验，具备多个项目的系统架构设计经验者优先；3. 专业知识要求：（1）熟悉物联网领域的相关企业标准、联盟标准、行业标准、国家标准、国际标准以及相关的技术白皮书；（2）熟悉车联网、智能家居、智慧城市、智能制造、工业物联网、物联网安全等相关领域专业知识；4.技能要求（1）精通高并发、高性能的分布式系统的设计及应用，熟悉Java，Python等应用；（2）精通物联网技术原理，熟悉物联网相关技术趋势, 熟悉物联网相关协议（mqtt）及相关开源项目优先；（3）熟悉无线传感网络、以太网、现场总线等通讯技术，了解RFID、ZigBee、Wi-Fi、WIA-PA、蓝牙4.0、UWB等技术，掌握主流传感器应用方案，并具有相关技术的综合组网经验；（4）熟悉Spring MVC、Hibernate、Mybatis开源开发框架； 具备物联网或互联网标准制定、传输协议开发经验； 熟练使用Redis,RabbitMQ,MongoDB等相关或类似技术；（5）有服务端系统的设计和开发经验，熟悉至少一种开发框架，熟悉网络与数据库技术，熟悉物联网相关协议。"
物联网产品及传感器应用开发经理,20-40k·15薪,苏州-工业园区,10年以上,统招本科,职位信息：1.负责物联网平台整体架构设计、体系及其标准制定和功能模块设计；2.负责物联网数据采集层、数据传输层，云服务层、业务应用层的数据传输协议以及接口规范定义及云平台架构搭建，并制定产品解决方案；3.深入理解业务架构和需求，项目交付成本评估和系统风险识别，对可用性负责；4.熟悉MEMS传感器在工业领域应用情况；5.参与软件需求设计，负责应用需求实现软件架构设计，规划功能模块和接口；6.负责完成相应的设计报告、技术标准和技术文档；7.对开发人员进行系统架构相关技术和业务培训，指导其开发工作，并解决系统开发、运行中出现的各种问题。任职要求：1.本科以上学历，计算机、自动化、电子、通信等相关专业；2.具有5年以上产品研发、物联网技术架构背景，具备IoT/物联网场景，公共云产品体系、数据库、大数据、安全和智能服务等一个或多个技术领域的综合应用能力；3.具有较强业务分析能力、抽象架构设计能力、精通物联网技术原理，熟悉物联网相关协议及相关开源项目，具有相关技术的综合组网经验；4.精通高性能、高可用的分布式系统的设计及应用，熟悉C++，Java等应用；5.熟悉MEMS传感器应用系统开发；6.对技术有强烈的兴趣，具有良好的学习能力，沟通技能，良好的管理能力和团队合作能力；主动、严谨，责任心强，有较强的抗压能力。
物联网技术支撑岗,薪资面议,南京-建邺区,3-5年,统招本科,职责描述：（1）负责全国物联网集约化运营支撑工作。（2）负责支撑重要政企客户业务解决方案，保障业务及时交付。（3）牵头全国物联网各项网络优化，跟踪分析物联网网络技术发展趋势。（4）研究5G专网、5G切片、边缘计算等新型技术，支撑市场新产品、新业务发展。任职要求：1、学历要求：全日制统招本科及以上学历，学士及以上学位。2、年龄要求：年龄不超过35周岁。3、工作年限要求：3年以上。4、专业技能具备以下条件之一：（1）具有较全面的移动通信专业知识，精通5GC、EPC网络架构及各类业务信令流程。（2）熟练掌握物联网相关知识及技术，熟悉物联网各种行业解决方案，具备故障端到端快速定位及分析能力。（3）熟悉TCP/IP协议、云计算、大数据、IT信息系统架构相关知识。5、工作经验：具备核心网、IP、IT、创新领域工作经验优先。
物联网行业解决方案经理—公共安全,17-26k·14薪,南京,经验不限,统招本科,岗位职责:1、 深入洞察公共安全领域数字化转型行业趋势和客户痛点，挖掘市场价值需求，牵引公共安全行业解决方案及产品规划；2、 根据公司及部门的产品策略，完成产品立项、产品开发和产品交付等产品全生命周期管理工作；3、组织开展目标客户需求调研、物联网解决方案设计、方案技术交流等工作，良好引导客户，推动方案落地与项目目标达成；4、为水气热、电力行业项目建设与推广提供技术方案支撑，对商机进行分类、分析和响应管理，组织产品生态合作，推动产品渠道规模化发展。任职资格：（一）必要条件：学历专业要求： 全日制统招本科及以上学历，理工科/管理类专业背景；年龄要求：年龄35周岁以下；专业知识及能力要求：1. 熟悉公共安全行业业务知识、关键技术架构与行业发展动向，对新产品有敏锐的嗅觉，有很强的产品规划和设计能力；2. 具备扎实的物联网及相关理论基础，熟悉物联网技术应用，有大型物联网项目方案设计与落地案例者优先；3. 具有良好的逻辑思维和快速解决问题能力，能够在复杂的应用场景中迅速帮助客户定位问题并提出可行的解决方案及产品规划；4. 有较强的沟通、组织、协调能力及敏锐的观察力，学习能力强。（二）可选条件：具有较强的工作责任心、独立工作能力以及团队协作精神，能熟练运用计算机。具备通信，电子信息，计算机，物联网相关学历背景者优先具备PMP，NPDP等资质证书者优先
物联网维护岗,薪资面议,南京-建邺区,3-5年,统招本科,职责描述：（1）负责全国物联网集约化网络建设维护工作。（2）负责全国物联网的局数据制作、故障处理、维护作业计划、割接升级等。（3）负责全国物联网业务市场需求支撑。（4）负责网络资源管理工作。任职要求：1、学历要求：全日制统招本科及以上学历，学士及以上学位。2、年龄要求：年龄不超过35周岁。3、工作年限要求：3年以上。4、专业技能具备以下条件之一：（1）具有较全面的移动通信专业知识，熟悉5GC、EPC网络架构及各类业务信令流程。（2）掌握物联网相关知识及技术，熟悉网络建设、维护、运营管理相关制度流程。（3）了解TCP/IP协议、NFV、SDN、IT信息系统架构相关知识。5、工作经验：具备核心网、IP、IT、创新领域工作经验优先。
销售/大客户(弱电智能+物联网),8-15k,南京,经验不限,大专及以上,1. 负责以物联网业务背景开展智慧城市，智慧社区，智慧园区项目的市场管理及营销销售，开发政府及行业大客户需求，完成项目对接，谈判，合同及最终落地的营销管理，系统的搭建完善营销制度，规范营销流程；2. 建设和管理营销团队，打造出有战斗力，有成功渴望的营销队伍； 3. 把握公司产品的市场状况，为公司产品的市场定位、产品组合提供科学的决策依据； 4. 协调公司内部资源，组织技术交流、方案制作、合同签订、项目收款等销售服务工作； 5. 拟定年度的销售计划并监督实施，督导各大区域完成公司指定的销售目标，确保销售目标达成。 任职要求： 1. 本科以上学历，3年以上物联网、智慧城市、网络传输行业公司市场总监/销售总监/分公司总经理的岗位经验； 2. 有相关渠道销售，以及大客户项目销售实战经验； 3. 具备合伙人心态，强烈的事业心，敏锐的市场直觉，坚决的推进能力，勇于创新和颠覆的激情与勇气； 4.有通信网络行业、物联网行业、云计算、智慧城市、智慧社区、智慧园区项目行业者优先考虑。 市场销售，软件销售，智能终端，大客户销售，智慧城市，智慧社区，智慧园区，系统集成，物联网项目
江苏销售经理/总监（物联网，智慧城市）,8-15k,南京,经验不限,学历不限,1. 负责以物联网业务背景开展智慧城市，智慧社区，智慧园区项目的市场管理及营销销售，开发政府及行业大客户需求，完成项目对接，谈判，合同及最终落地的营销管理，系统的搭建完善营销制度，规范营销流程；2. 建设和管理营销团队，打造出有战斗力，有成功渴望的营销队伍；3. 把握公司产品的市场状况，为公司产品的市场定位、产品组合提供科学的决策依据；4. 协调公司内部资源，组织技术交流、方案制作、合同签订、项目收款等销售服务工作；5. 拟定年度的销售计划并监督实施，督导各大区域完成公司指定的销售目标，确保销售目标达成。任职要求：1. 本科以上学历，3年以上物联网、智慧城市、网络传输行业公司市场销售总监/分公司总经理的岗位经验；2. 有相关渠道销售，以及大客户项目销售实战经验；3. 具备合伙人心态，强烈的事业心，敏锐的市场直觉，坚决的推进能力，勇于创新和颠覆的激情与勇气；4.有通信网络行业、物联网行业、云计算、智慧城市、智慧社区、智慧园区项目行业者优先考虑。
物联网工程师,20-30k,苏州-吴江区,1年以下,统招本科,1、全面负责公司物联平台前期的需求对接，项目讲解沟通，深度挖掘项目需求和痛点，为项目提供物联平台建设相关建设性提案；2、结合项目实际，编制满足项目需求的整体解决方案、初步设计方案及概算、项目建设实施方案。3、参与项目设计和施工招投标，负责项目施工图设计及前期准备等工作。4、负责项目实施、验收、交付等工作。5、负责物联平台推广应用与实施以及参加行业展会进行项目路演等。6、完成部门领导交办的其他工作。任职资格教育程度:本科工作经历:任职要求：1、大学本科以上学历，计算机/电子工程/通信及相关专业毕业2、3年以上嵌入式相关工作经验；3、精通linux操作系统及shell脚本开发，具有linux下C语言开发经验；4、精通C语言，熟练掌握常用数据结构和算法；5、熟悉MQTT、TCP/IP/HTTP/HTTPS/MQTT/CoAP等主流通信协议；6、有TI/乐鑫rdic/RealTek物联网模块软件开发经验者优先；7、熟悉物联网平台接入开发，有阿里云、OneNET及涂鸦等物联网云平台开发经验者优先；8、有较高的再学习能力，具有良好规范的编程习惯和文档编写习惯。
物联网工程师,7-9k,常州,1-3年,大专及以上,职责描述：1、配合工程师完成电气设计；2、工业现场数据采集设备安装调试、工控平台安装调试；3、现场设备故障处理；任职要求：1、熟悉PLC；2、熟悉一门编程语言（C\C++\C#，JAVA、Python）；3、有较好的逻辑思维能力和动手能力，有良好的团队协作精神；4、自动化、物联网相关专业大专以上学历，有自动化流水线或工厂机修经验者优先。
物联网软件开发工程师(J10408),10-20k·15薪,苏州-昆山,3-5年,本科及以上,"工作概要Job Purpose：主要负责涉及智能制造设备的物联网数据采集后的软件应用系统开发,实现智能制造中信息化整合，开发如:生产管理，MES/ERP数据对接,设备联网，远程监控运维等管理系统软件。工作任务Task：（1）负责智能制造客户提出企业内部智能管理系统开发,通过物联网上抛的数据进行数据管理通联,开发如设备管理,生产进度管理,异常安灯管理,环境管理,能耗管理等系统软件。（2）对生产管理系统中呈现的指标看板提出用户界面或网站系统开发。（3）了解自控/组态系统，整合自控与IT系统，如mes，erp，wms之间串联。（4）研究行业应用软件和运行架构,满足行业应用的产业化适配。专业知识与技能Professional Knowledge and skill：（1）熟练掌握任何一门开发语言：netcode、C#、java、python，SQLServer的应用开发，或具有移动应用开发的能力；（2）具有 sql索引优化、查询优化和存储优化经验、缓存技术、静态化设计方面的经验；（3）至少熟悉一种主流架构：如MVC、MTV、CBD、ORM框架,掌握webservice技术，RESTful API,VUE.JS等；（4）有大型行业网站开发经验，大数据量并发处理经验者优化，熟悉CMS开发应用者尤佳；其他Others：、（1）勤奋踏实，积极主动，具有较强的责任心。（2）思路清晰，爱钻研新技术与新技能，有耐心和信心。（3）有较好的团队合作意识。"
产品经理（物联网/IOT）,12-20k·14薪,南京-江宁区,3-5年,本科及以上,岗位职责：1、根据公司的规划和战略要求，根据IPD流程，负责领导PDT团队，对产品开发承诺，为所辖的产品开发服务，对所辖产品开发的商业成功负责。2、根据公司的规划和战略要求，负责分析市场需求状况和竞争对手产品状况。负责分析技术发展现状与趋势，形成分析报告。负责提出0～1新技术平台及新产品建议，进行销售预测和收益预测，负责输出项目建议书（Charter），并组织相关的讨论及评审。3、根据公司的规划和战略要求，负责建立并维护公司产品及技术平台货架。负责编制公司产品及技术平台相关介绍文档（White Paper）。根据分析市场需求情况，负责通过相关工具整理分析产品运营数据，负责与客服部门沟通，收集用户反馈，策划适合1～N的产品概念，进行销售预测和收益预测，输出项目建议书（Charter），组织相关的讨论及评审。负责与其它部门同事保持沟通协调。身体力行，体验产品。负责产品的持续迭代和优化。4、根据IPD流程要求，负责确定和管理参与项目的人员和资源，同职能部门之间相协调。负责分析汇总产品需求、需求变更管理和需求验收，输出需求文档。负责制定产品概念。负责制定项目计划和预算。负责输出商业计划书。负责项目管理并组织相关的讨论及评审，跟踪相对于项目基线的进展。负责和管理层进行沟通，提供项目进展状况的报告，准备并且确定状态评审点。负责提供对项目组成员的工作绩效评审的输入材料。负责产品运营数据的分析和总结。5、根据公司的规划和战略要求，负责向产品及研发团队以外的成员（如：客服、市场、销售、运营等）进 行产品相关培训工作。负责介绍产品目标人群、优点及功能等。通过宣讲，让内部成员充分了解产品特性，并针对自己的岗位职责为后期工作奠定基础。负责对用户、实施人员培训软件使用。负责对设计人员、开发人员培训业务知识和能力。6、根据公司的规划和战略要求，负责协助其他成员（市场、运营、销售等）对外进行产品信息传播。把关 对外宣传资料（销售手册、网页、APP应用、软文、产品说明等）或途径（媒体、渠道）。负责协助销售、产品实施部门的销售、实施工作（售前/售中/售后方案含展会策划及管理实施）。7、根据公司的规划和战略要求，负责进行客户拜访。负责对用户进行产品相关培训工作，指导用户提高系 统应用水平。8、根据公司的规划和战略要求，负责正确及时地完成系统规定时效或产品总监安排的事务。 任职要求：1、计算机、通信、自动化相关专业，本科及以上学历，4年以上物联网/智能家居/消费电子产品经理经验。2、熟悉产品整体实现过程，包括从需求分析到产品发布，深刻理解用户需求。3、出色的文档撰写能力，优秀的口头表达能力，精通Excel、PPT等文档工具使用，善于进行数据处理、报告撰写。4、逻辑思维能力强，具有良好项目计划能力。5、拥有良好的沟通能力和团队协作能力，有积极解决各种难题的能力。6、英语听说读写流利者优先。在汉桑，你可以收获：1、行业龙头：影音行业知名企业，与全球众多优质品牌合作密切2、技术领先：领先的技术平台、国际化的团队成员、极客研发氛围3、保险公积金：国家法律规定的五险一金；价值25万的补充商业保险4、多项福利包：年终奖、项目奖、节假日红包、婚丧嫁娶礼金；年度调薪；周末双休、法定节假日休息、 年假、带薪病假；旅游、体检、部门活动经费以及丰富的员工活动；入职周年纪念礼品、劳保用品等5、多纬度培训：新员工入职培训、试用期OJT配备一对一导师辅导；技术交流分享会；微课程开发大赛； 移动学习平台APP6、多通道晋升：双通道（技术、管理）晋升；内部轮岗7、开放式文化：企业文化开放包容；企业文化积分；跨部门沟通交流无障碍
物联网架构师,薪资面议,苏州,5-10年,本科及以上,工作职责：• 负责根据客户需求设计物联网解决方案（售前&详细解决方案）；• 配合销售团队，负责与客户的技术沟通、方案介绍、系统演示等工作；• 在物联网项目执行、验收、交付和客户培训方面为PM提供技术咨询和支持；• 从项目中收集和提取标准产品迭代需求，参与标准产品开发；• 研究并掌握以下领域营销的最新解决方案：中低压配电物联网/自动化系统、能源管理系统、资产管理等；• 参与相关生态系统（面板建设者和系统集成商）的开发、合作和技术培训；任职要求：• 物联网、电气、自动化、CS、通信等相关专业本科及以上学历；• 3年以上工业物联网领域专业经验• 熟悉以下领域之一的物联网解决方案/应用：工业物联网、能源物联网、智能建筑、工业自动化等；• 熟悉物联网原理和架构；• 熟悉中低压配电系统，相关SCADA或IoT系统者优先；• 良好的沟通和表达能力；• 快速学习和自我驱动。
物联网工程师,12-20k·14薪,苏州-虎丘区,3-5年,统招本科,"岗位职责:岗位职责：1. 物联设备接入,数据接入配置,程序开发2. 物联信息模型建模,物联数据应用分析3. 各种第三方物联网工具配置维护4. 制定物联网数据协议标准并开发实现5. 平台物联网相关功能开发任职资格:任职资格：1. 2年以上Java开发工作经验,1年以上物联网设备接入经验，本科及以上学历，计算机相关专业2. 1年以上能源行业物联网对接开发经验,具备数据集中采集经验,电力/光伏行业经验优先3. 熟悉Java SpringBoot开发框架,Socket开发流程4. 熟悉物联网通讯协议,如Modbus,socket,mqtt5. 熟悉物网数据协议,如104,DT645,376.16. 熟练使用代码管理工具,如git,对gitFlow有一定了解7. 熟练使用项目管理工具,如禅道8. 了解DevOps,熟悉CI/CD流程9. 具备一定linux操作经验。"
物联网开发工程师,10-20k·14薪,苏州-虎丘区,3-5年,统招本科,"岗位职责：1. 物联设备接入,数据接入配置,程序开发2. 物联信息模型建模,物联数据应用分析3. 各种第三方物联网工具配置维护4. 制定物联网数据协议标准并开发实现5. 平台物联网相关功能开发任职资格：1. 2年以上Java开发工作经验,1年以上物联网设备接入经验，本科及以上学历，计算机相关专业2. 1年以上能源行业物联网对接开发经验,具备数据集中采集经验,电力/光伏行业经验优先3. 熟悉Java SpringBoot开发框架,Socket开发流程4. 熟悉物联网通讯协议,如Modbus,socket,mqtt5. 熟悉物网数据协议,如104,DT645,376.16. 熟练使用代码管理工具,如git,对gitFlow有一定了解7. 熟练使用项目管理工具,如禅道8. 了解DevOps,熟悉CI/CD流程9. 具备一定linux操作经验。"
