commentor_name,comment_text,create_time,like_count,reply_number
Y太白86,今后LPL的大旗就由你们来抗。小学弟长大了 带着他们的精神在困境中，走下去吧。带着他们的精神他们的力量。 登峰造极境。——LOL flandre，你终于圆梦了 jiejie，你终于是世界第一打野了 scout，你终于扛着队伍坚守到这一天了 viper，你终于证明自己了 meiko，你终于大满贯了，今年你们值得，绝对粉爆,2021-11-07 14:02:44,1,2
爱吃包子么鱼,我们是冠军,2021-11-07 14:02:44,0,0
吱吱不吱吱呗,我才发现大家好像是，全员近视哈哈哈,2021-11-07 14:02:39,1,0
少北家的花姑娘,冠军🏆牛逼！,2021-11-07 14:02:39,0,0
cheriin1981,我们是冠军🏆,2021-11-07 14:02:32,0,0
凉拌陈皮z,夺冠之日，我儿出生之时，求大家取个名字，我姓陈单字,2021-11-07 14:02:31,0,0
岸上一定很美77,EDG冠军！,2021-11-07 14:02:29,0,0
浪子唐僧5555,讲道理，edg这个冠军得感谢下fpx，买走牛宝，并反手给了一个汉子哥,2021-11-07 14:02:29,0,0
夏芭莱莱莱,虽然我玩不来这个 但昨天朋友说晚上八点他要看这个 我就说中国会赢 他还不信 结果赢了猛锤我电话,2021-11-07 14:02:18,0,0
姐的温柔只给博,恭喜，你们太棒了,2021-11-07 14:02:16,0,0
大北斗star,恭喜EDG夺冠，,2021-11-07 14:01:55,0,0
K沈佳宜_,干活了家人们,2021-11-07 14:01:48,0,0
休休-居士,我们是冠军！,2021-11-07 14:01:47,0,0
在逃的sea,EDG!恭喜！,2021-11-07 14:01:46,1,0
这么好的名字也被占用了,,2021-11-07 14:01:46,0,0
坐在乔圈圈,恭喜edg！夺冠！,2021-11-07 14:01:41,0,0
11一旧饭,麻烦催催珠江投资发工资吧,2021-11-07 14:01:31,0,0
逆归旅尘,很荣幸做你的粉丝！,2021-11-07 14:01:30,0,0
易行之生,恭喜恭喜恭喜,2021-11-07 14:01:28,0,0
去奶茶的珍珠,好！！！,2021-11-07 14:01:21,0,0
LiQiting·零錢通,牛逼,2021-11-07 14:01:17,0,0
勋家的人wsx,好感动，好感动，edg牛逼！！！,2021-11-07 14:01:11,0,0
mirage战术大师,不易啊，真不易啊！你踏着那么多冠军的尸体一路披荆斩棘的夺得桂冠，这回EDG真的牛逼,2021-11-07 14:01:11,0,0
一路平安oly,虽然夺冠了，但是首先请你们记住先有国才有你们！撤国旗可不好吧,2021-11-07 14:00:54,0,0
勉之-Mianzhi,🐂🍺！EDG牛逼！,2021-11-07 14:00:53,0,0
fonecrd,啊啊啊啊恭喜夺冠,2021-11-07 14:00:21,0,0
李乐乐LLO,我们是冠军,2021-11-07 14:00:11,0,0
小乔要坚强81670,恭喜EDG!,2021-11-07 14:00:08,0,0
黑哥勇敢飞-,恭喜edg你们真棒,2021-11-07 14:00:03,0,0
Alice_茱小萸,恭喜恭喜,2021-11-07 14:00:03,0,0
清屿乐榕,EDG牛逼！！！ 恭喜EDG痛失亚军！含泪夺冠！！！,2021-11-07 13:59:57,0,0
李乐乐LLO,EDG 恭喜夺冠,2021-11-07 13:59:43,0,0
藏匿于星辰的爆米花,EDG棒！,2021-11-07 13:59:41,0,0
平安衢州铁路,恭喜EDG我们是冠军🏆,2021-11-07 13:59:29,0,0
九块腹肌的杨先森_nine,所以fmvp是谁,2021-11-07 13:59:26,0,0
XX市第一靓女,冠军是中国的,2021-11-07 13:59:22,0,0
蒲艺馨绝绝子,我们是世界冠军！,2021-11-07 13:59:15,0,0
泡面爱吃橘子薯片,冠军！！！EDG牛逼！！！,2021-11-07 13:58:34,0,0
清清初渝,EDG！,2021-11-07 13:58:18,0,0
范总0616,恭喜夺冠,2021-11-07 13:58:03,0,0
彬彬小代,edg牛逼！,2021-11-07 13:58:01,0,0
不会快乐了-·,我们是冠军！！！！,2021-11-07 13:57:44,0,0
蔡蔡不菜O_o,EDG牛逼,2021-11-07 13:57:10,0,0
永州莫嫣,恭喜EDG！我们是冠军！！！,2021-11-07 13:57:02,0,0
你今天有追星吗,我们是冠军！,2021-11-07 13:56:49,0,0
GRAND池,都快看哭了昨晚,2021-11-07 13:56:43,0,0
包包包包包包包包包子1,恭喜EDG,2021-11-07 13:56:24,0,0
OK好好好,#EDG夺冠# #7号的EDG# #我们是冠军# ,2021-11-07 13:56:13,0,0
柠檬小小罗,恭喜恭喜！！！！！！！我们是冠军~~~,2021-11-07 13:56:01,0,0
阿憨长高了吗,牛！,2021-11-07 13:55:52,0,0
雾岛寻春,恭喜恭喜,2021-11-07 13:55:51,0,0
张哇靠,新一你也是襄阳人吗？跟jiejie是老乡？,2021-11-07 13:55:43,0,0
我还要玉藻前,替补有皮肤吗,2021-11-07 13:55:20,0,0
抖音权三岁,感动,2021-11-07 13:55:15,0,0
月亮是个哑巴-,恭喜！！！！,2021-11-07 13:55:03,0,0
碎片书店,谁爽了，意思是我爽了，edg牛逼！恭喜！,2021-11-07 13:55:00,0,0
流星也为源先生落下来了,知道了知道了知道了 我们是冠军!!!!!,2021-11-07 13:54:50,0,0
抖音权三岁,恭喜EDG！待到断剑重铸之日，骑士归来之时！,2021-11-07 13:54:47,0,0
浅沐尚卿,EDG牛逼！,2021-11-07 13:54:40,0,0
你算哪颗胡萝贝,我们是冠军！！！,2021-11-07 13:54:38,0,0
欣怡不爱吃糖,别说了牛逼！,2021-11-07 13:54:37,0,0
不爱吃鱼的84,你们太棒了!!!,2021-11-07 13:54:36,0,0
二颗耀眼星星0805_1005,我们！是！世界冠军🏆！,2021-11-07 13:54:33,0,0
情杀杀颜眸86239,我们是冠军！EDG牛b,2021-11-07 13:54:31,0,0
用户bi1qpawo8d,太难了,2021-11-07 13:54:10,0,0
柚子FRIM,我们是世界冠军🏆,2021-11-07 13:54:02,0,0
牧--之,据说有一半韩国人，归化,2021-11-07 13:54:03,0,0
陨言517,EDG夺冠！EDG牛逼,2021-11-07 13:54:03,1,0
裘囚泅萩,恭喜夺冠,2021-11-07 13:53:40,0,0
守护01-05号行星,别的不多说，EDG爱死你们了,2021-11-07 13:53:35,0,0
·奶芙啵记·,EDG牛逼,2021-11-07 13:53:28,0,0
你说你的好的不好的我都要,我们是🏆🏆🏆,2021-11-07 13:53:26,0,0
犬来八荒狗哥铁粉,我们是冠军🏆！！！,2021-11-07 13:53:26,0,0
清欢相伴1314,造就了那么多病态的现象，你们不应该站出来说点什么吗？,2021-11-07 13:53:11,0,0
精灵钥匙,棒棒,2021-11-07 13:53:04,0,0
Bestow鲸,,2021-11-07 13:52:52,0,0
生活和谐美满,我们是冠军,2021-11-07 13:52:51,0,0
鲸向海丶鸟投林,这荣耀你们当之无愧,2021-11-07 13:52:48,0,0
聪明静啊喂,恭喜！！昨天过生日许愿你们能赢，感谢你们帮我实现生日愿望,2021-11-07 13:52:42,0,0
超炫小怪兽,明年能不能突破8强🙏🙏🙏//@RNG电子竞技俱乐部:恭喜EDG！！冠军🏆！,2021-11-07 13:52:37,0,0
木子田心景三,EDG牛逼我靠我之前跟我朋友说要是EDG夺冠了我就去跟我暗恋了三年的男生表白，现在..啊啊啊我现在就去表白家人们等我消息,2021-11-07 13:52:28,0,0
冰镇-葡萄糖,太牛了！我好爱,2021-11-07 13:52:18,0,0
用户yv5em6ox2p,,2021-11-07 13:52:14,0,0
落款未签,恭喜,2021-11-07 13:52:13,0,0
-吃鱼yq,恭喜夺冠！EDG牛批！！,2021-11-07 13:52:11,0,0
独钟30871,爱死你们了！！！！！,2021-11-07 13:52:02,0,0
独钟30871,牛牛牛！！！！！！！！,2021-11-07 13:51:55,0,0
微甜农村人,我们是冠军,2021-11-07 13:51:50,0,0
小郭今天成为辣妹了吗,恭喜,2021-11-07 13:51:48,0,0
爱肖肖一生,超级棒,2021-11-07 13:51:34,0,0
Aurora丶Sun,牛逼！！！！！！！！！,2021-11-07 13:51:33,0,0
aka_biubiu,恭喜恭喜,2021-11-07 13:51:32,0,0
陨言517,恭喜EDG夺冠，EDG yyds,2021-11-07 13:51:21,1,0
阿弇,恭喜呀,2021-11-07 13:51:20,0,0
桃豆豆Sama的绿茶生活,牛逼,2021-11-07 13:51:12,1,0
谜之女主角XZ_Alter,来栞栞我姨@寅类wsy,2021-11-07 13:51:06,0,0
一本正经的胡话,冠军！！！！！,2021-11-07 13:51:04,1,0
梅林不是梅总,太特么牛逼了！,2021-11-07 13:50:59,0,0
哈哈哈_HY,666,2021-11-07 13:50:53,0,0
xxx404xxxx,冲,2021-11-07 13:50:50,0,0
落目繁星,恭喜EDG,2021-11-07 13:50:50,0,0
紅家一片雲6502560893,我们是冠军🏆,2021-11-07 13:50:49,0,0
黎明明明星,EDG🐮🍻,2021-11-07 13:50:36,0,0
子杰秀空气,恭喜EDG夺冠，我要去实现我的诺言了，EDG给我惊喜,2021-11-07 13:50:19,1,0
X月ye0001,ok冠军！！！,2021-11-07 13:50:18,0,0
修勾喝水,转发微博,2021-11-07 13:50:11,0,0
风语者丶cc,从建队到今天，没有缺少一场我们EDG的比赛，就算打得不好那几年，也不曾离去，也不愿意别人去说们，我相信我们总会有一天会拿到属于我们自己的冠军🏆。今天看到我们拿到冠军🏆的那一刻，感觉前面那么多年都值得了。最后说一句:我们EDG是值得爱，最牛逼的战队，S11的冠军🏆属于我们EDG，EDG牛逼！,2021-11-07 13:50:06,0,0
已经二十岁的我,棒啊！！！！！！！！！,2021-11-07 13:50:02,0,0
LOL手游饭堂,从小组赛第一轮强势出击，到第二轮LPL全体状态低迷，再到8强战内战含泪对决不留遗憾。接着就开启了梦幻之旅。看小组赛谁能想到后面的剧情……一切都很梦幻。当为不破不立。,2021-11-07 13:50:00,0,0
给我桃,,2021-11-07 13:50:00,0,0
客鱼星宿,恭喜！！！！！！！！！！,2021-11-07 13:49:51,1,0
屠伯V,EDG牛逼！！！！！,2021-11-07 13:49:50,0,0
涛涛41870,恭喜恭喜,2021-11-07 13:49:19,0,0
215筠,对对对你们是冠军,2021-11-07 13:49:01,1,0
霸气侧漏大玲子,恭喜EDG,2021-11-07 13:48:51,0,0
三江吴亦凡101,EDG冠军,2021-11-07 13:48:49,1,0
蛋狗不是狗蛋,你们是冠军啊啊啊！！！！！这他妈真实逆袭剧本了突围韩国队包围！！！你们是冠军啊啊啊！！！,2021-11-07 13:48:48,0,0
杉影sunshine,恭喜你们成为世界冠军🏆 ，为国争光！,2021-11-07 13:48:44,0,0
啊夏夏夏夏夏阿,徐秀来吞摄像头了,2021-11-07 13:48:44,0,0
猪猪吃吃吃得胖,牛逼！！！EDG！！！,2021-11-07 13:48:31,0,0
北方有条小巷子,不破不立！！！EDG牛！！！！！！！！！！！,2021-11-07 13:48:22,0,0
___Rekkles丶落幕,小组赛就预测你们是冠军了,2021-11-07 13:48:11,0,0
水彩画201804,恭喜,2021-11-07 13:47:56,0,0
焯Je-rry越,我们是世界冠军🏆 ！！,2021-11-07 13:47:48,0,0
小汪小汪努力不慌,不是电竞粉但是是电竞文书粉 咱就是说，我也被这份热血感染了 EDG牛逼！,2021-11-07 13:47:43,0,0
私藏玫瑰者,迟来的恭喜,2021-11-07 13:47:41,0,0
限定花期是永恒的春天,不了解电竞和英雄联盟，但是！披荆斩棘，为国争光，不破不立，这是华夏电竞的荣光,2021-11-07 13:47:23,0,0
FourTwoSix_,恭喜EDG!,2021-11-07 13:47:23,0,0
再人兼,昨天的那个奔驰广告太败人品了。内伤都被憋出来了,2021-11-07 13:47:22,0,0
阿鹿boy,能不能做冠军皮的时候给明凯做一个哪怕是眼石的皮肤,2021-11-07 13:47:16,0,0
菲亦刘,#EDG夺冠# #7号的EDG# #我们是冠军# ,2021-11-07 13:47:17,0,0
纳然性王,转发微博,2021-11-07 13:47:12,0,0
糖葫芦turbo,我们是冠军！！！,2021-11-07 13:47:08,0,0
平行世界0127,打破八强就是夺冠，牛逼EDG！！！,2021-11-07 13:47:03,0,0
遥远-x,万里江山尽可托付三皇子之手,2021-11-07 13:47:04,0,0
佛系战斗粉,你们是冠军,2021-11-07 13:47:01,0,0
moliseeeeee,冠军眼皮肤来个小熊摊手  来点7的元素吧 求求求了,2021-11-07 13:46:52,0,0
Lonely东夏,太厉害啦！！！,2021-11-07 13:46:50,0,0
德玛西亚QRE,牛逼,2021-11-07 13:46:43,0,0
糖耐嗤,EDGyyds,2021-11-07 13:46:42,0,0
九四尔,恭喜,2021-11-07 13:46:33,0,0
奶兔啵啵奶茶,牛逼,2021-11-07 13:46:32,0,0
一只杨小羊鸭,我们是冠军！,2021-11-07 13:46:28,0,0
君墨555,,2021-11-07 13:46:23,0,0
夜雨生厌,在此留念,2021-11-07 13:46:12,0,0
贾里德哦,冠军！,2021-11-07 13:46:11,0,0
喵大人er,牛🐮,2021-11-07 13:45:58,0,0
happy_199006,我觉得淀粉这个名字不够吊，以后请叫我电鳗（man）！,2021-11-07 13:45:53,0,0
虎兔小仙女,恭喜EDG,2021-11-07 13:45:49,0,0
一chen1,我们是冠军🏆,2021-11-07 13:45:33,0,0
purple星辰_,恭喜啊啊啊啊啊恭喜恭喜恭喜 我们是冠军！！！！！！！！,2021-11-07 13:45:31,0,0
安迪与橙,牛逼,2021-11-07 13:45:24,0,0
落杝Luo,!,2021-11-07 13:45:05,0,0
KRJMLCHENG,恭喜恭喜,2021-11-07 13:44:51,0,0
AQIN美美,恭喜,2021-11-07 13:44:51,0,0
Kajshhw,恭喜恭喜，🐮🍺！！！！,2021-11-07 13:44:51,0,0
美好生活88888888,漂亮,2021-11-07 13:44:50,0,0
盐汽水味小熊,是冠军！恭喜恭喜啦！,2021-11-07 13:44:49,1,0
qiqi_zikzin,恭喜,2021-11-07 13:44:45,0,0
潎潎--,！！我们是冠军啊啊啊啊啊啊,2021-11-07 13:44:44,0,0
Meiko-iko,我们是冠军🏆,2021-11-07 13:44:43,0,0
我是弈冉啊,ELOG gkd！火力全开gkd！听一听新圣！,2021-11-07 13:44:37,0,0
CQSTJ-小熊,牛逼了,2021-11-07 13:44:26,0,0
夏目家的友人帐,恭喜EDG，冠军🏆,2021-11-07 13:44:24,0,0
陪Sean度过漫长岁月,恭喜EDG夺冠！！！！！！,2021-11-07 13:44:22,0,0
日落An,恭喜🎊EDGyyds,2021-11-07 13:44:19,0,0
不爱洗头美少女,,2021-11-07 13:44:09,0,0
微熠free123,果然搞电竞的都要戴眼镜,2021-11-07 13:44:02,0,0
小猪佩奇95585,这张图谁有电脑壁纸,2021-11-07 13:44:01,0,0
八九不鲤十,#EDG夺冠# #7号的EDG# #我们是冠军# ,2021-11-07 13:43:50,0,0
最爱于大娘的小姑娘,恭喜EDG！！！,2021-11-07 13:43:30,0,0
开开心心的小网民,🏆,2021-11-07 13:43:18,0,0
Moonquake-384,牛逼！,2021-11-07 13:43:10,0,0
阳光晴子sky,恭喜EDG夺冠！！🎉  EDG牛逼！我们是冠军！！,2021-11-07 13:43:08,0,0
佳文啊-,青春,2021-11-07 13:43:02,0,0
杰克森的MVP迷妹,哪里可以看回播,2021-11-07 13:42:47,0,2
SalvationLife,gxgx,2021-11-07 13:42:39,0,0
玩家05566,EDG牛逼！,2021-11-07 13:42:34,0,0
hehua-7,,2021-11-07 13:42:24,0,0
等到雪落时,不破不立，奇迹不止于EDG,2021-11-07 13:42:19,0,0
法外狂徒专杀你妈,管好家里的狗，特么别在半夜乱叫乱跑行么,2021-11-07 13:42:04,1,0
鑫落尘间,六年的青春，在昨晚留下了泪水,2021-11-07 13:41:57,0,0
和琛梓兮,下一场是什么时候,2021-11-07 13:41:56,0,0
_Jy嗌屿,恭喜啊啊啊啊啊啊啊啊啊啊！！,2021-11-07 13:41:55,0,0
王敏乾gg,我们是冠军🏆,2021-11-07 13:41:45,0,0
熟悉的才是珍贵的,我们是冠军！,2021-11-07 13:41:44,0,0
您所拨打的电话是空号x,给厂子安排一个头像或者眼，好嘛,2021-11-07 13:41:27,0,0
18年的夏天呀,来了  关注一手 EDGYYDS,2021-11-07 13:41:27,0,0
期待每一个和你重逢的时刻,我是你忠实的信徒，最强最有含金量de冠军,2021-11-07 13:41:26,0,0
我已经不能用单纯的语气,牛牛牛,2021-11-07 13:41:24,0,0
你阴霾foros,庆祝得冠军 我减肥十斤,2021-11-07 13:41:21,0,0
JYZH0511,,2021-11-07 13:41:08,0,0
虢匼,各位爹什么时候回国啊,2021-11-07 13:41:07,1,0
了林向晚风,EDG牛逼！,2021-11-07 13:41:04,0,0
轩丨小,EDG牛逼,2021-11-07 13:41:00,0,0
小龚小龚烦恼空空,呜呜呜,2021-11-07 13:40:39,0,0
战战的喵喵1,恭喜,2021-11-07 13:40:27,0,0
囍鱼呀-,你们是冠军🏆,2021-11-07 13:40:24,0,0
桃桃啵霸玐,恭喜EDG！！,2021-11-07 13:40:13,0,0
Edward树袋熊,恭喜EDG！！冠军🏆,2021-11-07 13:40:09,1,0
沈沈沈衍,为国争光！！,2021-11-07 13:40:05,0,0
鹿晗的绯闻女友lh,EDG冠军,2021-11-07 13:40:04,0,0
欣欣赞宝,冠军冠军冠军冠军冠军冠军,2021-11-07 13:39:54,0,0
泽瑞ZERUI,我们是冠军🏆,2021-11-07 13:39:51,0,0
沈沈沈衍,转发微博,2021-11-07 13:39:49,0,0
Miffy0411,虽然我不玩游戏，但我依旧想哭。 毕竟这是多少人的青春啊,2021-11-07 13:39:44,0,0
哈雷路亚NV,恭喜EDG，获得世界总冠军👏👏,2021-11-07 13:39:42,0,0
打野帮我推波线,合计你们之前捞就是攒福星连败吃波大的是吧,2021-11-07 13:39:37,0,0
瑶瑶芽芽,恭喜,2021-11-07 13:39:21,0,0
今天你上楼了吗xixi,EDG最棒！,2021-11-07 13:39:07,0,0
月十四1920,我们是冠军！,2021-11-07 13:39:07,0,0
我最讨厌楞次定律zzh,牛批,2021-11-07 13:39:06,0,0
江南繁华如梦,起飞,2021-11-07 13:39:04,0,0
MoonlightOSH,我们是冠军！！！,2021-11-07 13:38:57,0,0
闲鱼也想要翻身啊,恭喜,2021-11-07 13:38:37,0,0
宋宋宋叫长安,牛逼！看的电竞文照进了现实,2021-11-07 13:38:38,0,0
worth777,我想明凯了,2021-11-07 13:38:36,0,0
阿荡的嘉,恭喜,2021-11-07 13:38:25,0,0
拐走小馒,我们是冠军！！！！,2021-11-07 13:38:24,0,0
_张晓江,EDG夺冠给日的妹妹在哪里,2021-11-07 13:38:15,0,0
kxkxkxkovo-,给我发e言难禁,2021-11-07 13:38:13,0,0
抽抽家族最爱云,恭喜🎊🎉🎈🍾️你们是冠军,2021-11-07 13:37:53,0,0
拐走小馒,EDG牛逼！！！,2021-11-07 13:37:46,0,0
YoRoll-瓶崽,恭喜EDG，“我们是冠军！”,2021-11-07 13:37:42,0,0
尋歡吶,今夜不眠！恭喜EDG！scout，viper，jiejie，meiko，圣枪哥！绝了最后一局！,2021-11-07 13:37:24,1,0
星星超优秀的,EDG是冠军！！！我的天好激动啊EDG牛🍺,2021-11-07 13:37:22,0,0
沧海一声虚,圣枪哥南枪nb,2021-11-07 13:37:14,0,0
花海静寂,我们，是，冠军！,2021-11-07 13:37:12,0,0
常安无故里,虽然你没上场，但冠军在edg，你就算退役，我们都没有遗憾了，希望未来的你穿着西服现在教练场上，而不是队服在选手席，再一次背负举世的压力和瞩目，厂长，加油，一位从we到edg的猪仔，从大学到工作，终于，圆梦了。,2021-11-07 13:37:11,1,0
王恺钰同学,不敢想象,2021-11-07 13:37:11,0,0
聪明机智你牛霸霸啊,EDG牛逼！！！,2021-11-07 13:36:59,0,0
渡星河滿目,恭喜EDG,2021-11-07 13:36:43,0,0
小溪又饿了,我们是冠军！🏆,2021-11-07 13:36:41,0,0
我青年大学习每期都学,jiejie选佛爷哥啊 黑骑士不是帅爆了？,2021-11-07 13:36:41,0,0
梦想miracles,edg牛逼,2021-11-07 13:36:27,0,0
不吃龙猫了,EDG是    世 界 冠 军,2021-11-07 13:36:23,0,0
你只能这样吗,我们！是冠军！,2021-11-07 13:36:21,1,0
淼湮,转发微博,2021-11-07 13:36:16,0,0
图图xxxs,恭喜,2021-11-07 13:36:12,0,0
西局_,太棒了太棒了太棒了吧！！！！！超级精彩！！,2021-11-07 13:36:12,0,0
奶葵很渴,恭喜！EDG！,2021-11-07 13:36:11,0,0
杨多多Aaron,你们牛批！,2021-11-07 13:36:07,1,0
厌厌厌烦烦,恭喜恭喜,2021-11-07 13:36:06,0,0
Instructor-f,两把黑暗骑士赵信没能打赢，最后一把用了赵云子龙，真就如有神助，对面请faker上身我们请子龙上身！,2021-11-07 13:36:05,0,0
_TiAmo拾柒,恭喜！！！EDG🐮🍺！！！,2021-11-07 13:36:01,0,0
BBabby-,恭喜EDG！！！！,2021-11-07 13:35:59,0,0
心若向阳2003,能不能给佐伊冠军皮肤！,2021-11-07 13:35:54,0,0
虾滑丸丸,厉害👍🏻,2021-11-07 13:35:54,0,0
AKedy_艾草,恭喜夺冠！！,2021-11-07 13:35:53,0,0
益杯麻薯,昨晚男寝都沸腾了！！你们是所有人的骄傲EDG,2021-11-07 13:35:38,0,0
源三岁2017,我们是冠军🏆 🏆🏆🏆,2021-11-07 13:35:36,1,0
佳某某心无所恃,恭喜！恭喜,2021-11-07 13:35:28,0,0
小杜d小杜,牛啊,2021-11-07 13:35:26,0,0
今天又看见星星了,是冠军！！！！！！,2021-11-07 13:35:07,0,0
嗯-叁佰-,恭喜EDG,2021-11-07 13:34:59,0,0
文文的辞,EDG恭喜夺冠！牛逼,2021-11-07 13:34:57,0,0
辣酱锅贴,恭喜加油,2021-11-07 13:34:54,0,0
芭比哥l,恭喜EDG,2021-11-07 13:34:48,0,0
星海-StarSea,EDG牛逼！恭喜电宝！,2021-11-07 13:34:39,0,0
一段记忆80517,牛叉！！！！,2021-11-07 13:34:26,0,0
来碗白粥不加咸菜,牛爆冷进决赛到夺冠，在调侃和不被看好的情况下走到冠军你们真的超棒！！！,2021-11-07 13:34:26,0,0
MorganSu,冲 特么的  nb！！！！,2021-11-07 13:34:21,0,0
写作经历读作人生,恭喜恭喜,2021-11-07 13:34:16,0,0
莫羽超爱羊屁屁,恭喜DEG！！！,2021-11-07 13:34:14,0,0
白昼樱桃-,恭喜！,2021-11-07 13:34:12,0,0
从前有个苏陌,冠军,2021-11-07 13:33:59,0,0
金克丝宝贝儿,妹扣选个娜美皮肤吧,2021-11-07 13:33:50,0,0
AAB制2018,不愧是你未来可期7一直相信EDG能赢就是有点小错我选的3—1,2021-11-07 13:33:36,1,0
快乐甜心666,太棒了恭喜,2021-11-07 13:33:28,0,0
斯麒_Chen,恭喜！,2021-11-07 13:33:17,0,0
西曦嘻茜,EDGNB！！！,2021-11-07 13:33:09,0,0
帅气的饽饽,含金量太高了！ 见证了LPL全部的三个冠军 我们生在最好的时代！ 恭喜EDG！我们是冠军！🏆,2021-11-07 13:33:08,0,0
小-X星星,恭喜EDG，赢得冠军🏆 🎉 🎉,2021-11-07 13:33:02,0,0
奕奕欣辉伞,早安第一赛区的粉丝们,2021-11-07 13:32:53,0,0
小焦很可爱,世界冠军！,2021-11-07 13:32:48,0,0
TFBOYS偏爱小凯,游戏玩的好不算什么，有本事奥运会去争第一啊,2021-11-07 13:32:45,0,0
何时能奔现,你们是冠军🏆,2021-11-07 13:32:43,0,0
狂鸟丶瑶仙子-90327,冲,2021-11-07 13:32:37,0,0
风中ww,恭喜恭喜,2021-11-07 13:32:30,0,0
王嫂柳冬冬,现在才醒 激动了一晚上 nbnbnb,2021-11-07 13:32:27,0,0
Ayuan_远远,世🏆！界🏆！冠🏆！军🏆！,2021-11-07 13:32:26,0,0
苒苒爱小炸,很震惊这个逆转,2021-11-07 13:32:22,0,0
yjing柚子,我们是冠军🏆,2021-11-07 13:32:17,0,0
三爷的掌柜,我们是冠军！,2021-11-07 13:32:14,0,0
羊儿不吃布丁,我的天，从没想象过一个游戏类的点赞能到这么牛，edg牛逼,2021-11-07 13:32:12,1,0
当午我是锄禾呀,我:想要一个新ipad 男友:你妈叫我管着你不要乱买东西 我:edg打赢就买一个？ 男友:好 EDG牛逼！,2021-11-07 13:31:59,0,0
等一首仓颉,#EDG夺冠# #7号的EDG# #我们是冠军#,2021-11-07 13:31:58,0,0
TFBOYS偏爱小凯,#EDG夺冠#人民日报别只管制饭圈啊，啥时候管管游戏迷啊，他们可比饭圈低俗疯批多了，还有奥运会运动员们夺冠都没有见你们那么激动 @人民日报,2021-11-07 13:31:55,0,0
绫和ovo,恭喜啊！！！！！！！我一个不玩电竞的都被燃到了！！！！！！！！！！！！！,2021-11-07 13:31:52,0,0
阿琪198512,老板，房子必须要送哦，鼓励孩子们的辛苦付出终有回报，为国争光👍,2021-11-07 13:31:43,0,0
一只苏喂苏喂,印象中meiko实力确实强，牛逼牛逼，虽然没有我以前记忆中的选手，但是EDG就是牛逼,2021-11-07 13:31:42,0,0
真只吃菜花,为什么不ban猛犸,2021-11-07 13:31:41,1,0
free云知道1640,恭喜🎉🎉🎉,2021-11-07 13:31:33,0,0
说再多不如沉默2002,EDG牛逼,2021-11-07 13:31:27,0,0
薏文小可爱,是世界冠军,2021-11-07 13:31:22,0,0
礼礼吃香菜不吃芹菜,恭喜！！！！上次夺冠的时候我还和其他的小伙伴在小电影院看的今年我以为没希望了都没看,2021-11-07 13:31:15,0,0
YangHighly, 从8进4到4进2再到冠军🏆！！🎉恭喜,2021-11-07 13:31:03,0,0
肉萌鲜鲜wo,恭喜恭喜,2021-11-07 13:30:50,0,0
至死都要保持少年之心啊,恭喜！,2021-11-07 13:30:50,0,0
阿琪198512,孩子们辛苦了，你们是最棒的👍中国🇨🇳的骄傲,2021-11-07 13:30:50,0,0
Koh-illusion,恭喜，但是请部分粉丝理智庆祝,2021-11-07 13:30:42,0,0
