commentor_name,comment_text,create_time,like_count,reply_number
包子店小二,,2021-11-07 02:40:03,0,0
徐小小小桐,我们是冠军！！！！,2021-11-07 02:40:03,0,0
爱是wzy201607,骑士归来,2021-11-07 02:40:02,1,0
悲歌可以当哭,我们是冠军！冲冲冲,2021-11-07 02:40:01,0,0
Happyiii_,我们是冠军🏆！！！！,2021-11-07 02:39:59,0,0
神雾山天虚道人,这么多年真的不容易，猪仔们不容易，队员们更不容易，可以毫不夸张的说国电是LPL遭受辱骂最多的队伍了！可是他并没有倒下，黑红骑士再次站起来了，EDG 粉丝终于又站起来了。不破不立，今晚我们是冠军！！EDG    牛逼！！,2021-11-07 02:39:59,0,0
那你就数月亮吧,太棒啦,2021-11-07 02:39:57,0,0
SameHHHH,EDG牛逼！,2021-11-07 02:39:58,0,0
圣芙蕾雅K423,EDG牛逼！！！！,2021-11-07 02:39:55,0,0
诡术妖熊,牛逼,2021-11-07 02:39:55,0,0
银狐的军师,恭喜全员眼镜👓哥,2021-11-07 02:39:51,0,0
那你就数月亮吧,恭喜恭喜,2021-11-07 02:39:51,0,0
怪兽小帅哥z,恭喜🎉,2021-11-07 02:39:49,0,0
赵员德-,EDG牛逼！！,2021-11-07 02:39:48,0,0
吼嚯哈嘿_x,恭喜！,2021-11-07 02:39:46,0,0
打杂小伙zzz,这波要喊7 次吧,2021-11-07 02:39:45,0,0
HonjoRen_蓮,转发,2021-11-07 02:39:43,0,0
Fire-Emperor,牛逼！,2021-11-07 02:39:40,0,0
菜-zhaoxu-,edg牛逼,2021-11-07 02:39:40,0,0
Limerencefor_y,66666666666,2021-11-07 02:39:39,0,0
佐佐伊琍少生气_,原本以为进四强那天就是人生中最幸福的一天。 原来，一辈子真的很长。 那就再喜欢你一辈子。,2021-11-07 02:39:39,0,0
大呆头小小启蒙,我们是冠军🏆,2021-11-07 02:39:38,0,0
ai项玉杰,EDG牛逼！,2021-11-07 02:39:35,0,0
限时月亮不退换,我们是冠军！！！！！！！！,2021-11-07 02:39:35,0,0
北落山门,恭喜淀粉，终于等到,2021-11-07 02:39:36,0,0
Histyle造型子轩,爹牛逼,2021-11-07 02:39:33,0,0
楼高影魅,太牛逼了,2021-11-07 02:39:30,0,0
在可安歇的青草地上,恭喜,2021-11-07 02:39:30,0,0
随风而自在,lpl冠军，edg冠军,2021-11-07 02:39:30,0,0
王肖博君一肖DAYTOY,恭喜EDG！！！~冠军🏆！！！~.,2021-11-07 02:39:28,1,0
-啵啵赞赞顺顺利利-,恭喜edg,2021-11-07 02:39:26,0,0
丶Starboy,冲冲冲，七年了,2021-11-07 02:39:25,0,0
与君书924,EDG流弊！！！！！,2021-11-07 02:39:24,0,0
ZPFffffffffff,我真的，2015年S5，edg被pang将军用命抬到8强，结果8强输给Fnc，还因为bug重赛，接来了六年一直被别人揪着“Bo5输4把”的梗，当时我一个人坐在网吧，我都懵了。到今天夺冠，真的太不容易了，7年了啊。,2021-11-07 02:39:24,1,2
小花梦中有你,EDG！牛！逼！！！！！！！！！,2021-11-07 02:39:23,0,0
乔治和佩奇的猪排饭,edg赢了，在座的女人请自备道具，每人操我1个小时,2021-11-07 02:39:23,3,0
放逐之外,“我要争一口气，不是想证明我有多么了不起，我是要告诉别人，我失去的东西我一定要拿回来！” 我们是冠军！！！我们是EDG！！！ 7777777777！,2021-11-07 02:39:23,0,0
慕容诺飞,你就是！！！！,2021-11-07 02:39:22,0,0
7円薯片QwQ,恭喜恭喜恭喜恭喜恭喜恭喜恭喜恭喜,2021-11-07 02:39:22,0,0
星颖xyx,祝贺祝贺,2021-11-07 02:39:21,0,0
我下贱我馋你身子,拿了冠军多了50万关注啊,2021-11-07 02:39:19,0,0
Yttrium100,#EDG夺冠flag#所以田队长准备挑谁陪跳伞？还有lrc什么时候直播睡觉？当然，比起这个，我更关心bking的白头发什么时候染以及junjia什么时候吃（）,2021-11-07 02:39:17,0,0
我是张富贵儿吖,是，我们是冠军，一个月跑步走起来,2021-11-07 02:39:18,0,0
532518567张,恭喜EDG,2021-11-07 02:39:17,0,0
凯一定会见面的,关系,2021-11-07 02:39:17,0,0
体贴的帅狗子,我们是！！冠军！！！！,2021-11-07 02:39:17,0,0
阿德588,edg！,2021-11-07 02:39:16,0,0
老马A999,我就是一直不看好你而且年年跟着喷你的喷子之一，你的表现让我从此闭上了臭嘴，转而为你喝彩,2021-11-07 02:39:15,0,0
呵02078,电宝妈妈爱你,2021-11-07 02:39:14,0,0
木鏡七七,@吹晚风的江江 恭喜啊啊啊啊啊啊,2021-11-07 02:39:15,0,0
李天奕,,2021-11-07 02:39:13,0,0
熠熠熠YYYYYY,恭喜EDG!,2021-11-07 02:39:12,0,0
酒枫紫,我们是冠军！！！！！,2021-11-07 02:39:13,0,0
小叶困了喔,恭喜EDG🎉,2021-11-07 02:39:12,0,0
阿年今天也要好好学习,恭喜！,2021-11-07 02:39:12,0,0
青木先生有个梦,EDG牛逼，皮肤能不能选寡妇啊,2021-11-07 02:39:11,0,0
御雪听风,图上六个帅哥都长得一模一样。外行人完全分不清谁是谁。,2021-11-07 02:39:10,0,0
邓璐滢,你们是最棒的,2021-11-07 02:39:11,0,0
繁华落尽HX,恭喜恭喜,2021-11-07 02:39:10,0,0
吾皇的幻肢好痛好痛的呀,🐮啊！！！,2021-11-07 02:39:06,0,0
爱吃的修哥哥,777777你看到了吗！！！我们是冠军！！！！,2021-11-07 02:39:03,0,0
Ame是只猫,恭喜🎉,2021-11-07 02:39:03,0,0
RaOwEnFaN,恭喜EDG ！,2021-11-07 02:39:02,0,0
黄斤矿工,恭喜edg,2021-11-07 02:39:00,0,0
易燃装置大帅哥,恭喜,2021-11-07 02:38:59,0,0
爱喝茉莉花果子茶,我们是冠军！,2021-11-07 02:39:00,0,0
林不鹿,恭喜电宝，7777777,2021-11-07 02:38:58,0,0
王楷kay,EDG牛逼，我们叒是冠军🏆,2021-11-07 02:38:59,1,0
我已经笑的不行了哈哈,泪目！,2021-11-07 02:38:58,0,0
开飞船的积木熊,恭喜恭喜,2021-11-07 02:38:58,0,0
沙雕章鱼在线卑微,世界第一！！！！！！EDG牛逼！！！我们是冠军！！！！！！！,2021-11-07 02:38:57,0,0
好想唱Rap,睡不着了哇哇哇哇哇,2021-11-07 02:38:57,0,0
暂时凑合-,我们是冠军！🏆,2021-11-07 02:38:55,0,0
宜宾灬吴彦祖,我们是冠军,2021-11-07 02:38:54,0,0
EDG就是NP,EDG牛逼,2021-11-07 02:38:53,0,0
chery-h,恭喜EDG，虽然我不玩,2021-11-07 02:38:52,0,0
是要有光吧,牛逼,2021-11-07 02:38:50,0,0
Vampire对爱情很理想型,恭喜🎊🎊🎊,2021-11-07 02:38:50,0,0
EDG502,支持edg说好了赢了转520呢兑现承诺吧支付宝账户：13972111049,2021-11-07 02:38:50,1,0
阿司匹林药粒,牛逼！！,2021-11-07 02:38:47,0,0
卖龙虾的小女孩2,恭喜,2021-11-07 02:38:44,0,0
坤坤的超级无敌大宝贝,恭喜，冠军！～,2021-11-07 02:38:44,0,0
Jacky-蓝鸟科技,恭喜恭喜,2021-11-07 02:38:42,0,0
我只是路過吃瓜阿,@TCL智享生活: #EDG夺冠# 我们是冠军！我们又是冠军！我们是世界冠军！绷不住了淀粉们！小T夺冠就抽98吋电视flag达成！快去看置顶微博抱走吧家人们～,2021-11-07 02:38:41,0,0
邓亦等,恭喜edg我们是冠军，我们是第一赛区,2021-11-07 02:38:39,0,0
小黄人口袋里的banana,,2021-11-07 02:38:38,0,0
Dear迪迪小可耐,EDG牛逼,2021-11-07 02:38:38,0,0
睦月呀_,我们是🏆,2021-11-07 02:38:36,0,0
Lil_Hui,我们是冠军🏆,2021-11-07 02:38:36,0,0
钟文灿_,恭喜EDG！恭喜LPL！#edg夺冠# EDGEDG！YYDS！,2021-11-07 02:38:34,0,0
轻掠星辰,冠军！！！,2021-11-07 02:38:34,0,0
手婉儿,我们是冠军,2021-11-07 02:38:34,0,0
羡时甜品,我们就是最牛的,2021-11-07 02:38:33,0,0
蜉蝣0307,EDG牛逼,2021-11-07 02:38:32,0,0
北要爱你小客,牛逼！,2021-11-07 02:38:30,0,0
奥利奥是饼干吗是的-,恭喜,2021-11-07 02:38:27,0,0
Pumpkinvigor,恭喜EDG,2021-11-07 02:38:27,0,0
香肠水,我们是冠军,2021-11-07 02:38:24,0,0
阿姊冯冯,冠军！！！,2021-11-07 02:38:24,1,0
歆玥欣悦,恭喜EDG！！！！！！！！,2021-11-07 02:38:24,1,0
沉河香,我转粉了！太强了！EDG牛逼！！！,2021-11-07 02:38:23,0,0
肖一槑,补完课了 edg🐮🍺 777777777777777777777777,2021-11-07 02:38:23,0,0
天上有个流星,我们是冠军啦,2021-11-07 02:38:22,0,0
Guitar_誉,不破不立！这冠军实属不易！,2021-11-07 02:38:22,0,0
3637LAIQ,我们是冠军，我一个老粉直接看哭了，我们一路上承受了太多太多,2021-11-07 02:38:20,0,0
张艺厚,恭喜edg！！！！！！！！,2021-11-07 02:38:20,0,0
叫什么凌,恭喜EDG！！！！,2021-11-07 02:38:19,0,0
harpuia丶,恭喜啊,2021-11-07 02:38:15,0,0
月影疾枫,Edg,2021-11-07 02:38:13,0,0
炒鸡炒鸡仙的小仙女,EDG🐂,2021-11-07 02:38:13,0,0
抹茶quqi,恭喜！,2021-11-07 02:38:11,0,0
AmbitiousCCC,太牛了太牛了！！！EDG我的超人！,2021-11-07 02:38:10,0,0
melt_ing,我们是冠军,2021-11-07 02:38:10,0,0
Sy_秋永爱,我们是冠军！！！,2021-11-07 02:38:06,0,0
阿四糖,我们是世界冠军,2021-11-07 02:38:07,0,0
最美好的事是遇见了你,不破不立edg，edg牛逼,2021-11-07 02:38:05,0,0
liippp,冠军皮肤要选摩托机车，骑士皮肤，要选超帅，超酷，超强，超猛的,2021-11-07 02:38:05,1,0
J_W_Y_,恭喜,2021-11-07 02:38:05,0,0
KI_TS_CH,恭喜🎉,2021-11-07 02:38:04,0,0
老娘要做SuperMan,超牛逼,2021-11-07 02:38:04,0,0
琬琬动物园,喔噢！,2021-11-07 02:38:03,0,0
天真善良哟,恭喜,2021-11-07 02:38:02,0,0
黑金古刀1,不破不立，我们是冠军🏆,2021-11-07 02:38:00,0,0
Secertme,我们是冠军,2021-11-07 02:38:00,0,0
yo心酸,我们是冠军,2021-11-07 02:37:58,0,0
scream刚刚给,edg nb！edg nb！edg nb！,2021-11-07 02:37:58,0,0
執念36627,恭喜EDG !,2021-11-07 02:37:57,0,0
喜欢冬天--,捧杯吧,2021-11-07 02:37:55,0,0
油炸脚后跟,厉害了！,2021-11-07 02:37:54,0,0
别不拿减肥不当事,嚣张尽情的嚣张吧，哈哈哈,2021-11-07 02:37:55,0,0
红桶穆克夫33978,我们是冠军！lpl冠军！,2021-11-07 02:37:53,0,0
有趣的老三,,2021-11-07 02:37:53,0,0
许弱xro,我们是冠军！,2021-11-07 02:37:50,0,0
迷失兔兔山田心,7777,2021-11-07 02:37:48,0,0
欤旅与你,恭喜,2021-11-07 02:37:48,0,0
Coser猫9,,2021-11-07 02:37:47,0,0
请叫我何先森-,牛逼,2021-11-07 02:37:48,0,0
我很爱我的幼稚园男团,恭喜EDG夺冠    冠军🏆,2021-11-07 02:37:47,0,0
Dominic0lol,EDG牛逼！！！,2021-11-07 02:37:47,0,0
兜不了吃着走123,EDG🐮🍻！！！,2021-11-07 02:37:45,0,0
柒77VII,恭喜 EDG ！,2021-11-07 02:37:45,0,0
PCCHLAY,EDG牛逼!!!,2021-11-07 02:37:45,0,0
Swiftly1,我真的恍惚了 有种做梦的感觉 好多年了,2021-11-07 02:37:43,0,0
阿七柒啊,恭喜EDG！,2021-11-07 02:37:43,0,0
改变将至,EDGnb！我们！是！冠军！！！！！！！,2021-11-07 02:37:43,0,0
小桥青巷柳影,我们是冠军,2021-11-07 02:37:42,0,0
炸鱼薯条蕃茄酱,8强赢的是2021年Msi冠军！4强赢的是S赛两冠队伍！最后决赛赢了卫冕冠军夺冠！史上最高含金量没有之一！恭喜EDG,2021-11-07 02:37:41,0,0
moussssnow,牛逼牛逼,2021-11-07 02:37:41,0,0
服软儿,不破不立 EDG牛啊,2021-11-07 02:37:40,0,0
没有我不吃的果,我的电买到绩优股了,2021-11-07 02:37:37,0,0
hh没头脑和不高兴hh,又又又是冠军,2021-11-07 02:37:37,0,0
yhw04,edg牛逼啊啊啊啊啊啊,2021-11-07 02:37:37,0,0
月亮又不快乐ii,啊啊啊啊 哭死,2021-11-07 02:37:37,0,0
散买卖不散感情,🐂🍺,2021-11-07 02:37:37,0,0
只想睡觉别烦,你们太棒啦！,2021-11-07 02:37:36,0,0
妹宝的贴身保镖,世界冠军！！,2021-11-07 02:37:36,0,0
87號饼子,救命肥肠的优秀！！！！！,2021-11-07 02:37:33,0,0
上岸小子Cz,不破不立！！！我们是冠军！！！,2021-11-07 02:37:33,0,0
星源游雨,edg牛逼！！！！！,2021-11-07 02:37:31,0,0
樱樱樱n,EDG牛！！！,2021-11-07 02:37:30,0,0
糖醋里脊雪媚娘,真的好牛！,2021-11-07 02:37:31,0,0
進擊的劉小胖,感谢EDG！！你们辛苦了！！,2021-11-07 02:37:28,0,0
废柴不要大意的超神,恭喜edg！！！实至名归，你们是冠军🏆,2021-11-07 02:37:28,0,0
云木1128,啊啊啊牛逼！！！！,2021-11-07 02:37:27,0,0
世上唯有爱与美食不可辜负,恭喜,2021-11-07 02:37:27,0,0
AirIsU,EDGnb！！！,2021-11-07 02:37:26,0,0
洛三s,nb，我们是冠军,2021-11-07 02:37:25,0,0
_imZc,恭喜,2021-11-07 02:37:19,0,0
SteelWings,冠军啊！！！,2021-11-07 02:37:19,0,0
小兔子呀小狮子,广西人民发来贺电！！,2021-11-07 02:37:19,0,0
很懒很困很饿,nb,2021-11-07 02:37:19,0,0
瀑瀑枳茳,牛逼,2021-11-07 02:37:19,0,0
爱吃茼蒿的崔小炮,为什么不带着明凯去冰岛！！！,2021-11-07 02:37:16,0,0
奶团子-初见20190602,恭喜恭喜,2021-11-07 02:37:15,0,0
85号啵啵97,厉害,2021-11-07 02:37:16,0,0
同俺们干一架,恭喜,2021-11-07 02:37:16,0,0
沉若流汐,我们是冠军！！！EDGnb,2021-11-07 02:37:14,0,0
币圈韭菜头子,贺电,2021-11-07 02:37:11,0,0
孤独陪烈酒13,EDGYYDS,2021-11-07 02:37:11,0,0
若来昏霞青鹭栖,恭喜EDG!!!,2021-11-07 02:37:11,0,0
山风橘海,恭喜EDG！！！,2021-11-07 02:37:10,0,0
菠萝之王c,,2021-11-07 02:37:10,0,0
神奇的念,恭喜,2021-11-07 02:37:09,0,0
麟蛟吧,edg牛逼！！！！,2021-11-07 02:37:09,1,0
桂圆变装,我们是冠军,2021-11-07 02:37:08,0,0
holme_v,恭喜edg，我们终于夺冠了,2021-11-07 02:37:08,0,0
墨茉lady,恭喜EDG,2021-11-07 02:37:07,0,0
Dear_糖夕,恭喜,2021-11-07 02:37:06,0,0
vvvvv驴,,2021-11-07 02:37:06,0,0
快点来睡我,🏆,2021-11-07 02:37:05,0,0
OwoowOoUo,我们是冠军！！！EDG是冠军！！！,2021-11-07 02:37:05,0,0
呀唬yo,你们是宝贝！中国🇨🇳牛逼,2021-11-07 02:37:05,0,0
唯爱85一宝,恭喜🎉🎉🎊,2021-11-07 02:37:03,0,0
忧然自在-,牛逼,2021-11-07 02:37:02,0,0
桃桃安妮茶,等到了,2021-11-07 02:37:02,0,0
琳哥Ailin,EDG牛逼，我们是冠军🏆,2021-11-07 02:37:01,0,0
梦魇呓之,我们是冠军,2021-11-07 02:37:01,0,0
皖停,恭喜🎉🎉🎉🎉🎉,2021-11-07 02:37:00,0,0
D_ChenGli,世界冠军！,2021-11-07 02:36:59,0,0
谁都不晓得我,牛批,2021-11-07 02:36:59,0,0
桂圆变装,恭喜🎉🎉🎉🎉🎉。,2021-11-07 02:36:56,0,0
吃猫de鱼r,我们是冠军！！！！,2021-11-07 02:36:52,0,0
A_YYAYA,恭喜！,2021-11-07 02:36:50,0,0
一只小黑猫w,转发微博,2021-11-07 02:36:48,0,0
是皮特吗,edg yyds,2021-11-07 02:36:45,0,0
更文进度百分之一,NB！EDG！,2021-11-07 02:36:45,0,0
DDDDDDKL,喉咙献给你们,2021-11-07 02:36:43,0,0
咬一口啵萝包,edg牛逼！,2021-11-07 02:36:44,0,0
南哪儿陈冠希,等了六年，终于等到了,2021-11-07 02:36:42,1,0
AbyssER_,777777,2021-11-07 02:36:40,0,0
予澈cy,恭喜！！！！！,2021-11-07 02:36:40,0,0
小次郎的挚爱武藏Zang,不破不立！！！,2021-11-07 02:36:38,0,0
星野星野i,原来是这五个人又把lck的天捅破了,2021-11-07 02:36:38,0,0
Xmmmm_,我们是冠军🏆EDG🐮🍺！！！,2021-11-07 02:36:37,0,0
元溪xixixixi,我们是冠军,2021-11-07 02:36:37,0,0
愚钝的愤青,"恭喜EDG,我们是冠军",2021-11-07 02:36:34,1,0
七小姐Du,好牛 看得我热血沸腾,2021-11-07 02:36:34,0,0
8Mile70937,EDG完美复刻DK打T1，DK终成T1，我们是冠军🏆！！！,2021-11-07 02:36:34,0,0
誰有闫骨風月尽覆,我们是冠军！大家辛苦了！,2021-11-07 02:36:30,0,0
数二一百五选手,EDG,2021-11-07 02:36:30,0,0
2020一切顺心呀,🐂,2021-11-07 02:36:28,0,0
_今天统一台湾了吗,我们是冠军！！！我等了7年,2021-11-07 02:36:27,0,0
猫咪爱好家,我们是冠军！！！！,2021-11-07 02:36:27,0,0
小屁孩96169,恭喜EDG,2021-11-07 02:36:27,0,0
扎猹的猪,"不能打EDG的F6,老传统了",2021-11-07 02:36:26,0,0
养一只黑色小柴,明凯我们是冠军,2021-11-07 02:36:26,0,0
