commentor_name,comment_text,create_time,like_count,reply_number
五谷杂粮吃饱,恭喜真棒,2021-11-07 08:53:50,0,0
花舒·EZY,恭喜,2021-11-07 08:53:46,0,0
喜儿来了,牛牛牛,2021-11-07 08:53:44,0,0
淏胖胖,恭喜,2021-11-07 08:53:45,0,0
繁风_,,2021-11-07 08:53:43,0,0
酷盖的阿姨,恭喜恭喜,2021-11-07 08:53:41,0,0
_西风冷暖,哇靠，这么多人关注吗？看球不懂阿,2021-11-07 08:53:40,0,0
逝水流年轻染尘k,恭喜,2021-11-07 08:53:40,0,0
愿小炸三冬暖阳,恭喜EDG！！,2021-11-07 08:53:40,0,0
阿悦的心动微博,我们是 冠军！！！,2021-11-07 08:53:38,1,0
哈哈估计快了,edg🐮🍺,2021-11-07 08:53:36,0,0
呆橘it,厉害👍🏻，太棒啦,2021-11-07 08:53:35,0,0
噢呀呀,好棒！！！！！！！,2021-11-07 08:53:35,0,0
流浪汉的诗和远方,恭喜阿,2021-11-07 08:53:34,0,0
温泽意_Zoey,转发微博,2021-11-07 08:53:34,0,0
二筒与二条,感冠军！！！,2021-11-07 08:53:32,0,0
-whhhyy,恭喜,2021-11-07 08:53:32,0,0
戴月_,#edg夺冠# 我看不懂但是牛逼！！！！,2021-11-07 08:53:29,0,0
喜多川海梦厨,早上好，冠军,2021-11-07 08:53:28,0,0
哈尔滨IMAX观影团,恭喜！,2021-11-07 08:53:27,0,0
还吹着风200404,冠军！,2021-11-07 08:53:27,1,0
吴小乐1988,我们是冠军,2021-11-07 08:53:26,0,0
徐了个泡,我们是冠军！！昨晚我终于说出来这个话,2021-11-07 08:53:25,0,0
蛮族小公主,比Dota2的LGD厉害多了，大爱,2021-11-07 08:53:24,0,0
Ghost530-,我们是冠军！,2021-11-07 08:53:23,0,0
千汐_sun,恭喜EDG,2021-11-07 08:53:24,0,0
Xilaygotham,恭喜恭喜,2021-11-07 08:53:22,0,0
HomeToReturn,1拿冠军2收复台湾,2021-11-07 08:53:21,0,0
zilz_y,还能说什么？！EDG牛逼好吧！！！！！！！,2021-11-07 08:53:20,0,0
__追光者灬,牛逼,2021-11-07 08:53:20,0,0
王一博太太的微博,厉害！,2021-11-07 08:53:18,0,0
雄雄ke哦1,恭喜！,2021-11-07 08:53:16,0,0
CAWA-邦嘎,可怜可悲,2021-11-07 08:53:16,0,0
sleepydazzle,精彩的BO5，谢谢你们，我也不留遗憾了,2021-11-07 08:53:13,0,0
王在鑫喃,牛逼,2021-11-07 08:53:14,0,0
95后暴躁老阿姨,冠军🏆,2021-11-07 08:53:13,0,0
阿然a嘿,是,2021-11-07 08:53:13,0,0
像猫丞丞同学学习,冠军牛逼,2021-11-07 08:53:08,0,0
21年加油初会必过且自律加油,#edg夺冠# ,2021-11-07 08:53:05,0,0
大厂里的一只叫NANA的小学分,恭喜恭喜，昨天比赛看一半不小心睡着了，熬夜熬不住啊，今天早上一起来就听说夺冠了，超级开心，EDGyyds！！！（话说这个比赛能看回放不）,2021-11-07 08:53:05,1,0
行走的荷er蒙,牛逼,2021-11-07 08:53:05,0,0
繁简LYF,真的没接触过电竞这个领域，但看比赛时候确实起了鸡皮疙瘩！EDG太！,2021-11-07 08:53:04,0,0
潇慕清,恭喜EDG🏆,2021-11-07 08:53:03,0,0
颖翎萌哒,太牛了,2021-11-07 08:53:03,0,0
王1博肖赞99号圈外女友,EDG牛逼！！！！！！！！！！！！！,2021-11-07 08:53:01,0,0
戒戒糖戒宵夜,,2021-11-07 08:52:58,0,0
容安i,果然我不看了就开始赢 EDG你们牛批,2021-11-07 08:52:55,0,0
羽小汐汐,EDG牛逼！！恭喜EDG,2021-11-07 08:52:55,0,0
乡野村猹,太牛逼了！,2021-11-07 08:52:54,0,0
玫瑰乌龙茶62_,恭喜EDG！！！,2021-11-07 08:52:54,0,0
悠家的残儿0v0,恭喜！,2021-11-07 08:52:52,0,0
我是肖战的拜拜雪公主,世界冠军！,2021-11-07 08:52:52,0,0
风清云婧WYC,恭喜恭喜,2021-11-07 08:52:52,0,0
蛮族小公主,牛逼,2021-11-07 08:52:51,0,0
诉诸神明,恭喜,2021-11-07 08:52:51,0,0
天师府里的林崽GLK,我们是冠军！！！,2021-11-07 08:52:51,0,0
VirusesOo,牛逼,2021-11-07 08:52:49,0,0
我叫帅哥之王,我们是超级无敌总冠军,2021-11-07 08:52:45,0,0
想成为乌托邦的小孩,恭喜EDG,2021-11-07 08:52:45,0,0
LXLinnn,虽然我不玩游戏，但是，你们超棒！！！！！,2021-11-07 08:52:43,0,0
啊咯PPT,我特么就问这个皇子你们怕不怕，三国第一猛将，吕奉先,2021-11-07 08:52:42,0,0
沫沫73720,恭喜EDG！！冠军🏆！,2021-11-07 08:52:39,0,0
Evan_玲儿,恭喜🎉🎉,2021-11-07 08:52:39,0,0
阿一-accountant,,2021-11-07 08:52:38,0,0
小烊苏西777,虽然不懂，但是我觉得为国争光就是最棒的,2021-11-07 08:52:37,0,0
AKA-smoker,冠军中的冠军,2021-11-07 08:52:36,0,0
枇杷哎哟哟-,牛逼！！！,2021-11-07 08:52:35,0,0
易易啊囧,,2021-11-07 08:52:34,0,0
奶司兔弥柚,！！！！dEDG牛！！,2021-11-07 08:52:33,0,0
8号线的旅客,请你加上世界两个字！,2021-11-07 08:52:33,0,0
勇敢的啾,恭喜！！！,2021-11-07 08:52:29,0,0
Passer_by小姜,恭喜冠军,2021-11-07 08:52:21,0,0
努力赚钱猫狗双全,,2021-11-07 08:52:20,0,0
不是石榴花是十六画,我！们！！是！！！冠！！！！军！！！！！,2021-11-07 08:52:19,0,0
依萍如萍梦萍-,,2021-11-07 08:52:13,0,0
米丝米丝shen,牛哇牛哇,2021-11-07 08:52:12,0,0
头像不系本人呀,牛,2021-11-07 08:52:11,0,0
咸鱼気水,╭( ･ㅂ･)و ̑̑ ＂,2021-11-07 08:52:10,0,0
南一道街Y,冠军,2021-11-07 08:51:59,0,0
啊caicia,恭喜EDG！,2021-11-07 08:51:57,0,0
角落艺术家,恭喜你们,2021-11-07 08:51:57,0,0
Nil莫西,#edg夺冠# 🏆,2021-11-07 08:51:57,0,0
阿天来啦,恭喜edg！！！！,2021-11-07 08:51:56,1,0
wl的小跟班图图,恭喜EDG,2021-11-07 08:51:55,0,0
Daisy2sy,感觉青春划上了圆满的句号，EDG牛逼,2021-11-07 08:51:54,0,0
问心65967,7年之约，Edg不破不立，重塑巅峰～！我们是冠军～！蓝色的雨～！,2021-11-07 08:51:53,0,0
今天没吃肉包子,EDG是世界冠军！,2021-11-07 08:51:52,0,0
_易颗芝星,我们是冠军,2021-11-07 08:51:50,0,0
本宫吃饱就犯困,恭喜,2021-11-07 08:51:50,0,0
无字天书2020,恭喜👍,2021-11-07 08:51:49,0,0
追溯流忆,恭喜edg,2021-11-07 08:51:48,0,0
珍珠奶茶ccc,啊啊啊啊，牛B,2021-11-07 08:51:48,0,0
梅小宝的漂亮姐姐,🐮🍺,2021-11-07 08:51:48,0,0
取名字的超级困难户,牛,2021-11-07 08:51:45,0,0
i被忘鹿,EDG牛逼！！！,2021-11-07 08:51:44,0,0
卿念君,恭喜，你们是冠军,2021-11-07 08:51:42,0,0
芒果三千层-,恭喜恭喜！！！！,2021-11-07 08:51:42,0,0
夢予里一星,edg冠军!,2021-11-07 08:51:41,0,0
z佐十二,EDG牛逼！！真的是逆风翻盘啊,2021-11-07 08:51:39,0,0
花小汐lalala,恭喜！！！！,2021-11-07 08:51:38,0,0
不吃瓜群众22333,恭喜恭喜，虽然完全不了解，但夺冠还是恭喜一下，昨天半夜寝室楼都沸腾了,2021-11-07 08:51:36,0,0
重庆火锅发财蟹,看到了 我们夺冠！！,2021-11-07 08:51:36,0,0
就很棒奈斯,发房了,2021-11-07 08:51:35,0,0
爱吃板栗的胖子,不破不立，逆袭黑马 edg牛逼，这冠军含金量,2021-11-07 08:51:34,1,0
加油鸭0O0,牛皮,2021-11-07 08:51:31,0,0
是颗好笋,恭喜EDG夺冠,2021-11-07 08:51:31,0,0
浅予儿丶,恭喜🎉🎉,2021-11-07 08:51:29,0,0
yeahhhhh一条咸鱼,冠军！！！牛逼！！,2021-11-07 08:51:29,0,0
兔子穿秋裤了,是世界冠军,2021-11-07 08:51:29,0,0
妮可啦岛芭-,恭喜恭喜,2021-11-07 08:51:29,0,0
怕兔,恭喜🎉,2021-11-07 08:51:28,0,0
青玉骨不是鬼吹灯,作为EDG这么多年的佛系散粉，昨天晚上夺冠一刻真的激动到流泪！！！！！今年真的是不破不立，打破所有魔咒！！！EDG牛！！！！！！破防了,2021-11-07 08:51:26,0,0
HCYYYY,到底是5个人还是6个人？,2021-11-07 08:51:26,0,0
浮世的折扇,恭喜EDG🏆！！！牛牛牛,2021-11-07 08:51:26,0,0
雨宫彻一yashon,恭喜EDG,2021-11-07 08:51:23,0,0
山岛环鱼子,恭喜！,2021-11-07 08:51:23,0,0
ZAurora丶,泪目了，宝,2021-11-07 08:51:23,0,0
侠er打怪兽,#EDG夺冠#恭喜夺冠🏆,2021-11-07 08:51:22,1,0
橙色的桃子2020,恭喜,2021-11-07 08:51:21,0,0
你开车我不坐,,2021-11-07 08:51:20,0,0
旺仔奶糖叭,很牛逼,2021-11-07 08:51:18,0,0
苏苏的小尘,恭喜！你们超棒！,2021-11-07 08:51:18,0,0
-小乖兽呀-,恭喜EDG,2021-11-07 08:51:15,0,0
of重症患者,恭喜🎉恭喜,2021-11-07 08:51:15,0,0
王一博有肖战你有个寂寞,恭喜🎉🎉🎉,2021-11-07 08:51:14,0,0
舍乂得62597,我们是冠军,2021-11-07 08:51:14,0,0
杠铃片86490,你们是我们的荣耀,2021-11-07 08:51:13,0,0
可爱味小企鹅,我们是冠军,2021-11-07 08:51:12,0,0
麻花吖a,冠军！！,2021-11-07 08:51:11,0,0
小恐龙想玩滑板,我们!是!冠!军!🏆,2021-11-07 08:51:09,0,0
FPenGIlIao丶,太牛逼了,2021-11-07 08:51:10,0,0
一些小田田,恭喜恭喜，夺冠舞跳起来,2021-11-07 08:51:08,0,0
下雨了小馋猫,冠军🏆 ,2021-11-07 08:51:08,0,0
Sls63643,牛,2021-11-07 08:51:07,0,0
今天也爱羡羡了吗,恭喜EDG！！！,2021-11-07 08:51:07,0,0
万_幸_,,2021-11-07 08:51:05,0,0
Sophia42862,真的夺冠了！祝贺！开心！,2021-11-07 08:51:03,0,0
混黑眼圈的山蛋蛋,恭喜edg！！！！！！！！,2021-11-07 08:51:03,0,0
贝暁强,不鱼死网破                                                                   不鸿鶱凤立                                                                        恭喜EDG🎉 Meiko 值得                                               7777777                                          。,2021-11-07 08:51:03,0,0
朵朵有毒,遗憾，没看直播,2021-11-07 08:51:02,0,0
sweetie71,太牛了！！！！！恭喜,2021-11-07 08:50:59,0,0
予卿KM,昨天看完都很困，EDG牛逼！,2021-11-07 08:50:59,0,0
·松露可可奶·,世界冠军！,2021-11-07 08:50:57,0,0
盆栽与土,恭喜！！！,2021-11-07 08:50:55,0,0
迪茶樱琳,EDGyyds！！！！！！！！！！！,2021-11-07 08:50:54,0,0
鲸落不识君,恭喜恭喜！我们是冠军🏆,2021-11-07 08:50:54,0,0
下雨了小馋猫,虽然我不玩联盟，但EDG赢了我还是会很自豪 EDG牛批！！！,2021-11-07 08:50:54,1,0
过期的橘杍,牛！！,2021-11-07 08:50:53,0,0
·枳桸·,EDG牛逼！！！,2021-11-07 08:50:49,0,0
小鳕鱼丸,牛逼牛逼,2021-11-07 08:50:49,0,0
乌笪,你们太厉害了！真的很棒！牛牛牛！恭喜恭喜🎉辛苦辛苦了，接下来可以好好休息一下哦！,2021-11-07 08:50:46,0,0
人是善变的---我也不例外-404,眼镜男的胜利,2021-11-07 08:50:45,1,0
叫我黑虎阿图,电宝打的好啊,2021-11-07 08:50:45,0,0
床头的小熊啦,我们是世界冠军！,2021-11-07 08:50:45,0,0
汽橙小熊,啊啊啊啊啊啊,2021-11-07 08:50:45,0,0
白日梦你_olo,,2021-11-07 08:50:45,0,0
仙风道骨沈清秋,我们是世界冠军！！！！！！！！！我们是全球冠军！！！！！啊啊啊啊啊啊啊啊啊啊啊啊！！！！,2021-11-07 08:50:44,0,0
海宝101010,眼镜男就是牛,2021-11-07 08:50:44,1,0
歲歳一廿长明,恭喜EDG,2021-11-07 08:50:42,0,0
开心就是要吃的呀,恭喜,2021-11-07 08:50:41,0,0
洛与彭2022,EDGyyds！！,2021-11-07 08:50:40,0,0
卑微红豆ovo,恭喜EDG夺冠！,2021-11-07 08:50:39,0,0
拔了角的Luna,恭喜🎉🎉🎉🎉🎉,2021-11-07 08:50:36,0,0
眼蕴星河_再不跑线下就要死了版,EDG是冠军！！！！！！,2021-11-07 08:50:34,0,0
EDGLemonD777,我们是冠军,2021-11-07 08:50:34,0,0
乔乔may铃兰,全体小眼镜啊,2021-11-07 08:50:26,0,0
任一一53880,恭喜EDG,2021-11-07 08:50:23,0,0
凌忆吖丶,太🐂🍺了！,2021-11-07 08:50:23,0,0
澄雪邪然,好棒啊！！！,2021-11-07 08:50:22,0,0
陪發財包晒月光de熊爪,恭喜！,2021-11-07 08:50:21,0,0
张保庆的小盆友,恭喜EDG,2021-11-07 08:50:22,1,0
兜里有糖0825,啊啊啊啊啊啊好棒好棒,2021-11-07 08:50:22,0,0
ID还不到02929,厂长NB,2021-11-07 08:50:20,0,0
又酸又甜柠檬鸭,太棒啦啦啦啦啦啦啦啦啦啦啦,2021-11-07 08:50:18,0,0
Argentum银宝,我们是冠军！！！,2021-11-07 08:50:17,0,0
IkFaker,恭喜！,2021-11-07 08:50:15,0,0
解西亚95872,EDG牛逼！！！,2021-11-07 08:50:14,0,0
这真有意思嘞,昨天晚上被edgnb洗脑了,2021-11-07 08:50:12,0,0
隋玉而常安W,我！们！是！冠！军！恭喜恭喜！太棒了！干得漂亮！,2021-11-07 08:50:11,0,0
零度浅池·_xJerome,恭喜！！！,2021-11-07 08:50:09,0,0
小G格蕾丝,牛！逼！🏆,2021-11-07 08:50:09,0,0
李李李是大宝贝,粉丝行为，偶像买单,2021-11-07 08:50:08,0,0
北慕地下女友,世界冠军！牛逼,2021-11-07 08:50:07,0,0
GAoAo_g,冠军,2021-11-07 08:50:04,0,0
谜语密语迷雨,牛批edg,2021-11-07 08:50:04,0,0
暮颜馡叶,我们是冠军！！！（昨天晚上没喊出来的今天早上总算狠狠地喊出来了,2021-11-07 08:50:02,0,0
拾年100,恭喜,2021-11-07 08:50:02,0,0
我想星期五下班,EDG牛逼！！,2021-11-07 08:50:01,0,0
滴嗒滴答嗒嘀答,虽然我不玩游戏，但是你们好像很厉害！恭喜！,2021-11-07 08:50:02,0,0
山有小口cc,牛批就是说,2021-11-07 08:50:00,0,0
dhywjsgajakjsbshsh,祝贺🎉！！！,2021-11-07 08:50:00,0,0
澜川V若宁,恭喜🎉恭喜🎉,2021-11-07 08:49:59,0,0
爱博幼儿园,恭喜EDG,2021-11-07 08:49:59,0,0
XL要有效率,恭喜夺冠！👏👏👏,2021-11-07 08:49:58,0,0
刘發發_呀,不破不立，恭喜EDG夺冠！LPL冠军！,2021-11-07 08:49:58,0,0
可爱的小白菜yaya,🐂🍺，不破不立,2021-11-07 08:49:57,1,0
今天也要吃两碗喔,恭喜EDG！！你们很棒！！！,2021-11-07 08:49:54,0,0
战哥的夕阳理智粉,,2021-11-07 08:49:54,0,0
温柔鬼余生166,是的，你们是冠军,2021-11-07 08:49:53,0,0
小__果__果,牛批,2021-11-07 08:49:51,0,0
大小qy,这个冠军等得太久了，恭喜,2021-11-07 08:49:51,0,0
媛仔子Trinity,世界冠军！！！！！,2021-11-07 08:49:50,0,0
日落唯爱TNT,冠军！！,2021-11-07 08:49:49,0,0
请一直当我的维C好吗,,2021-11-07 08:49:49,0,0
_坂田银时的草莓牛奶_,牛哇！！！！！！！,2021-11-07 08:49:48,0,0
SKAMSIMON,时隔数年，你们终于再次重归辉煌，当年你们火遍大江南北，最后也归于平淡，终于，在昨天，千万人又为你们欢呼，仿佛又回到了当初的不可一世，我也要热泪的盈眶的喊出那一句！E X O！牛逼～～～！行星饭，我骄傲！,2021-11-07 08:49:48,0,0
-啊噗呆呆,牛哇牛哇！！！//@还要做多少翻译能拿到catti :“我回来，是为了那些回不来的人”//@1966Zzr :我们！是！世界冠军🏆！,2021-11-07 08:49:46,0,0
WYN____,是的！！！,2021-11-07 08:49:42,0,0
请问你叫小什么李,恭喜呜呜呜！,2021-11-07 08:49:42,0,0
就这样挺舒服的,转发微博,2021-11-07 08:49:41,0,0
啦LJY,恭喜,2021-11-07 08:49:41,0,0
张欣尧的心月,世界冠军是我们的,2021-11-07 08:49:39,0,0
许师傅,恭喜EDG,2021-11-07 08:49:39,0,0
海神奏乐,恭喜EDG，EDG牛逼,2021-11-07 08:49:34,0,0
Tai爱麒麟达令_EXO,恭喜EDG拿下冠军,2021-11-07 08:49:33,0,0
紫日ZR,edg牛逼,2021-11-07 08:49:33,0,0
tiny一stars,！！！！！！！,2021-11-07 08:49:30,0,0
ReykjavikAurora,太厉害啦啊啊啊啊啊,2021-11-07 08:49:31,0,0
逐光拥抱安年,恭喜恭喜,2021-11-07 08:49:28,0,0
张欣尧的心月,EDG牛批,2021-11-07 08:49:29,1,0
对神明的心动,恭喜EDG，我们是冠军！,2021-11-07 08:49:26,0,0
只会狗刨的深海鱼,牛逼EDG！,2021-11-07 08:49:22,0,0
就很莫名其妙欸,恭喜呀我们是冠军,2021-11-07 08:49:22,0,0
ai82号蔡大爷,恭喜！！！,2021-11-07 08:49:23,0,0
仨小天才的草莓,恭喜EDG夺冠！！！,2021-11-07 08:49:22,0,0
Harlan_Chen,恭喜EDG!!!,2021-11-07 08:49:21,0,0
白琛ByU,冠军🏆！！！！牛逼！！！,2021-11-07 08:49:19,0,0
南极鉴畜亡了,世界冠军,2021-11-07 08:49:19,0,0
何必留住永恒,我愿称之为史上最强,2021-11-07 08:49:18,0,0
你吃丸子吗ing,EDG冠军,2021-11-07 08:49:18,0,0
凯凯滴小熊,冠军,2021-11-07 08:49:17,0,0
大懒虫·城,7777,2021-11-07 08:49:12,0,0
夏天茶没有记忆,五千万花得太值了,2021-11-07 08:49:11,0,0
