mid,sex,vip
267225461,保密,0
473096467,男,1
25355464,女,1
1062963076,保密,1
290452322,保密,1
62582,男,1
354175863,男,0
345033588,保密,0
478006318,保密,0
692813234,保密,1
21881973,保密,1
269485787,保密,1
483428386,男,1
1042012922,女,0
28654564,男,0
100554853,男,1
184742697,女,0
490833689,保密,0
452966090,保密,0
666765339,保密,0
1364055638,男,0
486055080,男,0
651156183,男,0
646751199,男,0
245080804,男,1
4729088,男,1
21169315,男,1
327233159,保密,0
2012087681,保密,1
25745072,男,0
287085616,男,0
668289638,保密,0
12819156,男,1
175559704,男,0
1042491027,男,0
430240064,保密,0
392388662,女,0
471366149,男,1
3071064,保密,0
1413276533,保密,0
26095868,男,0
504113611,保密,0
1623474255,男,1
43126080,保密,0
498550961,女,1
105027600,男,0
27651797,保密,1
553883734,保密,0
328586076,男,0
209273190,女,1
80683657,女,0
273027395,男,0
471031624,保密,1
1341604805,保密,0
671683648,男,0
1554286688,女,0
309503724,男,1
471875170,保密,0
1783673192,保密,0
348923638,男,1
1062963076,保密,1
284054974,男,1
34206272,保密,0
568174655,女,1
290822674,男,1
430225272,保密,0
328632770,女,0
1166797308,保密,0
1618843436,女,0
1027448873,保密,0
44488799,保密,0
1760139928,保密,0
272374864,保密,1
297999173,保密,1
529294329,保密,0
424694940,保密,0
2116213563,男,0
30880581,男,0
1414951483,女,0
350107264,男,0
509450124,男,0
416906715,保密,1
361093691,男,0
320668024,男,0
155227014,保密,1
480303329,女,0
1000796581,保密,0
2097096460,男,0
517002267,男,0
1290821814,女,0
528800870,保密,0
275664341,保密,1
364747693,保密,1
1463157760,保密,1
648408643,男,1
410808129,保密,1
516119345,保密,0
1438179318,保密,1
651416374,保密,0
393495504,保密,0
1564967424,男,0
1975568365,保密,0
2126547813,男,0
509276760,保密,1
1250478426,保密,0
475407175,保密,1
526014348,男,0
1670651737,保密,0
1809621154,保密,0
675134880,女,0
40214101,保密,0
1995115065,男,0
16376367,男,1
457737647,保密,1
322326120,男,1
512461573,女,0
1375238898,女,1
34775450,女,1
2026126727,女,0
1408811082,保密,0
525500968,男,0
660875967,保密,0
700477494,保密,0
687463296,女,0
359116382,男,0
2013025265,女,0
413194839,男,0
379863279,保密,1
505623386,保密,0
621630034,保密,0
512338545,保密,0
2013025265,女,0
660800901,保密,0
146989525,保密,1
2124537250,保密,0
351718783,保密,1
1952562833,保密,0
650878453,保密,0
523190396,男,0
364812640,女,1
295622256,女,1
456466118,保密,0
1773418171,保密,0
510959218,保密,1
433585869,保密,0
407589414,男,0
488354896,保密,0
1564967424,男,0
321018244,保密,0
478997219,男,1
286265696,保密,0
1888559341,女,1
32510224,保密,1
495221951,男,0
383121689,女,1
449089708,男,0
399972190,保密,0
482738831,女,0
449089708,男,0
491474536,男,0
630681911,保密,1
1686937819,保密,0
254790280,保密,0
14892845,保密,1
437985075,男,1
638266468,保密,0
483699058,男,1
36758310,男,1
458117321,男,0
1962209073,保密,0
28603874,保密,0
12127106,男,1
415242909,男,0
505514546,保密,0
319486285,女,0
483539735,男,0
457399706,男,1
1820813980,保密,0
1538706674,女,0
1453316279,女,0
296335533,保密,0
533859214,女,0
1447257274,保密,1
1538706674,女,0
389263018,保密,1
256251036,男,0
1595316576,保密,1
249180051,男,1
621760758,女,0
434064601,男,0
352451328,男,0
520116219,保密,0
34690825,保密,1
25158652,保密,1
449538180,男,0
475618374,保密,0
365750533,男,0
557765996,女,1
49704677,男,1
341021529,男,0
1164938313,保密,0
695234840,保密,0
422697643,男,0
510095493,男,0
147578357,女,0
1914424347,男,0
497462206,男,0
1283467332,女,0
506670572,男,1
104248686,保密,0
399885572,男,0
151025447,女,0
671164778,女,0
1436988109,女,0
343582051,保密,0
455985775,保密,0
1986935597,女,0
413277904,保密,0
52811398,男,0
1942013951,女,1
667736756,保密,1
500438854,保密,1
385340863,保密,0
503299795,男,1
523190396,男,0
441621886,保密,0
416490139,保密,0
660189026,男,0
620177433,保密,0
701813148,女,0
382004277,男,0
153977735,女,0
29014051,保密,0
34095616,保密,1
34095616,保密,1
96835419,保密,1
472582008,男,1
672127907,保密,0
177815335,保密,1
7625743,男,1
17523369,男,1
1901766794,保密,0
596100473,男,0
344417917,女,0
408249406,男,0
1436988109,女,0
434155429,男,0
266872006,保密,1
382919917,保密,0
1830069750,保密,0
512867424,保密,1
37609459,男,1
492804773,男,0
266872006,保密,1
209851181,男,1
36496718,保密,1
475891307,保密,0
48242033,男,1
40212956,男,0
3245535,男,1
472221595,保密,0
357045170,男,0
2095681970,男,0
479212309,男,0
1306686738,保密,0
1311891745,保密,1
450161882,女,1
67797582,保密,1
9612011,保密,0
406252134,男,0
393115803,保密,0
452242650,保密,0
510769222,男,1
3853566,保密,1
71525714,男,1
496216030,保密,0
473168138,保密,1
449679519,男,0
374831887,男,1
282484576,男,1
646098108,男,1
16324221,保密,0
398602569,保密,0
405993059,男,0
231574006,男,1
102644513,保密,1
1971049643,男,0
601440663,保密,0
12902603,男,1
603331130,保密,0
100666001,男,1
1548251414,保密,0
433751825,保密,0
6836630,男,0
451696500,保密,1
412395666,男,0
1139276022,男,1
74011849,保密,1
652426488,保密,1
603331130,保密,0
440828369,男,1
332548433,保密,1
356175689,保密,1
625769271,男,0
35883641,保密,0
1060019338,保密,0
8207044,男,1
476355944,保密,0
1521548725,保密,0
1279126656,保密,0
12904223,保密,0
20382126,保密,1
1538706674,女,0
3886411,男,1
20382126,保密,1
1538706674,女,0
3886411,男,1
283321011,保密,0
65442446,男,1
1971926966,保密,1
38658873,男,0
385226240,男,0
21866469,保密,0
666904901,保密,0
252091910,女,1
34193390,保密,0
259506738,保密,0
75049312,男,1
353296858,男,1
663214684,保密,0
442471396,保密,0
3188430,保密,0
456853455,男,0
593532833,保密,1
286451683,保密,0
1283467332,女,0
386142775,保密,1
36617640,保密,0
1594694160,保密,0
4371086,男,0
1160052741,保密,1
1810892030,男,0
669833930,保密,0
299674483,男,0
529585314,男,0
364236746,保密,1
491505436,保密,0
49818710,男,1
1486945956,保密,1
38719388,男,1
319220728,保密,0
552199469,男,0
661150827,女,0
12520273,保密,0
552199469,男,0
388063699,保密,1
259912059,保密,1
13925203,保密,1
2702446,保密,1
675732821,男,1
523259496,男,0
30861476,男,1
34976327,女,0
492625174,保密,1
205237,男,1
588709177,男,0
382414936,保密,0
170294416,保密,0
500230651,女,0
6836630,男,0
475184588,保密,1
18512381,保密,1
470079571,保密,0
356796821,男,1
37640186,男,0
374331575,男,0
471475789,男,0
632246017,保密,0
2089188158,保密,0
1839334681,保密,0
323938426,保密,0
489773929,保密,0
20870333,保密,1
288708956,保密,1
1895139852,保密,0
243831943,男,0
550833103,保密,0
456151063,男,1
2125479550,男,0
1883945,保密,1
356796821,男,1
632520211,保密,1
649747908,保密,0
43238702,女,0
480013503,女,1
451913461,保密,1
2144877976,男,0
660523047,男,0
261236698,保密,0
695693231,女,0
219660729,男,0
298099073,男,0
258546682,保密,0
22105889,男,1
600139611,男,0
375673466,保密,0
454126700,保密,0
263061574,保密,0
387767533,男,0
368606684,保密,1
672403309,男,0
15968111,男,1
1804352474,女,0
13853251,保密,0
275728670,男,1
34960543,女,1
177912,男,0
287395197,男,0
213128931,保密,0
204974583,保密,1
552742540,男,0
1018584796,保密,0
482155356,保密,0
314470460,男,0
17421893,男,0
36175422,女,0
507725733,保密,1
13340232,男,0
473551703,男,0
1938308846,保密,1
21881973,保密,1
693751234,保密,1
96762968,男,1
12544558,保密,0
12544558,保密,0
320317314,保密,1
749130,女,1
474419639,保密,1
281354872,男,1
340077269,保密,0
436323208,保密,1
490807609,保密,1
354286035,保密,0
354666706,男,0
677064484,男,1
44692951,保密,0
100683852,男,1
1545558216,保密,0
31962839,男,1
108638258,男,1
19380777,男,0
384809341,保密,0
27974584,男,1
2150556,男,1
77953192,男,0
646718164,女,0
182580694,女,0
328262827,保密,0
1498640090,保密,0
57242796,保密,0
479188642,保密,0
1840401782,保密,0
558674870,男,1
627617348,男,1
430112014,男,0
432536379,男,1
281751563,男,1
1339522828,男,1
11100617,男,1
544918551,保密,0
483191534,男,1
66769982,保密,0
437663332,保密,0
1606788758,保密,0
1656914052,保密,0
622139400,女,0
525711325,保密,0
82648039,保密,1
503560560,保密,1
478964785,保密,0
487672532,保密,1
1284136864,男,0
170294416,保密,0
249180051,男,1
453085346,保密,0
1177057534,保密,0
283619364,保密,1
383791845,男,0
86144735,保密,0
476001219,男,0
500637363,女,0
1873880383,保密,1
32299268,保密,1
1489889213,保密,0
1113884836,保密,0
225330721,男,1
269406885,男,0
266751967,保密,0
375243291,男,1
452333502,保密,0
527620894,男,0
587943977,保密,0
3377780,男,0
343297478,男,1
1283467332,女,0
417966022,男,1
522950251,男,0
186826840,保密,1
11382062,男,0
510476802,保密,0
487423925,男,0
23854395,女,1
109204982,保密,0
631681140,男,0
412190242,保密,0
1292721538,男,1
50196903,保密,0
486834787,保密,1
362441767,保密,1
229820221,保密,0
80678320,保密,0
487119756,保密,0
253061425,女,0
1222983584,男,0
1319855759,保密,0
452116378,男,0
1218343091,保密,0
431599322,女,0
645907765,男,0
1155265698,保密,0
481985527,女,0
36596371,保密,0
495261010,保密,1
1207355052,保密,1
1207355052,保密,1
330316646,保密,1
74383080,保密,0
666927434,男,0
1233792524,女,0
1355925083,男,0
661797127,男,0
16177620,保密,1
18472570,保密,1
378920468,男,1
445568278,保密,0
2076567227,男,0
225554836,保密,0
183999973,男,0
2144438891,保密,0
383336147,保密,1
37247358,保密,0
492478657,保密,0
701796924,男,0
74558594,男,1
385471318,保密,1
660785055,保密,0
667052632,男,1
284816580,女,1
473553290,男,1
486916607,男,0
1519197449,保密,0
1199144740,男,0
526542743,保密,0
12009671,男,0
193745169,保密,0
646541567,保密,0
1350956316,保密,0
406034315,保密,0
398786557,保密,1
1851263231,男,1
288528730,保密,0
638343883,女,0
1671605044,男,0
1487675501,女,0
1405905355,保密,0
1469974212,保密,0
510097839,男,0
1217070685,保密,0
275017301,男,1
336556706,男,1
2139987297,保密,0
22331536,男,1
215815562,保密,1
481506554,保密,0
3324911,男,0
691866691,保密,0
609670699,保密,0
436207988,男,1
1340313160,保密,1
1386381137,女,0
407495832,保密,0
1248686034,男,1
105087284,保密,0
1034270127,保密,1
1248686034,男,1
105087284,保密,0
1034270127,保密,1
345183241,保密,1
349749125,保密,1
1847892511,男,1
440497188,保密,0
91814783,男,0
2072380088,保密,0
382101517,保密,1
2142148605,女,0
539930989,男,0
470779002,保密,0
2087862218,女,1
475372614,男,0
276236245,男,1
516575734,女,0
328474219,保密,0
1369127444,保密,0
375157328,男,0
509526586,女,0
1699548950,男,0
437487200,男,1
1034702541,女,1
390269901,男,0
26373681,保密,0
232480261,男,1
14749073,保密,1
1373451765,保密,0
397162131,保密,0
1289092484,男,0
1010882235,男,0
516612199,保密,0
344428996,保密,0
549315847,保密,0
28650662,保密,1
518037449,男,0
456456207,女,0
438418529,男,1
1198832952,保密,0
456456207,女,0
438418529,男,1
1198832952,保密,0
516321932,保密,0
289451041,保密,1
629467289,保密,1
37884603,男,1
499492739,保密,0
391188021,保密,0
383383542,保密,0
493940733,保密,1
397733170,保密,0
25791461,男,1
489634535,女,1
1212844662,保密,0
675511139,男,1
98886137,男,1
671405973,保密,0
10996763,女,1
381735417,保密,1
25225659,男,1
174483361,保密,1
477026478,保密,0
501494603,男,0
489701510,保密,1
523989789,保密,1
172397058,男,0
179984164,保密,1
675210718,保密,1
1618843436,女,0
10686516,保密,1
504113611,保密,0
393155721,保密,0
50092341,男,1
416975383,男,0
34415855,男,1
1607358559,女,1
513666502,保密,0
661305402,女,0
40733790,女,0
661305402,女,0
40733790,女,0
1362301665,保密,0
1895337588,保密,0
384056509,男,0
4566628,保密,1
504113611,保密,0
403842748,保密,1
505768331,保密,0
391934181,保密,0
638254886,男,0
671936233,男,0
1238456340,保密,0
1160613098,男,0
483455359,保密,0
1555595574,保密,0
171264009,男,0
1881730655,保密,0
70560491,保密,0
1636155242,女,0
522982846,保密,0
1899509295,保密,0
356650710,保密,1
602557807,保密,1
1364055638,男,0
399065408,保密,0
1185322684,保密,0
418415061,保密,0
505768331,保密,0
668767003,保密,0
1056312199,保密,0
1854761384,男,0
588863149,保密,1
1112349464,保密,0
667870386,男,0
517558675,保密,0
1519063413,保密,0
396457281,女,0
108077082,女,0
629952825,保密,1
343172996,男,0
505768331,保密,0
523932,男,0
18472570,保密,1
255264468,保密,0
519447443,保密,0
446658841,男,0
111165236,保密,0
445966448,男,0
3119067,保密,1
668426944,保密,0
514505024,女,0
1813140574,保密,0
393346270,女,0
1854761384,男,0
437097924,女,1
348611841,男,1
108258571,女,1
616442569,保密,0
194407081,保密,1
1175133373,男,1
379804284,男,0
52627727,保密,1
327686124,男,1
618254362,保密,1
651748571,女,0
695230988,女,0
534965907,男,1
693153478,保密,1
3117456,保密,1
531641463,保密,1
35583413,保密,1
412652749,保密,0
523225105,男,0
1222153770,男,1
1640727530,女,0
638864660,保密,0
1403496809,保密,0
1076403104,保密,0
689284907,保密,0
660934320,保密,0
492435878,保密,0
3209496,男,0
2105213204,女,0
1640727530,女,0
1546058485,女,0
342705390,男,1
205266576,保密,1
474655709,女,0
1806319185,女,0
576637681,男,0
1815801964,男,0
1232112131,保密,1
578836273,男,0
2794830,保密,1
1701722319,女,0
438517099,男,0
668614587,保密,0
152087334,男,1
255942591,保密,1
255942591,保密,1
343582051,保密,0
545759119,男,0
484035834,女,1
1519063413,保密,0
1815801964,男,0
432229128,男,0
381969044,女,0
1905093499,保密,0
15402849,男,1
402960066,男,0
374355874,保密,1
36679561,保密,1
477327541,女,0
514077948,男,0
486426243,保密,1
32300360,男,0
1657451908,保密,0
480148972,男,1
88698520,保密,1
438546706,男,1
475852431,保密,0
1508539233,保密,1
410888376,保密,0
13480138,保密,0
545576189,保密,0
545661906,男,1
22129611,保密,0
27884,男,1
34721816,男,1
179234200,保密,1
177352992,保密,1
291872643,保密,0
399446308,保密,0
22129611,保密,0
406908688,男,1
395457361,男,1
695505628,男,0
88374558,男,0
89861963,保密,0
1544389140,保密,0
395457361,男,1
522966542,男,0
2093028439,保密,0
1628234925,保密,0
142102948,保密,1
701947765,保密,0
1306575896,保密,0
325581977,保密,0
1474296921,保密,0
1869798825,保密,0
399732109,男,1
225554836,保密,0
1876150486,保密,0
8140895,男,0
15375072,保密,0
405049454,女,1
296494917,保密,0
1452364448,男,0
44499822,保密,1
99747139,保密,0
1652572122,保密,1
417395408,保密,0
311571879,保密,0
579299,保密,0
1931256299,男,0
498708755,保密,0
395843884,男,0
437652038,男,0
3007275,保密,1
368782942,男,0
28864695,男,0
2059572535,保密,0
318923116,保密,1
420271906,女,0
10316098,保密,1
14256240,女,0
348965560,男,1
399324730,男,0
27396174,保密,1
2123659821,保密,0
363786477,男,0
5745641,男,1
23999477,保密,1
484316847,女,0
12190619,保密,0
1245840726,男,0
1763503190,女,0
354139032,男,1
10795206,保密,1
1752785695,男,0
8740589,男,1
1472935784,保密,0
475618374,保密,0
1314312938,保密,0
1711634,保密,1
699905612,保密,0
292731508,保密,0
1731664,男,1
281265350,保密,0
39035892,保密,0
437794696,保密,0
10963875,保密,1
630538008,保密,0
441896811,保密,1
472406473,保密,0
2050589,保密,1
475370162,女,0
379287788,男,0
107258537,保密,1
38727580,保密,0
1502978561,男,1
21358976,保密,1
269441014,保密,0
281751563,男,1
438695390,男,0
1679329082,男,0
383521852,保密,0
651826297,男,0
499908522,女,0
37534323,保密,0
39368017,男,1
226780449,保密,1
85684231,男,0
652571384,保密,0
455643211,女,0
610577703,保密,0
159294243,男,0
87348491,保密,1
1618228188,保密,0
2001563952,保密,0
62970593,保密,0
649842196,保密,0
1701458539,保密,1
100675140,女,1
600524274,男,0
399135530,男,1
125986595,男,1
476595776,保密,0
340404217,男,0
677139577,女,0
23706158,女,0
272279014,男,0
269952007,保密,1
123063124,保密,0
393118530,男,0
26452503,男,1
1102303662,保密,1
556112296,保密,0
142394233,男,1
338240846,男,0
444308220,女,1
52041536,保密,1
1382639040,女,0
184480973,男,0
492047549,男,0
30191938,保密,1
361390235,保密,0
400798848,男,1
5518380,男,0
5518380,男,0
3404765,保密,1
175519206,男,0
346741919,保密,0
86139474,保密,0
1085881822,保密,0
37594267,男,0
22369742,保密,1
392761141,保密,0
686563575,保密,1
201712636,男,0
1978436925,女,0
207639765,保密,0
1243468028,保密,0
1788091,男,0
394306324,保密,1
386992452,男,0
629960798,保密,0
10402317,保密,0
2201617,保密,1
475225557,女,0
499302155,保密,1
289131368,保密,0
168843306,保密,0
493182984,保密,0
1963219682,保密,0
486054840,男,1
35044880,男,0
491084909,男,0
417212031,保密,0
18479554,保密,0
13983388,男,1
14415046,保密,1
104857519,保密,0
438748401,保密,0
403293310,男,1
305596596,男,0
48242033,男,1
34332017,男,1
480466726,女,0
381978319,保密,1
407933657,男,1
399320398,保密,1
1591866989,保密,0
144770364,男,1
228042175,男,1
2138538521,保密,1
484035834,女,1
155862313,男,1
694395124,保密,0
419012147,女,0
675215853,保密,1
1087271024,男,0
358260245,男,1
125384,男,1
687889425,男,0
300089725,保密,0
214400946,男,1
517231305,保密,0
358481656,保密,0
1120064963,男,0
279386697,保密,1
1953124406,保密,0
11688399,男,0
1274228667,男,0
475828059,保密,1
291384283,保密,1
379201820,保密,0
385060416,保密,0
397043208,男,1
1487826081,保密,0
389367580,女,1
473931822,保密,1
24338066,男,1
375243291,男,1
1519063413,保密,0
358577043,女,0
315426141,保密,0
283498374,保密,0
12220531,保密,1
12220531,保密,1
349261813,女,0
74212652,保密,0
394160510,保密,0
333736354,保密,0
374449253,保密,1
33204590,女,0
76881507,男,1
1801630854,男,0
539759953,保密,0
313943224,男,0
612605527,保密,0
1277659279,男,0
1370700994,保密,0
32352324,保密,1
1731154459,保密,1
73705225,保密,1
385480875,男,0
499302155,保密,1
1032114899,保密,1
334679151,男,1
383907525,女,0
24338066,男,1
398295270,女,0
499305672,女,0
391235585,男,0
419816690,保密,1
34410203,保密,1
348913832,保密,0
1275944336,男,0
1067859247,女,0
372804661,男,0
285632567,保密,0
1231894894,保密,0
443568667,女,1
95509367,男,1
1569911525,男,1
60675668,保密,0
693129220,保密,1
638409144,保密,0
286390758,保密,0
429903001,保密,0
167474412,男,1
139804476,保密,1
354818377,保密,0
22582564,男,1
85947053,保密,1
503976717,保密,1
1813295,男,1
1339054732,保密,1
456286298,女,0
43312750,女,0
430730363,女,1
587982577,保密,0
667961852,男,0
1127807443,保密,0
92675903,保密,1
409878760,男,0
646837222,保密,0
438825643,保密,0
518116667,保密,0
1471921718,男,0
111165236,保密,0
475864601,保密,0
2031115532,保密,0
265561359,保密,0
335489758,保密,1
1324205188,男,0
513693366,保密,0
430647015,男,1
413124647,保密,0
35003486,保密,0
10130565,保密,1
425638805,保密,0
1020347297,保密,0
575458024,保密,1
546413084,女,1
600416911,保密,1
162914104,保密,1
362031167,男,0
569439637,保密,0
394921386,男,1
144770364,男,1
40351432,男,0
35978062,保密,0
23318278,男,0
332081551,保密,1
508426060,女,1
491661441,保密,1
1671318342,保密,0
32395732,女,1
652227597,保密,0
2016081548,保密,0
651219136,保密,0
18739160,男,1
283799664,女,0
630050812,保密,1
605052547,保密,0
410046282,男,0
690236660,男,1
389113526,保密,1
596138474,保密,0
1689894211,保密,0
1187417706,保密,1
626915955,保密,0
479410019,男,1
284007039,男,0
15272966,女,1
2001271105,保密,0
515048079,保密,1
454290402,女,0
33104479,保密,1
375499310,男,1
17995388,女,1
400979712,男,1
509190333,女,0
10397328,保密,1
32413016,女,0
76856045,男,0
442153467,保密,0
76856045,男,0
442153467,保密,0
1171729072,保密,0
24539614,男,1
2032607500,保密,0
221962046,保密,1
44555800,保密,1
672706271,女,0
14232501,保密,0
9871275,男,1
239300991,保密,1
354264990,男,1
152273765,保密,1
1821824697,保密,1
321416826,女,0
1956124255,保密,0
47979402,男,1
3766243,男,1
37632195,女,0
493943160,女,0
443680702,男,1
1021711019,保密,0
1421537475,保密,0
150112837,男,1
500127792,男,1
1563322604,保密,0
1000850878,保密,1
1247341389,保密,0
22899426,男,1
1086707439,保密,0
275578231,男,0
207578791,保密,0
276254180,男,1
107127489,保密,0
84186044,保密,1
648865778,女,0
1346721346,保密,0
482326038,男,1
551215,男,0
399398333,保密,0
323996780,保密,1
407493140,保密,0
631094963,男,0
122152740,男,1
108104838,保密,1
10862203,男,1
50775035,保密,0
572305506,保密,1
514335554,保密,0
689807789,女,0
1895959179,保密,0
334488471,保密,0
179148974,保密,1
243891066,保密,0
2144438891,保密,0
402442784,保密,1
452988298,男,1
507400936,保密,1
495011548,男,1
1856891120,保密,0
39785226,保密,0
395906712,男,0
305274104,保密,0
288679338,保密,1
1487659887,女,1
434007993,男,1
446574241,女,0
413083311,男,0
14305692,男,1
359036937,保密,0
13384939,保密,0
400234235,男,1
509586220,保密,1
1955385833,保密,0
522677771,男,1
583359061,保密,0
527438494,男,1
1627199814,保密,0
1170908418,男,0
88536687,男,0
33728421,保密,1
1465878265,保密,0
387313622,保密,0
1729918340,保密,0
92873697,保密,1
691908050,保密,0
178382609,保密,1
1450498871,保密,1
34200417,男,0
509403859,保密,0
298087500,男,1
415912129,女,0
1383202470,男,0
290459489,保密,0
479935825,女,0
49398603,保密,0
516854113,保密,1
297723874,男,1
1091842934,保密,0
23110223,男,0
516854113,保密,1
297723874,男,1
1091842934,保密,0
23110223,男,0
98374730,保密,1
189957349,男,1
2064092173,保密,0
25261352,男,0
448610050,女,0
1914762201,保密,0
471174497,保密,1
502357176,男,0
13146810,男,1
523250659,保密,1
107521331,保密,1
21268509,保密,1
341667081,男,0
1665918303,保密,1
1508749428,保密,0
1225303982,保密,0
2144568223,男,0
114409,男,0
85483304,男,0
259230907,保密,0
1041597605,保密,1
16662727,男,1
266828130,保密,0
479345227,保密,0
437088805,保密,1
498849614,保密,0
21317676,保密,0
3617024,保密,0
33916847,保密,1
19054040,男,1
333117763,保密,0
1984715429,女,1
22056226,保密,1
39662390,保密,0
289508091,女,0
454066088,保密,1
39662390,保密,0
289508091,女,0
454066088,保密,1
441845914,保密,1
384924536,保密,1
10546181,保密,1
429903001,保密,0
486201078,保密,0
438616329,女,0
76692499,男,1
1334479450,保密,0
489151571,保密,0
22654922,男,1
58655325,男,0
46462012,保密,1
1438477715,女,0
8324108,保密,1
332140898,保密,0
1989042,保密,1
426844555,保密,0
2017944404,保密,0
1563322604,保密,0
37740035,男,1
80794744,男,0
86922428,女,0
616708509,保密,0
1640727530,女,0
207620612,保密,0
95812049,保密,1
171409042,女,0
23643477,男,1
433314361,女,1
182901889,女,0
29087888,男,0
398830750,保密,0
514701515,女,0
387259197,男,1
102266032,男,0
76771078,保密,1
453970971,保密,0
625537730,保密,0
1578939997,保密,0
15468880,保密,0
351575023,保密,0
1810680753,保密,0
483881420,保密,0
384502118,保密,0
384753101,男,1
1540382325,保密,0
1657451908,保密,0
520989471,男,1
397868180,保密,0
1952529361,男,0
56309358,男,1
40746847,保密,0
76293756,保密,0
442163240,保密,1
275978602,男,1
474982301,保密,0
493931417,保密,0
3011066,男,1
488217724,女,0
478595123,保密,1
37215772,男,1
2023744702,保密,0
1631471768,保密,0
642663241,保密,1
431955659,保密,0
1640727530,女,0
1137272292,女,0
385440044,保密,1
289097754,保密,0
799720,保密,0
397606133,保密,0
269136299,保密,1
393161123,男,1
512695875,保密,1
539843186,保密,1
240745079,保密,0
20256965,男,1
457144832,女,0
358606258,男,0
508492675,保密,0
455907891,男,0
660712147,男,0
1536357282,男,0
35910011,保密,0
382499789,保密,0
21284823,保密,0
12083542,男,1
416209177,男,0
418160181,保密,1
1758979407,保密,1
501178142,保密,0
158586925,保密,0
492130424,女,0
670583411,保密,0
438173836,男,0
522386027,女,0
249646624,男,0
183999973,男,0
10029376,保密,1
1706503234,男,0
454311270,保密,1
550592808,保密,1
448085817,男,0
294999098,保密,0
101225112,男,0
383028553,保密,0
503843056,保密,0
532745698,女,0
388712017,男,1
424282831,男,0
435442693,保密,0
1473347159,保密,0
382793981,女,1
430025318,保密,0
258578928,男,0
483592333,保密,0
182901889,女,0
690098273,男,0
2809625,男,1
97411510,保密,0
122638374,男,1
