mid,sex,vip
662721148,男,0
165537599,女,0
323667356,保密,0
41891683,男,1
97204472,保密,1
35189042,女,0
43189526,保密,1
190823923,男,0
7302383,保密,1
107010011,保密,0
1668516149,保密,1
1367908350,男,0
503889674,男,1
336778007,男,0
1724133847,保密,0
174550958,保密,1
5274112,男,0
470817637,女,0
5274112,男,0
494518862,保密,1
650568881,保密,0
4412290,保密,1
471996055,男,0
442517746,保密,0
179691849,保密,0
349537402,保密,1
519872945,男,1
282513053,保密,0
489160706,男,0
553951,男,1
1320081465,保密,1
496716139,男,0
1559587766,保密,0
363919979,保密,1
102530783,男,1
395356846,保密,1
87386899,男,0
539070626,保密,0
508718469,保密,1
1862161212,男,0
178806567,保密,1
1627806789,男,1
56846749,保密,0
1238318872,男,1
23150534,保密,0
279398259,保密,0
473133156,男,0
399788344,保密,1
399864873,保密,1
387419553,男,0
31782686,女,1
400977690,保密,0
543847151,男,0
627831407,女,0
13006413,男,1
2703475,男,0
375356826,男,0
34027631,保密,1
473678343,保密,1
50928696,女,0
1985175402,保密,0
94049493,男,1
396396437,保密,0
470817637,女,0
22872728,男,1
353003869,男,1
24341332,男,0
283371599,保密,0
283790822,男,1
323684006,女,1
288601718,保密,0
436354385,男,1
1628109058,保密,0
596958602,保密,0
604215730,保密,0
22135138,保密,1
400154694,女,1
148272647,男,1
590843312,保密,0
38036854,男,1
12815076,保密,0
6292758,保密,1
515822516,男,0
4297963,保密,1
2146796746,保密,0
5375229,男,1
7071237,保密,0
353395748,女,0
372254078,男,1
11615545,男,0
80010051,男,0
254121643,保密,1
492656421,男,0
44983617,男,1
33998553,男,0
89854573,保密,1
1698626067,男,1
544120546,保密,0
1930574498,男,0
44509245,保密,1
495373735,保密,0
1498859287,女,0
2102499761,保密,0
291421865,保密,0
472501,保密,1
1238664542,男,1
1846900254,男,0
411236199,男,0
514496686,保密,0
275535199,保密,1
628803331,保密,1
1848548253,保密,0
252965297,女,1
8283381,女,1
176912387,保密,1
760882,保密,1
350184592,保密,0
326236477,男,1
13540513,男,0
76742337,女,1
453437782,男,1
244881716,保密,0
523349717,保密,0
14231776,保密,0
182496587,女,1
545958154,女,0
1201364652,女,0
637454258,保密,0
178523963,保密,1
17470164,保密,1
398622452,男,0
357102003,男,1
172844766,女,0
1480381,女,1
295224416,男,1
1174178153,保密,0
5276262,男,1
354896189,男,0
396417590,女,0
635951597,保密,0
280083751,男,0
1426732275,女,0
471109482,保密,0
173853322,男,1
473762856,男,1
474009067,男,0
280624824,男,1
43713692,男,1
403418036,男,0
22524668,男,1
576526423,女,0
349475192,女,0
65184108,男,1
496701456,女,0
27613365,保密,1
274589205,男,1
499502595,女,0
699643053,保密,0
85321152,保密,0
358068639,保密,1
99450457,保密,1
472796206,男,1
1595857265,保密,1
649786079,男,0
412622350,保密,1
416276850,保密,0
35035243,男,1
1669999125,男,0
22520398,女,1
355630454,女,0
701675974,男,0
490902941,保密,0
490737296,男,0
1060899445,男,0
350815755,保密,0
398591507,保密,0
26162220,保密,1
271231770,女,0
650926904,男,0
35604939,女,0
160898966,女,1
58981013,保密,1
476314238,男,0
1406231630,保密,0
11098550,男,1
1780988307,保密,0
441479287,男,0
501744230,男,1
1730932883,女,0
424122415,男,1
390279380,女,0
696799608,保密,1
170201674,女,1
3438202,保密,1
1862599087,保密,0
282994212,男,0
348858218,男,1
414688203,保密,1
43742076,保密,1
646194203,女,0
2049572681,保密,1
22760721,女,0
383848330,男,1
341135453,保密,0
22520398,女,1
485834338,男,1
473762856,男,1
1935137074,保密,0
448019802,女,0
436578806,男,1
448756382,女,0
1018311752,女,0
183790112,保密,1
280624824,男,1
40153761,保密,1
34372367,男,1
521253515,男,0
34883705,男,1
171513634,男,1
30820724,保密,0
439959796,保密,1
413371049,保密,1
259395756,保密,1
441978386,男,0
49394099,男,1
1141278332,保密,1
25901694,男,1
170117083,保密,0
1580533604,保密,0
88693590,保密,1
3116683,男,1
1086486303,女,0
693240750,女,0
441109572,女,0
338340909,男,1
179317182,男,0
178114169,保密,1
503878890,保密,0
335438717,男,1
441444899,保密,1
11521962,男,1
1559126,男,1
91455877,保密,1
438670420,保密,1
2186579,保密,1
30445765,保密,1
412933817,保密,0
3589312,男,0
394963299,男,0
668299159,男,1
294070042,保密,0
381271234,男,0
504704187,男,0
2025202400,女,0
356626628,男,0
2185997,男,1
1379591283,保密,0
314834,男,1
149278990,女,0
1053198975,保密,0
19838508,保密,0
383726122,保密,1
226304764,保密,1
291572831,保密,1
689812015,保密,1
259874966,保密,0
28577116,女,1
631041617,男,1
285832397,男,1
32353102,男,1
2014786290,男,0
474235070,保密,1
28122934,男,1
2136603047,保密,0
405260067,男,0
306213450,男,0
514984747,保密,0
306213450,男,0
514984747,保密,0
627167929,女,1
457631198,保密,1
407286230,保密,0
1651642458,保密,0
33104479,保密,1
378986834,女,0
1559968870,男,1
67910508,保密,1
159055660,保密,1
487327385,女,1
31350915,女,1
36739632,保密,0
508682603,女,0
547945313,男,1
37625327,保密,0
501351320,保密,0
165862374,保密,1
498567910,保密,1
1271552562,保密,0
35035243,男,1
277655139,保密,0
20180508,男,1
1316391940,男,0
520549820,保密,0
385988643,男,0
354739124,保密,0
13439382,男,1
238128676,保密,1
238249580,保密,0
14648966,男,1
276296671,男,1
483561070,保密,0
169262886,女,1
511907605,保密,0
34310481,保密,1
301840104,男,1
160080754,男,1
286413941,女,1
349680346,男,0
1903306796,男,0
26447913,保密,0
1889657264,男,1
24528920,保密,0
289606787,男,0
511055205,女,1
1209654039,男,0
518482877,男,1
344799363,男,1
57380164,女,0
444493253,保密,1
59442863,男,1
487335201,保密,0
6894375,保密,1
1161976979,保密,1
701523990,女,0
278438913,保密,1
29757829,保密,0
264352395,男,0
27780579,女,1
313555597,保密,0
271350046,女,0
506176831,男,1
317345988,男,1
15159895,男,1
380456404,男,0
289606787,男,0
271995833,保密,0
272926004,保密,0
349751155,保密,1
149338116,保密,0
630764945,保密,0
90790171,保密,0
259034415,保密,0
1207666231,保密,0
76723948,保密,1
472233006,男,0
632486423,男,0
11863806,男,1
479518163,保密,0
437223384,保密,1
432010205,男,1
102399943,男,1
12423780,保密,1
456310766,男,0
478389,保密,0
13218236,保密,0
46075502,女,0
7881426,男,1
442769222,女,0
442345086,保密,0
399360623,保密,0
300024788,保密,0
261679954,保密,1
71521801,男,1
1121312985,保密,0
34438710,保密,0
408496181,男,0
1797712889,保密,0
252300466,女,1
417375593,男,1
483440029,保密,0
693634623,保密,0
159182511,保密,0
1424275167,保密,0
494518862,保密,1
402387904,男,1
586445980,男,0
1179411954,保密,0
478737985,保密,0
304743545,保密,0
480041786,男,1
1929538969,保密,0
398884607,保密,0
228983138,男,1
165670171,女,0
38863403,女,1
356799344,保密,0
437895068,女,1
38863403,女,1
356799344,保密,0
437895068,女,1
20499980,男,1
424571391,男,0
509213856,保密,0
31366604,男,1
370429864,保密,0
9104117,男,1
1527744,男,1
280427638,保密,0
1347282472,保密,1
498857536,女,0
646637175,保密,0
1418624989,女,0
438318766,保密,0
110174023,保密,0
446001778,保密,0
491628977,男,0
39323186,女,0
692906924,男,0
455815492,女,1
382012564,保密,1
11244299,保密,1
15307089,保密,1
27549814,保密,1
143946119,男,1
847744,保密,1
40385074,保密,1
482126742,保密,0
31498987,男,1
1885766525,保密,0
477933063,保密,1
526130149,保密,1
159321773,女,0
25849273,保密,0
321977247,男,1
626946522,女,0
27005173,保密,0
476051297,男,0
47256868,保密,0
419196576,男,0
475963704,保密,0
19585207,保密,0
455686804,保密,1
77665925,女,1
243907734,女,0
581877390,保密,0
405550629,男,0
350996081,女,0
353880343,男,1
477989646,男,0
160228744,保密,1
431092753,保密,1
22589601,男,1
394830226,保密,0
471557092,男,1
1733907985,保密,0
602860100,保密,0
269539710,保密,1
631077848,保密,0
20565246,男,1
1511913889,女,1
148191798,保密,1
1499808047,女,1
502809239,保密,0
2042226929,保密,0
443058725,保密,0
29654385,女,1
277394246,男,0
36212855,男,1
2058794261,保密,0
152310405,男,1
354904245,女,0
475359010,男,0
524305048,男,0
639780989,男,1
362498607,保密,0
198366120,男,0
32013876,男,1
491628977,男,0
400472936,男,1
355494823,保密,1
455738826,女,0
175040305,男,1
33075344,女,1
382031363,保密,0
415392979,男,0
22146799,保密,0
298115571,男,1
454546372,男,1
446222706,男,1
220695531,男,0
170201674,女,1
444738789,男,1
27291898,保密,1
73428876,男,1
282413126,保密,1
220914785,男,0
28618949,保密,0
1291039608,男,0
18943114,保密,1
349748810,保密,0
26023645,男,1
24331261,保密,0
512308150,保密,0
16192569,保密,0
2074298447,保密,1
308791271,保密,0
401786589,男,0
495651706,男,1
691384102,保密,0
94894595,男,1
19843830,男,1
367938495,保密,1
23657576,男,1
59424001,男,1
1731370,男,1
626757233,保密,0
418840602,保密,1
1916707487,保密,1
21474513,保密,1
311032329,保密,0
490487941,保密,1
525394802,保密,0
32367364,女,1
426976885,男,1
1654025186,男,0
252995905,女,0
437978638,男,0
403521543,保密,0
357987394,男,0
354918120,男,0
361828031,男,0
317518309,男,1
453044279,男,0
513104084,保密,0
522932888,男,1
348977261,男,1
37912771,保密,1
522932888,男,1
348977261,男,1
37912771,保密,1
1846900254,男,0
355053103,保密,1
39020008,男,0
328538293,保密,0
544402903,女,0
357798942,保密,1
1847705470,保密,0
516990062,男,1
522045924,男,1
1673750552,女,0
1957746184,保密,0
1455587513,保密,0
490628839,保密,1
2141015853,保密,0
335443437,男,1
514406342,保密,0
627618819,保密,0
436948411,男,1
669375483,保密,0
437434356,保密,0
499221326,男,0
631566481,女,0
437973897,女,1
443328783,男,0
33866598,男,1
298115571,男,1
123927359,保密,1
1133323487,保密,0
398059551,女,1
638424811,保密,0
107760536,保密,0
25381854,女,0
293792516,男,1
397153902,保密,1
396831451,男,0
384742975,保密,0
634963724,保密,0
409635329,保密,0
626585691,保密,1
2007011034,保密,1
293325356,男,0
382153087,保密,0
89646944,保密,1
319990493,男,0
689943813,保密,0
630700666,保密,1
660445315,保密,0
82689110,保密,1
475844371,保密,0
12896061,男,1
542041450,男,1
321766158,保密,1
483428613,保密,0
143471434,男,0
324391326,保密,1
57493957,男,0
353856131,男,1
54681825,男,1
249583447,男,0
294374354,男,0
184438369,男,0
486103868,女,1
513454952,男,1
436354385,男,1
306945140,保密,0
326654501,男,1
90386892,保密,1
452965511,保密,0
362265195,保密,0
393725939,保密,1
1266099446,保密,0
272522374,男,1
406063532,男,0
541650672,女,0
170668035,保密,0
85114448,男,1
49873432,男,1
85114448,男,1
49873432,男,1
626960582,保密,0
1492760094,保密,0
1645942186,男,0
1348459561,女,1
631345305,保密,0
1283955878,男,0
694006034,男,0
1817288754,男,0
436807132,男,0
501741849,男,0
452198930,男,1
394877773,女,1
352127449,保密,0
551222940,女,1
418392108,保密,1
355161744,男,0
93651991,保密,1
453044279,男,0
550340230,保密,0
364770069,女,1
411580473,保密,1
1091153846,女,0
43859248,男,0
397054676,保密,1
481108306,男,1
497437612,男,1
456539980,保密,1
50441786,保密,0
6866285,保密,1
170201674,女,1
383034998,保密,1
560264418,保密,0
161888771,保密,1
402331792,男,1
2083658965,保密,0
41713694,男,1
433229915,保密,1
382012564,保密,1
365895599,保密,1
1224212155,保密,0
496223294,女,0
382262606,保密,1
348818495,保密,1
470497512,男,1
243986661,女,0
237287014,男,1
354344769,保密,1
359148410,保密,1
7545673,男,1
151414972,保密,1
404430461,男,1
509110377,保密,0
111144084,男,0
89608925,男,1
1160276368,保密,0
1440608655,保密,0
357066480,男,1
52812590,保密,1
389729317,保密,0
291425534,男,1
486053745,保密,1
275411564,保密,1
312637673,保密,1
412888545,男,0
282452763,男,1
490843983,保密,0
455158167,保密,0
1884388915,保密,0
424571391,男,0
352837003,女,0
402093611,男,0
352061653,男,1
551303764,女,0
400350093,保密,0
13890613,男,1
1086847203,男,0
2903497,男,1
14927907,保密,0
68009520,男,0
91287402,女,0
519150149,女,0
490285814,男,1
584539717,女,0
1344054742,男,1
540051220,男,0
437434356,保密,0
481847391,保密,1
1606799714,保密,0
179601717,男,1
421813645,保密,0
1001848936,男,0
24845965,男,1
487228459,男,0
501847222,保密,1
473118014,男,0
1407595786,保密,1
352331535,保密,0
24272555,男,1
352331535,保密,0
24272555,男,1
1980526711,保密,0
516853299,保密,0
323401207,女,1
514539245,保密,1
74077556,男,1
663505830,保密,1
322274607,保密,0
550240341,男,0
498494299,男,0
479297920,保密,0
197509258,保密,0
540051220,男,0
348423986,保密,0
