,up主名称,up主mid,up主性别,up主等级,up主生日,up主签名,up主头衔,up主标签,up主视频数量,up主关注人数,up主粉丝数量
0,怕上火暴王老菊,423895,保密,6,03-22,微勃er：weibo.com/573244552,bilibili 2019百大UP主、知名UP主,"['看什么看', '没见过帅哥', '什么你见过', '哦原来说我', '原谅你了']",653,158,2457048
